field,raw_value,raw_study_frequency,normalized_values,mapping_mode,audit_bucket,unresolved_fragments,blocking_for_current_synthesis
integration_mechanism_codes,DWDM_dedicated_sensing_wavelength|shared_90km_G652D_path|co_and_counter_propagation|pulse_compression_DAS|legacy_coherent_receiver,1,shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,co_and_counter_propagation|pulse_compression_DAS|legacy_coherent_receiver,no
integration_mechanism_codes,EADO_OFDM|shared_optical_waveform|adaptive_subcarrier_assignment|joint_power_allocation|automotive_LiDAR|element_wise_division,1,shared_waveform|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,adaptive_subcarrier_assignment|joint_power_allocation|automotive_LiDAR|element_wise_division,no
integration_mechanism_codes,FDM_unified_waveform|CE_OFDM|DC_offset_LFM_QPSK|optical_heterodyne|coherent_fusion_processing|dechirp_trilateration,1,shared_waveform|shared_resource_allocation|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,CE_OFDM|DC_offset_LFM_QPSK|optical_heterodyne|dechirp_trilateration,no
integration_mechanism_codes,FDM|WDM_ISAC|dual_polarization_2x2_MIMO|photonic_heterodyne|homologous_LO_downconversion,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,WDM_ISAC|dual_polarization_2x2_MIMO|photonic_heterodyne|homologous_LO_downconversion,no
integration_mechanism_codes,ITVFS_SCSM|OFDM_QAM_with_per_subcarrier_LFM|IM_DD_communication|coherent_Rayleigh_backscatter_DAS|matched_filter_pulse_compression|TDOA_localization,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,ITVFS_SCSM|IM_DD_communication|coherent_Rayleigh_backscatter_DAS|matched_filter_pulse_compression|TDOA_localization,no
integration_mechanism_codes,LFM_PSK_integrated_waveform|phase_embedded_communication_symbols|shared_photonic_THz_transmitter|autocorrelation_ranging|data_rate_optimization,1,shared_waveform|shared_hardware|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,phase_embedded_communication_symbols|autocorrelation_ranging,no
integration_mechanism_codes,LFM_carrier_reuse|coherent_driver_module|carrier_signal_beating|shared_single_fiber|Rayleigh_backscatter|RoF_remote_upconversion|polarization_diverse_sensing,1,shared_optical_carrier|shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,coherent_driver_module|carrier_signal_beating|Rayleigh_backscatter|RoF_remote_upconversion|polarization_diverse_sensing,no
integration_mechanism_codes,MIMO_OFDM_waveform_reuse|Doppler_OFDM_radar|RU_IQ_stream_duplication|MxN_optical_switch|time_switched_sensing_aggregation|eCPRI|edge_sensing_app|SDN_control,1,shared_waveform|shared_resource_allocation|shared_application_scenario,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,Doppler_OFDM_radar|RU_IQ_stream_duplication|MxN_optical_switch|time_switched_sensing_aggregation|eCPRI|SDN_control,no
integration_mechanism_codes,OFDM_MLS_CIM_superposition|shared_intensity_waveform|corner_cube_retroreflection|cross_correlation_TOF|successive_interference_cancellation|hybrid_OFDMA_IMMA,1,shared_waveform|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,corner_cube_retroreflection|cross_correlation_TOF|successive_interference_cancellation|hybrid_OFDMA_IMMA,no
integration_mechanism_codes,OOK_Manchester_VLC|human_shadowing_and_reflection|photodiode_array|shared_illumination_signal|edge_ML|WiFi_Bluetooth_backhaul,1,shared_waveform,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,OOK_Manchester_VLC|human_shadowing_and_reflection|photodiode_array|edge_ML|WiFi_Bluetooth_backhaul,no
integration_mechanism_codes,O_ICSPT|DCO_OFDM|laser_wireless_communication|retroreflective_passive_ranging|time_domain_cross_correlation|optical_power_splitting|GaAs_photovoltaic_energy_harvesting|bit_loading|shared_waveform|spatial_resource_allocation,1,shared_waveform|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,O_ICSPT|laser_wireless_communication|retroreflective_passive_ranging|time_domain_cross_correlation|optical_power_splitting|GaAs_photovoltaic_energy_harvesting|bit_loading|spatial_resource_allocation,no
integration_mechanism_codes,PC_FMCW|DPSK_phase_overlay|shared_blue_laser_headlamp|dual_chirp_range_velocity|ADB_sensing_feedback,1,shared_hardware|shared_application_scenario,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,PC_FMCW|DPSK_phase_overlay|dual_chirp_range_velocity,no
integration_mechanism_codes,RBPSK_FMCW_joint_waveform|shared_optical_transmitter|coherent_Lidar_receiver|OWC_receiver|silicon_optical_phased_array|segmented_pilot,1,shared_waveform|shared_hardware|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,coherent_Lidar_receiver|OWC_receiver|silicon_optical_phased_array|segmented_pilot,no
integration_mechanism_codes,SF_LFM_OFDM|OFDM_chirp_interembedding|zero_subcarrier_mapping|optical_frequency_comb|photonic_heterodyne|shared_J_band_waveform|analog_dechirp,1,shared_waveform|shared_optical_carrier|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,OFDM_chirp_interembedding|zero_subcarrier_mapping|optical_frequency_comb|photonic_heterodyne|analog_dechirp,no
integration_mechanism_codes,THz_AP_sensing|VLC_AP_communication|THz_VLC_max_SNR_association|central_controller|blockage_aware_AP_selection|DOA_localization,1,shared_application_scenario,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,THz_AP_sensing|VLC_AP_communication|central_controller|blockage_aware_AP_selection|DOA_localization,no
integration_mechanism_codes,VLC_signal_reflection_reuse|multi_carrier_spatial_encoding|co_located_LED_PD|full_duplex_VLC|reflected_HGR,1,shared_hardware,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,VLC_signal_reflection_reuse|multi_carrier_spatial_encoding|full_duplex_VLC|reflected_HGR,no
integration_mechanism_codes,VLC_streetlamp_transceiver|visible_light_sensing|orthogonal_channel_partition|communication_sensing_task_offloading|digital_twin|vehicular_edge_computing|joint_latency_optimization,1,shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,VLC_streetlamp_transceiver|visible_light_sensing|digital_twin|vehicular_edge_computing,no
integration_mechanism_codes,blue_green_wavelength_division_duplexing|hybrid_PAM_OFDM_waveform|corner_cube_retroreflection|optical_filter_interference_cancellation|cross_correlation_ranging,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,hybrid_PAM_OFDM_waveform|corner_cube_retroreflection|optical_filter_interference_cancellation|cross_correlation_ranging,no
integration_mechanism_codes,cascaded_intensity_phase_modulation|full_spectrum_frequency_division_multiplexing|analog_radio_over_fiber|shared_optical_carrier|photodiode_driven_antenna|LFMW_radar|optical_dechirping|SBS_suppression|GVD_complementary_response,1,shared_optical_carrier|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,cascaded_intensity_phase_modulation|analog_radio_over_fiber|photodiode_driven_antenna|LFMW_radar|optical_dechirping|SBS_suppression|GVD_complementary_response,no
integration_mechanism_codes,chaotic_OEO_carrier|OOK_intensity_modulation|shared_joint_waveform|50_50_transmit_reference_split|envelope_communication_detection|radar_cross_correlation,1,shared_waveform|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,chaotic_OEO_carrier|OOK_intensity_modulation|50_50_transmit_reference_split|envelope_communication_detection|radar_cross_correlation,no
integration_mechanism_codes,chirp_spread_spectrum|QPSK_on_chirp|shared_waveform|photonic_heterodyne|photonic_dechirp|power_allocation|spread_gain,1,shared_waveform|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,chirp_spread_spectrum|QPSK_on_chirp|photonic_heterodyne|photonic_dechirp|spread_gain,no
integration_mechanism_codes,co_time_co_frequency_superposition|shared_photonic_frontend|radar_signal_masking|digital_self_interference_cancellation,1,shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,radar_signal_masking|digital_self_interference_cancellation,no
integration_mechanism_codes,coherent_communication_signal_reuse|estimated_channel_matrix|state_of_polarization|Stokes_vectors|receiver_DSP|CNN_event_recognition|matrix_rearrangement,1,shared_waveform,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,estimated_channel_matrix|state_of_polarization|Stokes_vectors|receiver_DSP|CNN_event_recognition|matrix_rearrangement,no
integration_mechanism_codes,coherent_optical_frequency_comb|LFM_QPSK_spread_spectrum|optical_heterodyne|shared_THz_RF_channel|TFLN_MZM_direct_reception|photonic_dechirping|homologous_coherent_demodulation|BPD,1,shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,coherent_optical_frequency_comb|LFM_QPSK_spread_spectrum|optical_heterodyne|TFLN_MZM_direct_reception|photonic_dechirping|homologous_coherent_demodulation|BPD,no
integration_mechanism_codes,communication_fiber_as_sensor|OTDR|phase_OTDR|intelligent_sensing_unit|WDM_filtering|broadband_narrowband_tunable_source|SDN_intelligent_recognition_unit|ML_classification,1,shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,OTDR|phase_OTDR|intelligent_sensing_unit|broadband_narrowband_tunable_source|SDN_intelligent_recognition_unit|ML_classification,no
integration_mechanism_codes,communication_signal_backscatter_reuse|FSO_channel_gain_sensing|mixed_FSO_RF_relay|UAV_trajectory_adaptation|Q_learning_resource_allocation,1,shared_resource_allocation|mixed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,communication_signal_backscatter_reuse|FSO_channel_gain_sensing|UAV_trajectory_adaptation,no
integration_mechanism_codes,communication_signal_backscatter_reuse|atmospheric_channel_sensing|FSO_backhaul|mixed_FSO_RF_network|UAV_cell_zooming|backhaul_aware_user_offloading|joint_placement_association_optimization,1,shared_application_scenario|mixed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,communication_signal_backscatter_reuse|atmospheric_channel_sensing|FSO_backhaul|UAV_cell_zooming|backhaul_aware_user_offloading,no
integration_mechanism_codes,communication_signal_reuse|RSSI_Lambertian_ranging|symmetric_dual_link|shared_LED_PD_transceiver|risk_status_algorithm,1,shared_waveform|shared_hardware|shared_application_scenario,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,RSSI_Lambertian_ranging|symmetric_dual_link,no
integration_mechanism_codes,direct_laser_heterodyne|W_band_MMW_generation|time_frequency_division_multiplexing|LFM_radar|SCM_QAM_communication|adaptive_resource_allocation|shared_10km_fiber|centralized_optical_dechirping|envelope_detection,1,shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,direct_laser_heterodyne|W_band_MMW_generation|LFM_radar|SCM_QAM_communication|adaptive_resource_allocation|centralized_optical_dechirping|envelope_detection,no
integration_mechanism_codes,dual_band_permutation_frequency_hopping|CE_LFM_OFDM|optical_frequency_comb|photonic_heterodyne|coherent_fusion_processing|self_coherent_envelope_detection,1,shared_resource_allocation|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,dual_band_permutation_frequency_hopping|optical_frequency_comb|photonic_heterodyne|self_coherent_envelope_detection,no
integration_mechanism_codes,dual_chirp_joint_waveform|photonic_heterodyne_THz_generation|shared_upchirp_carrier|downchirp_sync_pilot|Risley_prism_beam_scanning,1,shared_waveform|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,photonic_heterodyne_THz_generation|shared_upchirp_carrier|downchirp_sync_pilot|Risley_prism_beam_scanning,no
integration_mechanism_codes,dual_chirp_opposite_slopes|embedded_sync_pilot|LFM_QPSK|shared_waveform|photonic_heterodyne|LMS_interference_cancellation,1,shared_waveform,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,dual_chirp_opposite_slopes|embedded_sync_pilot|LFM_QPSK|photonic_heterodyne|LMS_interference_cancellation,no
integration_mechanism_codes,dual_functional_OFDM|BWDM_probabilistic_shaping|PS_64QAM|optical_heterodyne_mmwave|shared_waveform_range_IFFT,1,shared_waveform|shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,BWDM_probabilistic_shaping|PS_64QAM|optical_heterodyne_mmwave,no
integration_mechanism_codes,dual_laser_photomixing|shared_D_band_transceiver|ToF_cross_correlation|sequential_PRBS_and_single_cycle_waveforms,1,shared_waveform|shared_hardware,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,dual_laser_photomixing|ToF_cross_correlation,no
integration_mechanism_codes,dual_optical_frequency_comb|linear_optical_sampling|photonic_undersampling|shared_ROF_link|simultaneous_delay_measurement_downconversion,1,shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,dual_optical_frequency_comb|linear_optical_sampling|photonic_undersampling|simultaneous_delay_measurement_downconversion,no
integration_mechanism_codes,dual_polarization_IMDD|OFDM_CSI_reuse|burst_SNR_feedback|probabilistic_constellation_shaping|path_loss_ranging|shared_front_end,1,shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,dual_polarization_IMDD|burst_SNR_feedback|probabilistic_constellation_shaping|path_loss_ranging,no
integration_mechanism_codes,electromagnetic_polarization_multiplexing|ASSB_modulation|optical_heterodyne_upconversion|shared_time_frequency_resources|orthomode_transducers,1,shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,ASSB_modulation|optical_heterodyne_upconversion|orthomode_transducers,no
integration_mechanism_codes,electronic_sensor_joint|FPGA_FM_encoding|optical_SSB|frequency_subcarrier_multiplexing|single_wavelength|communication_FOE_reuse|high_order_harmonic_estimation,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,electronic_sensor_joint|FPGA_FM_encoding|optical_SSB|single_wavelength|communication_FOE_reuse|high_order_harmonic_estimation,no
integration_mechanism_codes,frequency_division_multiplexing|LFM_radar|32QAM_SCM_communication|microwave_photonic_heterodyne|photonic_dechirping|shared_fiber_wireless_waveform|balanced_photodetection,1,shared_waveform|shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,LFM_radar|32QAM_SCM_communication|microwave_photonic_heterodyne|photonic_dechirping|balanced_photodetection,no
integration_mechanism_codes,frequency_division_multiplexing|dual_polarization|optical_heterodyne|fiber_THz_fiber|shared_free_space_link|parallel_communication_radar_receivers,1,shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,dual_polarization|optical_heterodyne|fiber_THz_fiber|parallel_communication_radar_receivers,no
integration_mechanism_codes,frequency_division_multiplexing|sparse_LFM_subbands|OFDM_gap_filling|coherent_fusion_processing|dual_parallel_photonic_dechirping|shared_photonic_transmitter,1,shared_hardware|shared_resource_allocation|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,sparse_LFM_subbands|OFDM_gap_filling|dual_parallel_photonic_dechirping,no
integration_mechanism_codes,frequency_division|joint_waveform,1,shared_waveform|shared_resource_allocation|joint_design_or_optimization,keyword_normalized,controlled_or_fully_mapped,,no
integration_mechanism_codes,frequency_domain_pilot_tones|carrier_phase_reuse_for_sensing|shared_coherent_transceiver|GAN_digital_twin|MLP_AMLP_phase_extraction|receiver_DSP_integration,1,shared_waveform|shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,GAN_digital_twin|MLP_AMLP_phase_extraction|receiver_DSP_integration,no
integration_mechanism_codes,frequency_hopping|triangular_FMCW_sweep|OOK_overlay|electro_optically_tunable_laser|shared_optical_source|photonic_dechirp,1,shared_hardware,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,frequency_hopping|triangular_FMCW_sweep|OOK_overlay|electro_optically_tunable_laser|photonic_dechirp,no
integration_mechanism_codes,frequency_sextupled_LFM|overlapped_radar_communication_spectrum|third_order_sideband_beating|shared_photonic_transmitter|optical_dechirping|LO_free_communication_recovery,1,shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,frequency_sextupled_LFM|third_order_sideband_beating|optical_dechirping|LO_free_communication_recovery,no
integration_mechanism_codes,heterogeneous_III_V_on_SOI_PIC|shared_laser_EAM_transmitter|analog_radio_over_fiber|FDM_16QAM_LFMCW|shared_FSO_link,1,shared_hardware|shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,heterogeneous_III_V_on_SOI_PIC|analog_radio_over_fiber,no
integration_mechanism_codes,hybrid_URR_MRR_tag|shared_OFDM_illumination|OOK_backscatter_ID|cross_correlation_ToF|SIC_SDMA|time_delay_spatial_separation,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,hybrid_URR_MRR_tag|OOK_backscatter_ID|cross_correlation_ToF|SIC_SDMA|time_delay_spatial_separation,no
integration_mechanism_codes,interconnected_counter_propagating_recirculating_loops|high_loss_loop_back|shared_fiber_infrastructure|bidirectional_coherent_transmission|Rayleigh_backscatter_OTDR|FBG_filtered_loopback,1,shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,interconnected_counter_propagating_recirculating_loops|high_loss_loop_back|bidirectional_coherent_transmission|Rayleigh_backscatter_OTDR|FBG_filtered_loopback,no
integration_mechanism_codes,live_submarine_telecom_fiber_reuse|WDM_channel_isolation|monitoring_channel_sensing|Phi_OTDR|Rayleigh_backscatter|coherent_detection|distributed_acoustic_sensing,1,shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,monitoring_channel_sensing|Phi_OTDR|Rayleigh_backscatter|coherent_detection|distributed_acoustic_sensing,no
integration_mechanism_codes,monolithic_III_nitride_chip|shared_comb_waveguide|dual_function_MQW_diodes|waveguide_gap_liquid_sensing|shared_optical_path,1,shared_hardware|shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,monolithic_III_nitride_chip|shared_comb_waveguide|waveguide_gap_liquid_sensing,no
integration_mechanism_codes,monolithic_integration|shared_III_nitride_platform|simultaneous_light_energy_and_information_conversion|self_powered_optical_relay,1,shared_hardware,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,shared_III_nitride_platform|simultaneous_light_energy_and_information_conversion|self_powered_optical_relay,no
integration_mechanism_codes,movable_access_points|shared_LED_PD_transceivers|joint_MAP_position_and_user_association|weighted_sum_rate_and_sensing_MI|active_reflection_sensing,1,shared_hardware|joint_design_or_optimization|shared_application_scenario,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,movable_access_points|weighted_sum_rate_and_sensing_MI|active_reflection_sensing,no
integration_mechanism_codes,multi_channel_LFM_QAM|WDM_optical_comb|opposite_slope_chirp_pair|shared_THz_transmitter|autoregressive_coherent_fusion,1,shared_hardware|shared_resource_allocation|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,multi_channel_LFM_QAM|opposite_slope_chirp_pair,no
integration_mechanism_codes,multi_region_frozen_probe_sensing|off_axis_holography|modal_decomposition|Fresnel_phase_beam_shaping|co_optical_path_feedback,1,shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,multi_region_frozen_probe_sensing|off_axis_holography|modal_decomposition|Fresnel_phase_beam_shaping,no
integration_mechanism_codes,native_physical_layer_ranging|non_commensurate_sampling|DLL_phase_detection|shared_transceiver_ADC_DSP|combined_frame|round_trip_delay_measurement,1,shared_hardware,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,native_physical_layer_ranging|non_commensurate_sampling|DLL_phase_detection|combined_frame|round_trip_delay_measurement,no
integration_mechanism_codes,optical_phased_array|shared_intensity_modulated_signal|multi_round_beam_scanning|observation_matrix_inversion|interference_cancellation|joint_QoS_beamforming,1,shared_waveform|joint_design_or_optimization,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,optical_phased_array|multi_round_beam_scanning|observation_matrix_inversion|interference_cancellation,no
integration_mechanism_codes,orthogonal_chirp_division_multiplexing|shared_OCDM_waveform|THz_over_fiber|optical_frequency_comb|photomixing|range_Doppler_processing,1,shared_waveform|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,THz_over_fiber|optical_frequency_comb|photomixing|range_Doppler_processing,no
integration_mechanism_codes,phase_coded_FMCW|shared_optical_waveform|coherent_sensing|self_delayed_coherent_communication|shared_transmitter,1,shared_waveform|shared_hardware,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,phase_coded_FMCW|coherent_sensing|self_delayed_coherent_communication,no
integration_mechanism_codes,polarization_interleaving|polarization_insensitive_filtering|frequency_division_multiplexing|ASSB_modulation|CS_DSB_LO_generation|shared_laser|LFM_radar|16QAM_communication|MMW_over_fiber,1,shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,polarization_insensitive_filtering|frequency_division_multiplexing|ASSB_modulation|CS_DSB_LO_generation|LFM_radar|16QAM_communication|MMW_over_fiber,no
integration_mechanism_codes,polarization_multiplexing|ASK_LFM_waveform_sharing|frequency_to_time_mapping|optical_dechirp|PS_FBG_sensing,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,ASK_LFM_waveform_sharing|frequency_to_time_mapping|optical_dechirp|PS_FBG_sensing,no
integration_mechanism_codes,pulse_position_modulation|pulse_radar|shared_PPM_pulses|analog_radio_over_fiber|time_to_digital_conversion|time_of_flight,1,shared_waveform,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,pulse_position_modulation|pulse_radar|analog_radio_over_fiber|time_to_digital_conversion|time_of_flight,no
integration_mechanism_codes,received_signal_reuse|training_sequence_reuse|DNN_digital_backpropagation|learned_fiber_parameter_profile|abnormal_loss_monitoring,1,shared_waveform,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,training_sequence_reuse|DNN_digital_backpropagation|learned_fiber_parameter_profile|abnormal_loss_monitoring,no
