study_cluster_id,canonical_screening_record_id,primary_extraction_screening_record_id,eligible_report_count,all_eligible_screening_record_ids,title,authors,year,venue,doi,preferred_citation,document_type,source_url,primary_optical_modality_code,integration_level_code,integration_mechanism_codes,communication_functions,sensing_tasks,waveform_modulation,optical_front_end,network_setting,validation_type_codes,scenario_environment,application_domain_codes,enabling_technology_codes,six_g_relevance_code,dataset_availability_status,code_model_availability_status,canonical_modality,validation_maturity_max,canonical_validation_categories,canonical_six_g_relevance,canonical_dataset_availability,canonical_code_model_availability,comparability_categories,admissibility_categories,candidate_bib_key,existing_bib_match_status,existing_bib_key,existing_bib_title,existing_bib_doi,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains
STC-SINGLETON-SCR-00406,SCR-00406,SCR-00406,1,SCR-00406,Microcomb-synchronized optoelectronics,Zhang X.; Zhang X.; Chen Y.; Jin W.; Zhou Z.; Liu C.; Lao C.; Huang J.; Dong J.; Ma W.; Hu W.; Wang X.; Bowers J.E.; Li W.; Chang L.,2025,Nature Electronics,10.1038/s41928-025-01349-7,,Article,https://www.scopus.com/pages/publications/85218903841?origin=resultslist,photonic_THz,system,shared_hardware|shared_application_scenario,wireless_data_transmission|synchronization_assisted_DSP_reduction,radar_imaging|range_estimation|velocity_estimation|long_range_detection,"Mode-specific Ka-band waveforms. Sensing uses 2 GHz-bandwidth LFM centered at 35.3 GHz, with 100 microsecond imaging periods and a 100 millisecond symmetric triangular waveform for range/velocity tracking. Communication uses QPSK, 16-QAM, 64-QAM and 256-QAM centered at 30.3 GHz at 10 or 100 MBd/s; a separate synchronization comparison uses 2 GBd/s QPSK.","Self-injection-locked 1552.6 nm DFB laser and CMOS-foundry Si3N4 microresonator (intrinsic Q 4.3 x 10^7) producing a approximately 35.3 GHz microcomb; programmable optical filtering, IQ modulators, injection-locked DFB slave lasers and photomixing synthesize microwave signals from UHF through W band. The microcomb repetition rate also derives a 10 MHz electronic reference clock.","Controlled indoor free-space Ka-band laboratory prototype. Radar tests include 2.6 m logo imaging, point/TCR targets, a moving cylinder and a building about 38 m away; communication is tested over a 1 m antenna separation.",theoretical_analysis|laboratory_experiment|prototype_testbed,"Microcomb-synchronized optoelectronic bench spanning component frequency synthesis, synchronization controls, mode-separated radar sensing and free-space high-order-QAM communication.",radar_imaging|wireless_communication|navigation|other,microwave_photonics|photonic_integration|microcomb|self_injection_locking|millimeter_wave|high_order_QAM,inferred,public_repository,on_request,photonic_THz,5,analytical_theoretical|controlled_prototype|laboratory_experiment,inferred,open,on_request,descriptive_only,insufficient_information,OISAC_SCR00406,missing_from_current_bib,,,,shared_hardware|shared_application_scenario,analytical|laboratory_experiment|prototype_testbed,photonic_integration|photonic_THz_generation,other
STC-SINGLETON-SCR-00407,SCR-00407,SCR-00407,1,SCR-00407,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,Dong P.; Tang P.; Yin Y.; Tian L.; Zhang J.,2025,"IEEE Wireless Communications and Networking Conference, WCNC",10.1109/wcnc61545.2025.10978645,,Conference paper,https://www.scopus.com/pages/publications/105006434454?origin=resultslist,VLC_LiFi,channel,shared_optical_carrier|shared_link_or_channel|shared_application_scenario,channel_estimation|channel_characterization,channel_sensing|detection|environmental_perception,"Unmodulated ray-traced LED optical emission/channel impulse responses; no digital communication modulation, data rate or transmitted sensing code is specified.","OSRAM SYNIOS P2720 KR DMLQ32.23 red LED taillight at 1.8 W with 120 degree view angle; photodetector with 180 degree FOV, 100 mm radial size, source/detector height 0.75 m; mono-static co-located TX/RXS and separated bi-static TX/RXS layouts.","Outdoor vehicle-to-vehicle visible-light ISAC channel simulation on a 3.75 m asphalt-concrete lane using vehicle CAD models, black gloss car surfaces and road/vehicle reflections.",analytical|simulation|numerical_analysis,"Zemax CAD simulation of two vehicles and an R2 asphalt road; mono-static distance sweep approximately 1-10 m and bi-static distance sweep approximately 2-20 m, with headline effective ranges analyzed at 1-4 m and 5-10 m.",vehicular|6G_access,other,direct,NR,NR,VLC_LiFi,2,analytical_theoretical|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00407,doi_exact,O_ISAC_003,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,10.1109/wcnc61545.2025.10978645,shared_optical_carrier|shared_link_or_channel|shared_application_scenario,analytical|numerical_analysis|simulation,other,6G_access|vehicular
STC-SINGLETON-SCR-00418,SCR-00418,SCR-00418,1,SCR-00418,W-band photonics-aided OFDM system integrating sensing and communication with phase noise suppression scheme,Liu J.; Bian C.; He W.; Yang X.; Wei Y.; Zhang Y.; Zhang L.; Wang C.; Wang K.; Zhou W.; Zhao F.; Yu J.,2025,Optics and Laser Technology,10.1016/j.optlastec.2024.111432,,Article,https://www.scopus.com/pages/publications/85198519701?origin=resultslist,photonic_THz,system,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,data_transmission|channel_estimation,ranging|detection|localization,"Up to 16 Gbaud OFDM with FFT size 4096, 4000 active subcarriers, 256-sample cyclic prefix, 3.90625 MHz subcarrier spacing and QPSK/16-QAM; 16 GHz occupied bandwidth at an 87 GHz W-band carrier.","Two approximately 100 kHz-linewidth ECLs at 1550 and 1550.7 nm, IQ modulator, PM-EDFA/PM coupler, 100 m SMF, VOA, photodetector, 20 dB electrical amplifier, 25 dBi horns, two 10 cm lenses, 75 GHz electrical LO/mixer, LNAs and 33 GHz/100 GSa/s oscilloscope.",Laboratory radio-over-fiber/W-band wireless ISAC: 100 m optical transport followed by a 10 m communication link; one or two corner reflectors are sensed at approximately 2 m.,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,"VPI/Matlab phase-noise and Monte Carlo simulations at linewidths 100 kHz to 100 MHz, including 10,000 target-location runs per SNR; lab tests transmit over 100 m SMF plus 10 m wireless and image one/two corner reflectors at about 2 m.",6G_access|smart_infrastructure|vehicular|industrial,OFDM|photonic_THz_generation|coherent_optics|other,direct,NR,NR,photonic_THz,5,analytical_theoretical|controlled_prototype|laboratory_experiment|mixed_unspecified|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only|direct,admissible|insufficient_information,OISAC_SCR00418,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,OFDM|coherent_optics|photonic_THz_generation,6G_access|vehicular|industrial|smart_infrastructure
STC-SINGLETON-SCR-00432,SCR-00432,SCR-00432,1,SCR-00432,Ultrasonic phase extraction method for co-cable identification in coherent optical transmission systems,Zhou H.; Zuo W.; Qiao Y.; Zhao Y.; Ye B.; Bai C.; Xu H.,2024,Chinese Optics Letters,10.3788/col202422.100601,,Article,https://www.scopus.com/pages/publications/85207651099?origin=resultslist,fiber,system,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,coherent_DP-QPSK_data_transmission,ultrasonic_phase_sensing|vibration_sensing|co-cable_identification|detection|monitoring,64-GBaud dual-polarization QPSK coherent transmission; a 60 kHz ultrasonic excitation induces approximately 1 rad phase modulation on the same optical carrier/link.,"Simulation assumes 100 kHz-linewidth lasers and 100 km fiber. The laboratory test uses a 120 GSa/s Keysight 8194A AWG, ID Photonics optical multi-format transmitter, 100 km SSMF, EDFAs, VOA, 1:9 coupler and OSA, a mid-link PZT driven by a second AWG, and a Keysight N4391B optical modulation analyzer with coherent DSP/offline capture.",Laboratory coherent optical transmission link emulating service/protection fibers in a cable trench. Co-cable identification is based on detecting the same applied ultrasonic phase in two paths; the reported validation uses one 100 km link and does not demonstrate bidirectional localization.,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,64-GBaud DP-QPSK numerical simulation and controlled laboratory experiment over 100 km SSMF with a 60 kHz PZT-induced ultrasonic phase. Processing is offline because the available integrated transceiver does not expose the needed DSP intermediate results.,optical_access_network|security|smart_infrastructure|industrial,coherent_optics|other,inferred,NR,NR,fiber,5,analytical_theoretical|controlled_prototype|laboratory_experiment|mixed_unspecified|simulation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only|direct,admissible|insufficient_information,OISAC_SCR00432,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,coherent_optics,industrial|security|optical_access_network|smart_infrastructure
STC-SINGLETON-SCR-00436,SCR-00436,SCR-00436,1,SCR-00436,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,Anastasopoulos M.; Gutiérrez J.; Tzanakaki A.,2025,"Optical Fiber Communication Conference in Proceedings Optical Fiber Communication Conference, OFC 2025 and Optical Fiber Communication Conference (OFC) Postdeadline Papers 2025",10.1364/ofc.2025.w2a.48,,Conference paper,https://www.scopus.com/pages/publications/105009262098?origin=resultslist,hybrid_optical,multi_level,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,5G_NR_connectivity|fronthaul|backhaul|transport_networking,passive_radar|object_detection|position_estimation|tracking|monitoring,3GPP-compliant 5G-NR OFDM radio waveform generated by USRP SDRs; a 10 MHz wireless allocation is used for the reported IQ-stream throughput illustration.,Multi-vendor SDN-controlled optoelectronic switches implement the access and aggregation network. Access nodes provide 1/10GbE per port; aggregation includes 10/40/100GbE optoelectronic and all-optical fast switches for transparent low-delay IQ-stream routing.,"Hybrid wireless-optical-compute 6G testbed with three illustrated base stations, RAN remote/distributed/central units, UPF/core functions, edge and central servers, an SDN-controlled optical transport network and GNU Radio channel/target emulation.",simulation|laboratory_experiment|prototype_testbed|mixed,"Physical optical transport/compute/wireless-transceiver platform with GNU Radio-emulated over-air channel and static targets. Three policies are compared across six object-position labels: strongest single echo, dynamic SNR-thresholded optimal echoes and all base stations active.",6G_access|mobile_fronthaul|transport_network|radar_sensing|smart_infrastructure,OFDM|edge_processing|other,direct,NR,NR,hybrid_optical,5,controlled_prototype|laboratory_experiment|mixed_unspecified|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only|direct,admissible|insufficient_information,OISAC_SCR00436,doi_exact,O_ISAC_025,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,10.1364/ofc.2025.w2a.48,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,simulation|laboratory_experiment|prototype_testbed|mixed,OFDM,6G_access|optical_access_network|smart_infrastructure
STC-SINGLETON-SCR-00451,SCR-00451,SCR-00451,1,SCR-00451,Wearable Sensors Based on Miniaturized High-Performance Hybrid Nanogenerator for Medical Health Monitoring,Wu J.; Lin X.; Yang C.; Yang S.; Liu C.; Cao Y.,2024,Biosensors,10.3390/bios14080361,,Article,https://www.scopus.com/pages/publications/85202356359?origin=resultslist,VLC_LiFi,system,shared_hardware|shared_application_scenario|joint_design_or_optimization,motion_state_information_transmission|remote_alarm,human_motion_monitoring|fall_detection|activity_state_detection,"The optical branch uses EMG-generated voltage changes to drive an LED with constant-intensity threshold behavior; a photoresistor converts received luminosity changes to voltage. A separate self-powered wireless branch uses two CC2541 Bluetooth modules. A conventional digital optical modulation format, data rate and BER test are not reported.","Wearable EMG output, rectification/drive path, LED optical source, free-space placement, photoresistor receiver, single-chip microcomputer and LabVIEW terminal. Exact LED wavelength, optical power, receiver model, link distance range and ambient-light conditions are NR in the primary PDF.","Short-range wearable-to-terminal laboratory demonstrations for walking, running and falling. The optical branch transmits motion-related signals to a photoresistor/terminal; the separate Bluetooth branch broadcasts a fall alert after capacitor charging.",laboratory_experiment|prototype_testbed,"Servo/linear-stepper component tests plus chest-worn walking, running and fall demonstrations. Participant count, repeated-trial count and demographic/clinical characteristics are NR; IRB and informed consent are stated not applicable.",healthcare|wearable|emergency_warning|rehabilitation|other,VLC|triboelectric_nanogenerator|electromagnetic_nanogenerator|energy_harvesting|Bluetooth|other,indirect,available_in_article,NR,VLC_LiFi,5,controlled_prototype|laboratory_experiment,direct,open,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00451,missing_from_current_bib,,,,shared_hardware|joint_design_or_optimization|shared_application_scenario,laboratory_experiment|prototype_testbed,other,healthcare
STC-SINGLETON-SCR-00456,SCR-00456,SCR-00456,1,SCR-00456,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,Wu M.; Yang H.; Liu W.; Yao Q.; Zhang J.; Cheriet M.,2025,"Opto-Electronics and Communications Conference, OECC",10.23919/oecc/psc62146.2025.11110813,,Conference paper,https://www.scopus.com/pages/publications/105015872295?origin=resultslist,FSO,system,shared_waveform|shared_optical_carrier|shared_link_or_channel|shared_hardware|joint_design_or_optimization|sensing_assisted_communication,satellite_ground_data_transmission|adaptive_modulation|adaptive_power_control|link_switching,atmospheric_turbulence_sensing|wavefront_distortion_reconstruction|nine_class_turbulence_classification,"Adaptive BPSK, QPSK, 16QAM, 32QAM and 64QAM optical communication; Table IV maps turbulence levels I-VIII to modulation/power pairs and level IX to link switching. Detailed symbol rate, coding, bandwidth and framing are NR.","Conceptual satellite-ground 1550 nm laser beam, one-meter beam diameter, receiver wavefront sensor and optical spot detector. Feedback strategy may be sent by FSO or RF. Transmitter/receiver component specifications, telescope apertures and detector sensitivity are NR.",Simulated satellite-ground optical network with 495 km vertical satellite-ground separation and a 15 km turbulence layer.,analytical|simulation,"Algorithm evaluation with an 80:20 train/test split on an unspecified 3D distortion dataset, followed by satellite-ground communication simulation. Figures 6-7 compare the proposed strategy with a coarse traditional two-regime strategy.",satellite|aerospace|6G_access|environment_monitoring|other,FSO|adaptive_modulation|wavefront_sensing|DGCNN|deep_learning|other,direct,NR,NR,FSO,2,analytical_theoretical|simulation,direct,unavailable_or_NR,unavailable_or_NR,conditional|descriptive_only|direct,admissible|conditional|insufficient_information,OISAC_SCR00456,doi_exact,O_ISAC_252,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,10.23919/oecc/psc62146.2025.11110813,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|simulation,ML_AI,6G_access|environment_monitoring|aerospace
STC-SINGLETON-SCR-00460,SCR-00460,SCR-00460,1,SCR-00460,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,Tang L.; Hu Z.; Teng D.; Liu L.,2023,Optics Communications,10.1016/j.optcom.2023.129484,,Article,https://www.scopus.com/pages/publications/85152407673?origin=resultslist,VLC_LiFi,system,shared_waveform|shared_optical_carrier|shared_link_or_channel|shared_hardware|shared_resource_allocation|joint_design_or_optimization,BPSK_optical_data_transmission|data_decoding,IToF_depth_sensing|ranging|depth_imaging|target_tracking,"Pulsed Hamiltonian spread-spectrum waveform with discrete phase modulation/BPSK data embedding. Single-frequency uses 20 MHz; multi-frequency fusion uses 20, 75 and 95 MHz Hamiltonian signals.","Proof-of-concept 442 nm blue LED (about 9 V nominal, about 150 mW maximum optical power), collimating/focusing lenses, planar mirror target, Thorlabs APD210, Tektronix AWG710 and Rohde & Schwarz RTO2024 oscilloscope; single APD represents one ToF pixel.",Indoor reflected-light pixel-scale VLC/IToF testbed with artificial lighting as ambient noise. Single-frequency mirror motion covers 1-2 m target depth / 2.2-3.8 m reported propagation measurements; a three-reflection path tests 16.2-17.0 m multi-frequency propagation.,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,Ten-random-depth AWGN simulations repeated 5000 times per depth plus indoor planar-mirror experiments. Single-frequency and multi-frequency Hamiltonian results are compared with sinusoidal coding and with one another.,6G_access|robotics|vehicular|smart_home|smart_city|human_machine_interaction|other,VLC|IToF|Hamiltonian_coding|spread_spectrum|multi_frequency_fusion|other,direct,available_on_request,NR,VLC_LiFi,5,analytical_theoretical|controlled_prototype|laboratory_experiment|mixed_unspecified|simulation,direct,on_request,unavailable_or_NR,descriptive_only|direct,admissible|insufficient_information,OISAC_SCR00460,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,FMCW,6G_access|vehicular|smart_infrastructure
STC-SINGLETON-SCR-00473,SCR-00473,SCR-00473,1,SCR-00473,High-performance Vibration Sensing Based on Subband Phase-Shift Transform in Integrated Sensing and Communication System,Zuo Y.; Liu W.; Cheng Y.; Li X.; Luo M.,2025,"Asia Communications and Photonics Conference, ACP",10.1109/acp66871.2025.11349802,,Conference paper,https://www.scopus.com/pages/publications/105034191784?origin=resultslist,fiber,system,shared_link_or_channel|shared_resource_allocation|shared_hardware|joint_design_or_optimization,100_Gbps_DP_QPSK_data_transmission,distributed_vibration_sensing|vibration_localization|frequency_recovery|strain_sensing,"Sensing uses 100 ns, 5 kHz repetition-rate Phi-OTDR probe pulses at 1550.13 nm. Communication uses a commercial 100 Gbps DP-QPSK coherent module at 1551 nm. The channels are wavelength-division multiplexed.","Sensing laser, 95:5 coupler, polarization controller, AOM at 200 MHz, EDFA, circulator, WDMs, balanced photodetector, oscilloscope and DSP; commercial DP-QPSK Tx/Rx module; 10.56 km plus 2.5 km fiber with a PZT between sections.",Laboratory WDM fiber ISAC over an approximately 13 km link; a PZT at 10.56 km applies 400/500 Hz vibration while the coherent communication module operates concurrently.,analytical|laboratory_experiment|prototype_testbed|mixed,Laboratory fiber spool/testbed with injected PZT vibrations at 400 and 500 Hz. Communication BER is measured as sensing incident power is swept from -5 dBm through and beyond -0.8 dBm.,optical_network|smart_infrastructure|industrial|security|other,coherent_optics|Phi_OTDR|WDM|DP_QPSK|distributed_fiber_sensing|other,direct,NR,NR,fiber,5,analytical_theoretical|controlled_prototype|laboratory_experiment|mixed_unspecified,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00473,missing_from_current_bib,,,,shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|laboratory_experiment|prototype_testbed|mixed,coherent_optics|fiber_DAS,industrial|security|smart_infrastructure
STC-SINGLETON-SCR-00488,SCR-00488,SCR-00488,1,SCR-00488,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,Zhou B.; Wang X.; Shen Y.; Fan P.,2024,IEEE Transactions on Signal Processing,10.1109/tsp.2024.3383285,,Article,https://www.scopus.com/pages/publications/85190734915?origin=resultslist,VLC_LiFi,system,shared_waveform|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,VLC_data_carrier_role|channel_equalization,3D_localization|3D_pose_estimation|six_DoF_state_estimation|channel_state_estimation,"Real-valued optical OFDM with Hermitian symmetry, LED-specific isolated carrier frequencies, NC pilot subcarriers per LED and K OFDM symbols; the default simulation uses NC=8, K=2 and 10 ns sampling period.","Ceiling LED array and a user device carrying a four-element photodiode array. Default simulation uses nine downward LEDs at 2.2 W, three tilted PDs on a 0.1 m-radius ring and one raised index PD, with 4 mm2 aperture, optical-filter gain 1 and concentrator gain 2.","Simulated 20 x 20 x 3 m indoor VLC room with one static user device, ceiling LEDs, known LED geometry and two single-bounce NLOS paths per LED-PD pair; blocked and hostile-LED scenarios are also examined.",theoretical_analysis|simulation,"Monte Carlo numerical evaluation across SNR, NLOS-to-LOS ratio, effective-LED count, room width, blocked LEDs and hostile LEDs; no physical VLC testbed.",indoor_localization|robotics|warehousing|autonomous_parking|other,VLC|OFDM|photodiode_array|successive_convex_approximation|CRLB,explicit,NR,NR,VLC_LiFi,2,analytical_theoretical|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00488,doi_exact,O_ISAC_062,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,10.1109/tsp.2024.3383285,shared_waveform|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|simulation,OFDM,indoor_positioning
STC-SINGLETON-SCR-00492,SCR-00492,SCR-00492,1,SCR-00492,Millimeter-wave over fiber integrated sensing and communication system using self-coherent OFDM,Liu F.; Li P.; Zhong N.; Deng X.; Yan L.; Pan W.; Zou X.,2024,Optics Express,10.1364/oe.513686,,Article,https://www.scopus.com/pages/publications/85191008182?origin=resultslist,photonic_THz,system,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization|shared_resource_allocation|shared_application_scenario,high_speed_wireless_data_transmission|fiber_wireless_fronthaul,radar_ranging|multi_target_detection|2D_range_azimuth_imaging,"Virtual-carrier-assisted self-coherent OFDM using QPSK or 16-QAM. Main experiment: 52.1 GHz carrier, 4 GHz bandwidth, 4096 subcarriers, 980 kHz spacing, ten symbols, 1.096 microsecond useful symbol plus 0.072 microsecond cyclic prefix.","Central-office laser/MZM creates optical tones separated near 60 GHz; one tone carries SSB VC-OFDM and photodetector heterodyning at the remote radio unit generates the V-band signal. Envelope-detected communication is processed locally; radar echoes are envelope-detected, remodulated onto a directly modulated laser and returned over 5 km fiber for central DSP.","Converged 5 km single-mode-fiber fronthaul and approximately 2 m free-space V-band link; radar calibration uses centimeter-scale target separations, five-target ranging and three-target turntable range-azimuth imaging within 1 m radius.",theoretical_analysis|simulation|laboratory_experiment|prototype_testbed,"Indoor V-band fiber-wireless laboratory demonstration using a simplified remote radio unit, communication user receiver, radar targets and central-office processing.",fiber_wireless_access|radar_ranging|indoor_connectivity|6G|other,microwave_photonics|radio_over_fiber|self_coherent_OFDM|Kramers_Kronig_receiver|envelope_detection|millimeter_wave,explicit,on_request,NR,photonic_THz,5,analytical_theoretical|controlled_prototype|laboratory_experiment|simulation,direct,on_request,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00492,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|simulation|laboratory_experiment|prototype_testbed,OFDM|coherent_optics|photonic_THz_generation,6G_access|optical_access_network
STC-SINGLETON-SCR-00496,SCR-00496,SCR-00496,1,SCR-00496,First Demonstration of FTTR-based RFID Network for Integrated Sensing and Communication,Zhang S.; Li J.; Zhu J.; Zhang D.; Zeng Y.; Luo Y.,2025,"Asia Communications and Photonics Conference, ACP",10.1109/acp66871.2025.11349770,,Conference paper,https://www.scopus.com/pages/publications/105034106692?origin=resultslist,fiber,system,shared_hardware|shared_link_or_channel|shared_network_control|shared_resource_allocation|shared_application_scenario,FTTR_optical_access|indoor_Wi_Fi_connectivity|RFID_protocol_transport,RFID_tag_inventory|asset_monitoring|lost_item_alerting|coverage_extension|multi_point_positioning_potential,"UHF RFID compliant with ISO/IEC 18000-63 at 160 kbps is evaluated; Wi-Fi waveform and rate parameters are not specified. RFID query, RN16, ACK and EPC handshakes traverse separated emitter/receiver SFUs; no shared communication-sensing waveform is demonstrated.",One MFU connects through a PON interface to the OLT and through the in-premises FTTR distribution network to multiple SFUs. SFUs convert between RF and optical signals and integrate Wi-Fi plus RFID antennas/functions; OAM and RFID protocol control are centralized at the MFU.,"Laboratory latency prototype using RF cables to suppress environmental timing variation, plus an approximately 100 m2 indoor field trial with one MFU, four ceiling-mounted SFUs and 720 RFID tags monitored for 24 hours. Four-SFU RFID coverage is additionally simulated.",simulation|laboratory_experiment|field_trial|prototype_testbed,Indoor optical-access/RFID prototype and instrument/material inventory deployment in an approximately 100 m2 area.,indoor_connectivity|passive_IoT|asset_inventory|smart_home|digital_industry|optical_access_network,FTTR|PON|RFID|Wi_Fi|network_slicing|distributed_beamforming|fiber_wireless_convergence,implicit,NR,NR,fiber,6,controlled_prototype|field_deployment|laboratory_experiment|simulation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00496,missing_from_current_bib,,,,shared_hardware|shared_link_or_channel|shared_resource_allocation|shared_application_scenario,simulation|laboratory_experiment|prototype_testbed|field_experiment,beamforming,optical_access_network
STC-SINGLETON-SCR-00502,SCR-00502,SCR-00502,1,SCR-00502,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,Jia J.; Dong B.; Tao L.; Shi J.; Chi N.; Zhang J.,2024,Chinese Optics Letters,10.3788/col202422.043901,,Article,https://www.scopus.com/pages/publications/85196255882?origin=resultslist,photonic_THz,system,shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|sensing_aided_communication|shared_application_scenario,high_speed_wireless_data_transmission|fiber_wireless_fronthaul|adaptive_probabilistic_shaping|beam_aligned_user_access,radar_ranging|user_localization|azimuth_scanning|beam_alignment|communication_link_quality_estimation,"Time-division ISAC: 15 GHz probabilistically shaped single-carrier communication based on a shaped 256-QAM constellation, and a 10 GHz LFM radar signal spanning 5-15 GHz with 34.13 ns chirps and 34.13 ns inter-chirp gaps.","A 193.1 THz ECL and MZM generate the signal at the central office; after 10 km SMF, a 193.1965 THz local oscillator and 100 GHz photodiode photonic-heterodyne the W-band signal. A split optical branch supplies the radar reference; reflected radar is envelope-detected, photonic-dechirped, remodulated and returned over fiber to central FFT processing.","Static indoor W-band laboratory fiber-wireless link with 10 km SMF and meter-scale free-space paths. Baseline communication is evaluated at 1.15 m; radar tests five targets from 0.646 to 1.579 m and sensing-guided access tests three users at 1.15, 1.38 and 1.77 m.",theoretical_analysis|laboratory_experiment|prototype_testbed,"Indoor static multi-user W-band 6G/FTTR proof of concept with one central office, one RRU and servo-mounted user receivers/targets.",6G|fiber_wireless_access|indoor_connectivity|radar_ranging|beam_management|user_localization,microwave_photonics|radio_over_fiber|W_band|probabilistic_shaping|LFM_radar|photonic_dechirping|time_division_ISAC,explicit,NR,NR,photonic_THz,5,analytical_theoretical|controlled_prototype|laboratory_experiment,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00502,doi_exact,O_ISAC_301,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,10.3788/col202422.043901,shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation|FMCW,6G_access|indoor_positioning|optical_access_network
