evidence_body_id,study_cluster_id,certainty_summary,schema_version
S1-vlc_lifi,STC-SINGLETON-SCR-00910,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-00912,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-00915,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-00918,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-00919,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-00920,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-00925,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-00943,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01001,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01021,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01024,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01028,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01030,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01033,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01034,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01036,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01047,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01059,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S1-vlc_lifi,STC-SINGLETON-SCR-01081,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-OPA-OWISAC-BEAMFORMING-2024-2025,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SEVENCORE-COMB-SH-DAS-2024-2025,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00002,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00009,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00013,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00091,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00110,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00151,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00160,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00177,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00189,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00196,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00210,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00233,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00256,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00273,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00274,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00277,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00278,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00294,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00312,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00344,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00361,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00362,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00366,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00367,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00369,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00376,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00387,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00418,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00432,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00436,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00451,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00456,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S2-joint_design_or_optimization,STC-SINGLETON-SCR-00460,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
