paper_id,source_type,source_path,md_path,section_key,concept_key,variant,match_type,quote,line_start,line_end,heading_path,context,label,strength,rationale,model_used
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"Since most of the power of the NLOS link is concentrated on the first reflected light [29], the NLOS link is modeled as a diffusion channel of the first reflection, where the wall can be segmented into many small surfaces regarded as reflection elements. Thus, the nth element of the NLOS CIR vector is given by",81,81,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication,"where  $d^{(t)}$  is the distance between the tth LED and the PD.  $A_{\rm PD}$  is the effective geometrical area of the PD.  $T_{\rm s}$  and g are the gain of the optical filter and the optical concentrator of the PD, respectively.  $\varphi^{(t)}$  and  $\psi^{(t)}$  are the angles of irradiance and incidence with respect to the normal direction, respectively.  ${\rm rect}(\cdot)$  is the rectangular function, and  $\psi_{\rm FOV}$  is the field-of-view (FOV) angle of the PD.  $\delta(\cdot)$  is the Dirac delta function, and  $\tau_{\rm s}$  is the sampling period. c is the light speed. m is the Lambertian order given by  $m=-{\rm ln}2/{\rm ln}(\cos(\varphi_{1/2}))$ , where  $\varphi_{1/2}$  is the half-power angle of the LED.

Since most of the power of the NLOS link is concentrated on the first reflected light [29], the NLOS link is modeled as a diffusion channel of the first refl",INDIRECT,INDIRECT,"The quote discusses the modeling of a NLOS link as a diffusion channel and provides a mathematical representation of the nth element of the NLOS CIR vector, which is related to the transceiver hardware in the context of visible light positioning and communication.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"where  $d_{\text{in}}^{(t)}$  and  $d_{\text{ref}}^{(t)}$  denote the distances between the *t*th LED and the surface reflection element, and between the surface reflection element and the PD, respectively.  $\varphi_{\rm in}^{(t)}$  and  $\varphi_{\rm ref}^{(t)}$  are the angles of irradiance of the LED and the surface reflection element, respectively.  $\psi_{\rm in}^{(t)}$  and  $\psi_{\rm ref}^{(t)}$  are the angles of incidence of the surface reflection element and the PD, respectively.  $\bar{\rho}$  is the average diffuse reflectance of the wall.  $dA_{\text{walls}}$ is a reflective area infinitesimal on the wall.",87,87,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication,"$$\cos(\varphi_{\text{ref}}^{(t)})\cos(\psi_{\text{ref}}^{(t)})\operatorname{rect}\left(\frac{\psi_{\text{ref}}^{(t)}}{\psi_{\text{FOV}}}\right)\delta\left(n\tau_{\text{s}} - \frac{d_{\text{in}}^{(t)} + d_{\text{ref}}^{(t)}}{c}\right)dA_{\text{walls}}, (3)$$

where  $d_{\text{in}}^{(t)}$  and  $d_{\text{ref}}^{(t)}$  denote the distances between the *t*th LED and the surface reflection element, and between the surface reflection element and the PD, respectively.  $\varphi_{\rm in}^{(t)}$  and  $\varphi_{\rm ref}^{(t)}$  are the angles of irradiance of the LED and the surface reflection element, respectively.  $\psi_{\rm in}^{(t)}$  and  $\psi_{\rm ref}^{(t)}$  are the angles of incidence of the surface reflection element and the PD, respectively.  $\bar{\rho}$  is the average diffuse reflectance of the wall.  $dA_{\text{walls}}$ is a reflective area infinitesimal on the wall.

It is reve",NONE,NONE,"The quote discusses distances, angles, and reflection elements in the context of visible light positioning and communication, which is unrelated to the fundamentals of Section II.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"It is revealed that the visible light channel modeled in (1) is in fact a sparse multipath channel model [17], [19]. This means that most of the energy is concentrated on only a few dominant taps in the CIR vector  $\mathbf{h}^{(t)}$ , while the other taps are zero or relatively much smaller. This sparse property of the visible light channel can be fully exploited in the proposed MTL-based framework to facilitate shared sparse feature extraction between positioning and channel estimation tasks for a better joint performance.",89,89,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication,"where  $d_{\text{in}}^{(t)}$  and  $d_{\text{ref}}^{(t)}$  denote the distances between the *t*th LED and the surface reflection element, and between the surface reflection element and the PD, respectively.  $\varphi_{\rm in}^{(t)}$  and  $\varphi_{\rm ref}^{(t)}$  are the angles of irradiance of the LED and the surface reflection element, respectively.  $\psi_{\rm in}^{(t)}$  and  $\psi_{\rm ref}^{(t)}$  are the angles of incidence of the surface reflection element and the PD, respectively.  $\bar{\rho}$  is the average diffuse reflectance of the wall.  $dA_{\text{walls}}$ is a reflective area infinitesimal on the wall.

It is revealed that the visible light channel modeled in (1) is in fact a sparse multipath channel model [17], [19]. This means that most of the energy is concentrated on only a few dominant taps in the CIR vector  $\mathbf{h}^{(t)}$ , while the other taps are zero or r",INDIRECT,INDIRECT,"The quote discusses the sparse multipath channel model of visible light, which is related to the concept of transceiver hardware, but does not provide explicit support for it.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"In a traditional VLP system, the position is usually estimated by some certain metrics of the received visible light signal, such as received signal strength and angle of arrival [8]. In the proposed VIPAC framework, the position coordinates and the CIR can be simultaneously obtained from the received pilot signal using the proposed MTL network. The detailed signal model of VIPAC is introduced in next subsection.",93,93,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication,"At the receiver, the received visible light signal is first converted to an electric signal via the PD with a responsivity of  $R_{\rm p}$ . After passing through a series of the analog-to-digital converter (ADC), CP removal, FFT processing, frequencydomain equalization, and M-QAM demapping modules, the recovered output data bits can be obtained. Meanwhile, the received pilot subcarriers can be extracted for joint positioning and channel estimation using the proposed MTL network, and afterwards the estimated CIR can be utilized for equalization.

In a traditional VLP system, the position is usually estimated by some certain metrics of the received visible light signal, such as received signal strength and angle of arrival [8]. In the proposed VIPAC framework, the position coordinates and the CIR can be simultaneously obtained from the received pilot signal using the proposed MTL network.",INDIRECT,INDIRECT,"The quote mentions the received visible light signal and its metrics, but does not directly discuss transceiver hardware. However, it implies the use of a photodetector (PD) and other components, providing weak but relevant context.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"An OFDM symbol transmitted by the tth LED is composed of the length- $N_{\rm CP}$  CP sequence and the length-N OFDM data block  $\mathbf{x}^{(t)}$ , which can be expressed as",101,101,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC,"#### 2.2.1 Signal Model for VIPAC

An OFDM symbol transmitted by the tth LED is composed of the length- $N_{\rm CP}$  CP sequence and the length-N OFDM data block  $\mathbf{x}^{(t)}$ , which can be expressed as

$$\mathbf{x}^{(t)} = [x_1^{(t)}, x_2^{(t)}, \dots, x_N^{(t)}]^T = \mathbf{F}^H \tilde{\mathbf{x}}^{(t)}, \tag{4}$$",NONE,NONE,"The quote discusses the composition of an OFDM symbol in the context of visible light positioning and communication, which does not directly relate to the fundamentals of Section II, such as OSNR, SNR, ESNR, Delta z, or Delta r_min.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"where **F** represents the  $N\times N$  discrete Fourier transform (DFT) matrix.  $\tilde{\mathbf{x}}^{(t)}=[0,\tilde{x}_2^{(t)},\ldots,\tilde{x}_{N/2}^{(t)},0,\tilde{x}_{N/2}^{(t)},\ldots,\tilde{x}_2^{(t)}]$  is the frequency-domain OFDM data block composed of the pilot and data subcarriers, because of the Hermitian symmetry. As illustrated in Fig. 1b, for the tth LED,  $N_{\rm D}$ pilot subcarriers are randomly distributed with the based algorithms and the emerging sparsity-aware deep-Authorized licensed use limited to: T.C. Cumhurbaskanligi Kutuphanesi. Downloaded on December 14,2025 at 17:43:50 UTC from IEEE Xplore. Restrictions apply.",105,105,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC,"$$\mathbf{x}^{(t)} = [x_1^{(t)}, x_2^{(t)}, \dots, x_N^{(t)}]^T = \mathbf{F}^H \tilde{\mathbf{x}}^{(t)}, \tag{4}$$

where **F** represents the  $N\times N$  discrete Fourier transform (DFT) matrix.  $\tilde{\mathbf{x}}^{(t)}=[0,\tilde{x}_2^{(t)},\ldots,\tilde{x}_{N/2}^{(t)},0,\tilde{x}_{N/2}^{(t)},\ldots,\tilde{x}_2^{(t)}]$  is the frequency-domain OFDM data block composed of the pilot and data subcarriers, because of the Hermitian symmetry. As illustrated in Fig. 1b, for the tth LED,  $N_{\rm D}$ pilot subcarriers are randomly distributed with the based algorithms and the emerging sparsity-aware deep-Authorized licensed use limited to: T.C. Cumhurbaskanligi Kutuphanesi. Downloaded on December 14,2025 at 17:43:50 UTC from IEEE Xplore. Restrictions apply.

subcarrier indices given by",NONE,NONE,"The quote discusses the discrete Fourier transform (DFT) matrix and frequency-domain OFDM data blocks, which is unrelated to the concepts of OSNR, SNR, ESNR, Delta z, or Delta r_min.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"where  $p_n^{(t)} \in \{2, 3, ..., N/2\}$  is the subcarrier index of nth pilot for the tth LED. The pilot distribution patterns of different LEDs are arranged in an orthogonal manner.",111,111,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC,"$$P^{(t)} = \{p_n^{(t)}\}_{n=1}^{N_{\rm p}},\tag{5}$$

where  $p_n^{(t)} \in \{2, 3, ..., N/2\}$  is the subcarrier index of nth pilot for the tth LED. The pilot distribution patterns of different LEDs are arranged in an orthogonal manner.

At the PD of the receiver, the received frequency-domain OFDM data block  $\tilde{\mathbf{y}} = [\tilde{y}_1, \tilde{y}_2, \dots, \tilde{y}_N]$  is given by",INDIRECT,INDIRECT,"The quote discusses the subcarrier index of pilots for LEDs in the context of a visible light integrated positioning and communication framework, which is related to transceiver hardware, but does not directly mention transceiver hardware components or their functionality.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"where  $\operatorname{diag}(\tilde{\mathbf{x}}^{(t)})$  denotes a diagonal matrix whose diagonal elements are those of the vector  $\tilde{\mathbf{x}}^{(t)}$ . The matrix  $\mathbf{F}_L$  denotes the  $N \times L$  partial DFT matrix consisting of the first L columns of the full  $N \times N$  DFT matrix **F**. The vector  $\tilde{\mathbf{w}}$  denotes the frequency-domain background noise, which can be usually modeled as additive white Gaussian noise (AWGN). In the pilot extraction process, the received pilot subcarriers located at  $P^{(t)}$ from the tth LED are picked out from  $\tilde{\mathbf{y}}$  as in (6) and normalized by the corresponding transmitted pilot values, which yields",117,117,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC,"$$\tilde{\mathbf{y}} = \alpha R_{\rm p} \sum_{t=1}^{N_{\rm t}} \operatorname{diag}(\tilde{\mathbf{x}}^{(t)}) \mathbf{F}_L \mathbf{h}^{(t)} + \tilde{\mathbf{w}}, \tag{6}$$

where  $\operatorname{diag}(\tilde{\mathbf{x}}^{(t)})$  denotes a diagonal matrix whose diagonal elements are those of the vector  $\tilde{\mathbf{x}}^{(t)}$ . The matrix  $\mathbf{F}_L$  denotes the  $N \times L$  partial DFT matrix consisting of the first L columns of the full  $N \times N$  DFT matrix **F**. The vector  $\tilde{\mathbf{w}}$  denotes the frequency-domain background noise, which can be usually modeled as additive white Gaussian noise (AWGN). In the pilot extraction process, the received pilot subcarriers located at  $P^{(t)}$ from the tth LED are picked out from  $\tilde{\mathbf{y}}$  as in (6) and normalized by the corresponding transmitted pilot values, which yields

$$\mathbf{u}^{(t)} = \mathbf{F}_",INDIRECT,INDIRECT,"The quote discusses signal models and matrix operations in the context of visible light positioning and communication, which is related to transceiver hardware, but does not provide explicit support for transceiver hardware fundamentals.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"where  $\mathbf{u}^{(t)}$  is called the *channel measurement vector* corresponding to the received normalized pilots from the tth LED, with",121,121,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC,"$$\mathbf{u}^{(t)} = \mathbf{F}_{\mathbf{p}}^{(t)} \mathbf{h}^{(t)} + \tilde{\mathbf{w}}^{(t)}, \tag{7}$$

where  $\mathbf{u}^{(t)}$  is called the *channel measurement vector* corresponding to the received normalized pilots from the tth LED, with

its ",INDIRECT,INDIRECT,"The quote discusses channel measurement vectors and signal models, which are relevant to transceiver hardware, but does not provide explicit support or direct mention of transceiver hardware components.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"$N_{\rm p}$ . The matrix  $\mathbf{F}_{\rm p}^{(t)}$  denotes the  $N_{\rm p} \times L$  partial DFT matrix, which is composed of the  $N_{\rm p}$  rows of  $\mathbf{F}_L$  with the indices determined by  $P^{(t)}$ , and thus its element  $[\mathbf{F}_{\rm p}^{(t)}]_{m,n}$  is given by  $\exp(-\mathrm{j}2\pi(p_m^{(t)}-1)(n-1)/N)/\sqrt{N}$ . The vector  $\tilde{\mathbf{w}}^{(t)}$  is the noise corresponding to the pilot locations of the tth LED.",127,127,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC,"th element given by  $[\mathbf{u}^{(t)}]_n = \tilde{y}_{p_n^{(t)}}/(\alpha R_{\mathrm{p}} \tilde{x}_{p_n^{(t)}}^{(t)}), n = 1, \ldots,$ 

 $N_{\rm p}$ . The matrix  $\mathbf{F}_{\rm p}^{(t)}$  denotes the  $N_{\rm p} \times L$  partial DFT matrix, which is composed of the  $N_{\rm p}$  rows of  $\mathbf{F}_L$  with the indices determined by  $P^{(t)}$ , and thus its element  $[\mathbf{F}_{\rm p}^{(t)}]_{m,n}$  is given by  $\exp(-\mathrm{j}2\pi(p_m^{(t)}-1)(n-1)/N)/\sqrt{N}$ . The vector  $\tilde{\mathbf{w}}^{(t)}$  is the noise corresponding to the pilot locations of the tth LED.

By stacking all the channel measurement vectors corresponding to the normalized pilots from all the  $N_{\rm t}$  LEDs, and meanwhile stacking all the CIR vectors between the  $N_{\rm t}$ LEDs and the receiver, the channel measurement model in the VIPAC framework can be reformulated as",NONE,NONE,"The provided text discusses transceiver hardware, partial DFT matrices, and signal models for indoor visible light positioning and communication, which is unrelated to the concepts of OSNR, SNR, ESNR, Delta z, or Delta r_min.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"By stacking all the channel measurement vectors corresponding to the normalized pilots from all the  $N_{\rm t}$  LEDs, and meanwhile stacking all the CIR vectors between the  $N_{\rm t}$ LEDs and the receiver, the channel measurement model in the VIPAC framework can be reformulated as",129,129,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC," $N_{\rm p}$ . The matrix  $\mathbf{F}_{\rm p}^{(t)}$  denotes the  $N_{\rm p} \times L$  partial DFT matrix, which is composed of the  $N_{\rm p}$  rows of  $\mathbf{F}_L$  with the indices determined by  $P^{(t)}$ , and thus its element  $[\mathbf{F}_{\rm p}^{(t)}]_{m,n}$  is given by  $\exp(-\mathrm{j}2\pi(p_m^{(t)}-1)(n-1)/N)/\sqrt{N}$ . The vector  $\tilde{\mathbf{w}}^{(t)}$  is the noise corresponding to the pilot locations of the tth LED.

By stacking all the channel measurement vectors corresponding to the normalized pilots from all the  $N_{\rm t}$  LEDs, and meanwhile stacking all the CIR vectors between the  $N_{\rm t}$ LEDs and the receiver, the channel measurement model in the VIPAC framework can be reformulated as

$$\mathbf{u} = \mathbf{F}_{\Lambda} \mathbf{h} + \tilde{\mathbf{w}}_{\Lambda}, \tag{8}$$",INDIRECT,INDIRECT,"The quote discusses channel measurement models and vectors in the context of transceiver hardware, but does not provide explicit support for a specific fundamental concept in Section II.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"where  $\mathbf{u} = [(\mathbf{u}^{(1)})^T, (\mathbf{u}^{(2)})^T, \dots, (\mathbf{u}^{(N_t)})^T]^T$  is the stacked channel measurement vector, while  $\mathbf{h} = [(\mathbf{h}^{(1)})^T, (\mathbf{h}^{(2)})^T, \dots, (\mathbf{h}^{(N_t)})^T]^T$ is the stacked CIR vector, and  $\tilde{\mathbf{w}}_{\Lambda}$  is the stacked background noise vector. The matrix  $\mathbf{F}_{\Lambda}$  is called the *observation matrix*, which is a block diagonal matrix given by",133,133,2 VISIBLE LIGHT INTEGRATED POSITIONING AND COMMUNICATION FRAMEWORK > 2.1 System Model of Indoor Visible Light Positioning and Communication > 2.2 VIPAC Framework Formulation > 2.2.1 Signal Model for VIPAC,"$$\mathbf{u} = \mathbf{F}_{\Lambda} \mathbf{h} + \tilde{\mathbf{w}}_{\Lambda}, \tag{8}$$

where  $\mathbf{u} = [(\mathbf{u}^{(1)})^T, (\mathbf{u}^{(2)})^T, \dots, (\mathbf{u}^{(N_t)})^T]^T$  is the stacked channel measurement vector, while  $\mathbf{h} = [(\mathbf{h}^{(1)})^T, (\mathbf{h}^{(2)})^T, \dots, (\mathbf{h}^{(N_t)})^T]^T$ is the stacked CIR vector, and  $\tilde{\mathbf{w}}_{\Lambda}$  is the stacked background noise vector. The matrix  $\mathbf{F}_{\Lambda}$  is called the *observation matrix*, which is a block diagonal matrix given by

$$\mathbf{F}_{\Lambda} = \begin{bmatrix} \mathbf{F}_{\mathbf{p}}^{(1)} & \cdots & \mathbf{0} \\ \vdots & \ddots & \vdots \\ \mathbf{0} & \cdots & \mathbf{F}_{\mathbf{p}}^{(N_{\mathbf{t}})} \end{bmatrix}_{N_{\mathbf{t}}N_{\mathbf{p}} \times N_{\mathbf{t}}I_{\mathbf{t}}}.$$",INDIRECT,INDIRECT,"The quote discusses channel measurement vectors, CIR vectors, and background noise vectors in the context of a visible light integrated positioning and communication framework, which is related to transceiver hardware but does not directly mention it.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"To improve the spatial generalization ability of the learnt MTL-based network, a multi-lamp cellular cluster architecture is designed in this paper, which provides a systematic and spatially transferrable VIPAC model enabling the proposed MTFL framework. Specifically, as illustrated in Fig. 1c, the VLC coverage area in an arbitrary indoor environment with many LEDs can be divided into multiple hexagonal VLC cells as is done in mobile cellular networks [30], [31], where each VLC cell contains an LED in the center on the ceiling. A certain number of VLC cells constitute a multi-lamp *cellular cluster*. Since the light intensity decays with the propagation distance, the coverage of an LED is mostly limited in the cell and the same subcarriers can be reused in different cellular clusters, which is like the frequency reuse technology in mobile cellular networks.",148,148,2.2.2 Multi-Lamp Cellular Cluster Architecture Design for Multi-User Cooperative VIPAC,"# 2.2.2 Multi-Lamp Cellular Cluster Architecture Design for Multi-User Cooperative VIPAC

To improve the spatial generalization ability of the learnt MTL-based network, a multi-lamp cellular cluster architecture is designed in this paper, which provides a systematic and spatially transferrable VIPAC model enabling the proposed MTFL framework. Specifically, as illustrated in Fig. 1c, the VLC coverage area in an arbitrary indoor environment with many LEDs can be divided into multiple hexagonal VLC cells as is done in mobile cellular networks [30], [31], where each VLC cell contains an LED in the center on the ceiling. A certain number of VLC cells constitute a multi-lamp *cellular cluster*. Since the light intensity decays with the propagation distance, the coverage of an LED is mostly limited in the cell and the same subcarriers can be reused in different cellular clusters, which is like ",NONE,NONE,"The provided text does not mention anything related to OSNR, SNR, ESNR, Delta z, or Delta r_min, which are the relevant concepts for Section II fundamentals. It discusses a multi-lamp cellular cluster architecture for a VIPAC model in the context of VLC (Visible Light Communication) systems.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"As a typical example, the cluster pattern with each cellular cluster consisting of four cells is illustrated in Fig. 1c, where the orange and blue clusters are two adjacent clusters reusing the same subcarriers. With the help of the cellular cluster architecture, different clusters have a property of approximate spatial equivalence between each other, because they can be approximately transferred to each other by some simple operations such as flipping, rotating, and shifting. In other words, if you look at two different clusters from some specific spatial perspective, they look quite similar to each other. This makes it very convenient for a universally effective global model to be learnt in the MTFL framework. In fact, the original positioning problem of estimating the absolute coordinate can be transferred to another equivalent problem of estimating the relative coordinate with respect to the cluster center, which is universally applicable for different clusters. Specifically, as denoted by the orange and blue dots in Fig. 1c, the absolute coordinates of the two pairs of different positions in the two clusters are different. However, their relative coordinates to their corresponding cluster center are the same. When the relative coordinates are estimated correctly, the absolute coordinates can be easily obtained with the information of the absolute LED positions in the corresponding cluster. Hence, by converting the original absolute positioning problem to an equivalent relative positioning problem using the cellular cluster architecture, a generalized global VIPAC model effective for different clusters in various kinds of environments and scenarios can be trained in the MTFL framework, which is an effective way to improve the spatial generalization ability, as described in detail in Section 4.",150,150,2.2.2 Multi-Lamp Cellular Cluster Architecture Design for Multi-User Cooperative VIPAC,"To improve the spatial generalization ability of the learnt MTL-based network, a multi-lamp cellular cluster architecture is designed in this paper, which provides a systematic and spatially transferrable VIPAC model enabling the proposed MTFL framework. Specifically, as illustrated in Fig. 1c, the VLC coverage area in an arbitrary indoor environment with many LEDs can be divided into multiple hexagonal VLC cells as is done in mobile cellular networks [30], [31], where each VLC cell contains an LED in the center on the ceiling. A certain number of VLC cells constitute a multi-lamp *cellular cluster*. Since the light intensity decays with the propagation distance, the coverage of an LED is mostly limited in the cell and the same subcarriers can be reused in different cellular clusters, which is like the frequency reuse technology in mobile cellular networks.

As a typical example, the clu",NONE,NONE,"The provided text does not mention anything related to OSNR, SNR, ESNR, Delta z, or Delta r_min, which are the relevant concepts for Section II fundamentals. It discusses a multi-lamp cellular cluster architecture for VIPAC, which is unrelated to the specified topics.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"Different from the traditional single-task learning, MTL is aimed at training a joint model for multiple related tasks so that the domain-specific knowledge of each task can be harnessed to improve the generalization ability of the joint model for all the tasks [21]. Data augmentation is achieved by aggregating the training data across all the tasks to learn a more accurate model for each task, which can better exploit the domain-specific knowledge and reduce the data amount required for satisfactory performance. Meanwhile, with more data from different tasks, MTL can extract the inherent mutual benefits and provide a more robust and more general representation for these tasks, which leads to a lower risk of overfitting for each task [22].",158,158,3 Sparsity-Aware Multi-Task Learning for Accurate Channel and Position Estimation > 3.1 Multi-Task Learning Based Network Architecture,"#### 3.1 Multi-Task Learning Based Network Architecture

Different from the traditional single-task learning, MTL is aimed at training a joint model for multiple related tasks so that the domain-specific knowledge of each task can be harnessed to improve the generalization ability of the joint model for all the tasks [21]. Data augmentation is achieved by aggregating the training data across all the tasks to learn a more accurate model for each task, which can better exploit the domain-specific knowledge and reduce the data amount required for satisfactory performance. Meanwhile, with more data from different tasks, MTL can extract the inherent mutual benefits and provide a more robust and more general representation for these tasks, which leads to a lower risk of overfitting for each task [22].

Framework. In fact, the original positioning problem of estimating the absolute coordinate c",NONE,NONE,"The provided text discusses multi-task learning (MTL) and its application in training a joint model for multiple related tasks, but it does not mention anything related to Section II fundamentals or transceiver hardware directly.",llama-3.3-70b-versatile
O_ISAC_039,markdown,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,data/proc_markdowns/O_ISAC_039/O_ISAC_039.md,2C,transceiver_hardware,led,lexical,"reflects the locations of the dominant taps in the CIR, so it contains the information of the distance between the PD and the LED as well as the surrounding environment, which can be utilized for positioning. Therefore, the sparse features of the channel can be shared between positioning and channel estimation to improve the performance of both the two tasks.",162,162,3 Sparsity-Aware Multi-Task Learning for Accurate Channel and Position Estimation > 3.1 Multi-Task Learning Based Network Architecture,"Framework. In fact, the original positioning problem of estimating the absolute coordinate can be transferred to another equivalent problem of estimating the relative coordinate with respect to the cluster center, which is universally applicable for different clusters. Specifically, as denoted by the orange and blue dots in Fig. 1c, the absolute coordinates of the two pairs of different positions in the two clusters are Authorized licensed use limited to: T.C. Cumhurbaskanligi Kutuphanesi. Downloaded on December 14,2025 at 17:43:50 UTC from IEEE Xplore. Restrictions apply.

reflects the locations of the dominant taps in the CIR, so it contains the information of the distance between the PD and the LED as well as the surrounding environment, which can be utilized for positioning. Therefore, the sparse features of the channel can be shared between positioning and channel estimation to impr",INDIRECT,INDIRECT,"The quote discusses the relationship between channel estimation and positioning, which is relevant to transceiver hardware, but does not provide explicit support for a specific concept in Section II fundamentals.",llama-3.3-70b-versatile
