Track_ID,Document Title,Authors,Publication Title,Publication Year,DOI,CATEGORY,Title,Year,Venue,Abstract
O_ISAC_065,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,L. Li; L. Zhang; H. Zhang; Z. Lyu; Z. Yang; X. Pang; V. Bobrovs; O. Ozolins; H. Zhao; F. Li; C. Zhang; X. Yu,Journal of Lightwave Technology,2024.0,10.1109/JLT.2023.3311645,FIBER,,,,
O_ISAC_066,Pre-Distortion of Soliton Collision in Dual-Polarization Interaction-Tolerant Soliton Transmission,G. Zhou; M. Xiang; A. P. T. Lau; S. Fu; Y. Qin,Journal of Lightwave Technology,2025.0,10.1109/JLT.2024.3483289,FIBER,,,,
O_ISAC_067,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,D. Dupleich; D. Sitdikov; A. Ebert; M. Boban,2024 4th URSI Atlantic Radio Science Meeting (AT-RASC),2024.0,10.46620/URSIATRASC24/MKTB3572,WIRELESS,,,,
O_ISAC_068,Joint Communication and Sensing Prospects: Potential Through Visible Light,Z. Salem; C. Krutzler; A. Peter,2024 International Conference on Broadband Communications for Next Generation Networks and Multimedia Applications (CoBCom),2024.0,10.1109/CoBCom62281.2024.10631227,WIRELESS,,,,
O_ISAC_069,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,S. Chen; J. Han; Q. Sui; K. Zhu; C. Lu; Z. Li,Journal of Lightwave Technology,2023.0,10.1109/JLT.2023.3273268,FIBER,,,,
O_ISAC_070,Exploring Photonic THz-ISAC Systems with Integrated Waveforms,Z. Lyu; L. Zhang; Q. Deng; X. Fang; L. Bai; Y. -T. Sun; O. Ozolins; G. Liu; X. Pang; X. Yu,Journal of Lightwave Technology,2025.0,10.1109/JLT.2025.3615209,FIBER,,,,
O_ISAC_071,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,S. Chen; C. Chen; Z. Zeng; Y. Yang; H. Haas,IEEE Photonics Technology Letters,2025.0,10.1109/LPT.2025.3570997,WIRELESS,,,,
O_ISAC_072,Integrated Vibration Sensing in DSCM Systems Under ECLs Based on ANN and Digital Twin,B. Yang; S. Wang; J. Tang; Y. Yang,2025 23rd International Conference on Optical Communications and Networks (ICOCN),2025.0,10.1109/ICOCN67308.2025.11145413,WIRELESS,,,,
O_ISAC_073,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,A. Alshehry; A. Kassem; Z. Liu; I. Darwazeh,2025 31st International Conference on Telecommunications (ICT),2025.0,10.1109/ICT65093.2025.11046275,FIBER,,,,
O_ISAC_074,Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence,Y. Wang; L. Wang; Z. Lin; C. Lu; M. Tang; C. Yu,2025 30th OptoElectronics and Communications Conference (OECC) and 2025 International Conference on Photonics in Switching and Computing (PSC),2025.0,10.23919/OECC/PSC62146.2025.11110297,FIBER,,,,
O_ISAC_075,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,J. Du; C. Chen; Z. Zeng; D. Wang; J. Ye; J. Song; H. Haas,IEEE Wireless Communications Letters,2025.0,10.1109/LWC.2025.3593253,WIRELESS,,,,
O_ISAC_076,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,B. Yang; J. Tang; C. Cheng; L. Fan; P. Yang; S. Wang; T. Zhao; J. Liang; S. Gao; J. Wei; Y. Yao; Y. Yang,Journal of Lightwave Technology,2025.0,10.1109/JLT.2024.3510371,WIRELESS,,,,
O_ISAC_077,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,L. Li; L. Zhang; H. Zhang; Z. Lyu; Z. Yang; C. Zhang; X. Yu,2023 Opto-Electronics and Communications Conference (OECC),2023.0,10.1109/OECC56963.2023.10209717,FIBER,,,,
O_ISAC_078,O-Band DML Enabled 4×100G Short-Reach Photonic Interconnections With Weighted Decision Aided Recurrent Neural Network,H. Liang; M. Xiang; J. Xiang; Y. Qiu; S. Fu; Y. Qin,Journal of Lightwave Technology,2025.0,10.1109/JLT.2025.3565115,FIBER,,,,
O_ISAC_079,LFM Carrier Enabled Integrated Sensing and Communication in Self-homodyne Coherent Detection Transmission System,S. Chen; B. Yin; H. He; Y. Shi; M. Zhang; Z. Zhao; M. Tang,2025 European Conference on Optical Communications (ECOC),2025.0,10.1109/ECOC66593.2025.11262927,WIRELESS,,,,
O_ISAC_080,Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access,L. Wang; Y. Wang; Y. Li; Z. Lin; Z. Wei; C. Lu; C. Yu; M. Tang,Journal of Lightwave Technology,2025.0,10.1109/JLT.2025.3625373,FIBER,,,,
O_ISAC_081,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,D. Lee; W. Hong,2025 19th European Conference on Antennas and Propagation (EuCAP),2025.0,10.23919/EuCAP63536.2025.10999638,WIRELESS,,,,
O_ISAC_082,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,F. Liu; X. Zou; N. Zhong; X. Deng; L. Yan; W. Pan,IEEE Transactions on Microwave Theory and Techniques,2025.0,10.1109/TMTT.2025.3638469,FIBER,,,,
O_ISAC_083,Towards Efficient Confluent Edge Networks,R. Raj; D. Dass; K. Kaeval; S. Patri; V. Sleiffer; B. Baeuerle; W. Heni; M. Ruffini; C. Browning; A. Naughton; R. Mackey; D. Mackey; B. Vukovic; J. Smajic; J. Leuthold; C. Natalino; L. Wosinska; T. Svensson; A. Kaszubowska-Anandarajah; I. Mesogiti; S. Pryor; A. Tzanakaki; R. Nejabati; P. Monti; D. Kilper,2024 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),2024.0,10.1109/EuCNC/6GSummit60053.2024.10597093,WIRELESS,,,,
O_ISAC_084,LumiPane: Intelligent Interaction through Gesture Sensing and Ambient Light Communication,L. Ruan; C. Liang; J. Yin; J. Li; X. Liang; W. Ding,2024 IEEE Globecom Workshops (GC Wkshps),2024.0,10.1109/GCWkshp64532.2024.11101040,WIRELESS,,,,
O_ISAC_085,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,B. Yang; J. Tang; S. Gao; J. Liang; J. Wei; Y. Yang,IEEE Photonics Technology Letters,2025.0,10.1109/LPT.2025.3577173,WIRELESS,,,,
O_ISAC_086,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,W. Bai; P. Li; X. Zou; N. Zhong; W. Pan; X. Deng; L. Yan,IEEE Journal of Selected Topics in Quantum Electronics,2023.0,10.1109/JSTQE.2023.3276903,WIRELESS,,,,
O_ISAC_088,Optical Transport Networks Supporting Integrated Communications and Sensing in 6G,A. Tzanakaki; M. Anastasopoulos,2025 European Conference on Optical Communications (ECOC),2025.0,10.1109/ECOC66593.2025.11263441,WIRELESS,,,,
O_ISAC_089,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",G. Wang; F. Yang; J. Song; Z. Han,IEEE Communications Magazine,2024.0,10.1109/MCOM.002.2300024,WIRELESS,,,,
O_ISAC_090,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,Y. Hu; K. Zhang; M. E. Mousa-Pasandi; R. Gutiérrez-Castrejón; M. O'Sullivan; F. Kong; B. Buscaino; J. Zhang; S. Bernal; C. St-Arnault; D. V. Plant,Journal of Lightwave Technology,2025.0,10.1109/JLT.2025.3593142,FIBER,,,,
O_ISAC_091,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array,Y. Wen; F. Yang; J. Song; Z. Han,ICC 2025 - IEEE International Conference on Communications,2025.0,10.1109/ICC52391.2025.11160979,WIRELESS,,,,
O_ISAC_092,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,J. Wang; N. Huang; C. Gong; W. Wang; X. Li,IEEE Internet of Things Journal,2024.0,10.1109/JIOT.2024.3373447,WIRELESS,,,,
O_ISAC_093,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,A. Liu; W. Jiang; S. Huang; Z. Feng,IEEE Internet of Things Magazine,2025.0,10.1109/MIOT.2025.3575888,WIRELESS,,,,
O_ISAC_094,Perception-Enhanced Multitask Multimodal Semantic Communication for UAV-Assisted Integrated Sensing and Communication System,Z. Guo; H. Tong; Z. Zhang; D. Liu,2025 IEEE International Conference on Communications Workshops (ICC Workshops),2025.0,10.1109/ICCWorkshops67674.2025.11162428,WIRELESS,,,,
O_ISAC_095,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,M. Lei; M. Zhu; B. Hua; J. Zhang; Y. Cai; Y. Zou; X. Liu; J. Yu,Journal of Lightwave Technology,2022.0,10.1109/JLT.2022.3181608,FIBER,,,,
O_ISAC_096,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,M. J. Fakhimi; O. B. Akan,"IEEE Transactions on Molecular, Biological, and Multi-Scale Communications",2024.0,10.1109/TMBMC.2024.3434545,WIRELESS,,,,
