paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_002,4B,fiber,fiber,lexical,INDIRECT,"The concept of fiber is mentioned in the context of linking THz wireless connections with fiber, indicating an indirect relationship between the concept and the topic of integrated sensing and communication technologies.","The growing complexity of the electromagnetic environment has heightened the need for reliable connectivity in wireless networks, leading to increased interest in integrated sensing and communication (ISAC) technologies [1]. Recent advancements in photonic integrated circuits and digital signal processing (DSP) have been pivotal in expanding the deployment of wireless communication and sensing across a diverse array of hardware platforms. Operating in the terahertz (THz) range (0.1-10 THz) offers significant advantages due to its broad spectrum, which meets the high-capacity communication and precise sensing requirements of ISAC applications [2]. Progress in THz communication and sensing has achieved communication rates exceeding 100 Gbps and radar sensing with millimeter-level resolution [3]. Photonics-based THz solutions are particularly advantageous, as they utilize the unique properties of broadband photonic devices, providing substantial bandwidth while minimizing susceptibility to electromagnetic interference [4]. The integration of photonic technologies into THz systems greatly enhances ISAC capabilities. By linking THz wireless connections with fiber-optic networks, these systems achieve greatly improved communication and sensing performance [5-11]. The benefits of photonic devices and advanced signal processing are crucial for the effective deployment of ISAC applications.",15,15,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **1. Introduction**,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_002,4B,fiber,fiber,lexical,DIRECT,"The references provided contain titles that directly mention fiber-wireless links or fiber-over systems, indicating a direct relationship between the concept of fiber and the topic of integrated sensing and communication.","- [5] M. Lei et al., ""Integration of sensing and communication in a W-band fiber-wireless link enabled by electromagnetic polarization multiplexing,"" J. Lightw. Technol. **41**, 7128-7138 (2023).",65,65,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_002,4B,fiber,fiber,lexical,DIRECT,"Similar to the previous snippet, the references in this context also directly mention fiber-wireless networks or THz-over-fiber systems, establishing a direct connection between the concept of fiber and the topic of integrated sensing and communication.","- [6] B. Dong et al., ""Photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms for fiber-wireless network,"" J. Lightw. Technol. **42**, 1281-1295 (2024).",66,66,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_002,4B,fiber,fiber,lexical,DIRECT,"This snippet mentions 'fiber-wireless link' and 'THz-over-fiber system', directly discussing fiber in the context of the topic.","- [7] L. Li et al., ""THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,"" J. Lightw. Technol. **42**, 176-183 (2024).",67,67,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_002,4B,vlc,light,lexical,NONE,The concept 'vlc' is not mentioned in the given context.,"Recent photonic THz-ISAC prototypes have achieved timing resolution at the nanosecond level and positioning resolution on a millimeter scale, highlighting their potential to enhance communication performance without the need for separate sensing devices. Using the proposed LFM-PSK waveform depicted in Fig. 1, a complementary LFM sensing signal—featuring an opposite chirp slope and fractional amplitude—is periodically inserted to compensate for communication performance, as shown in Fig. 3a [10]. Theoretical analysis confirms that this LFM pair exhibits quasi-orthogonality, which enables adaptive synchronization in both time and frequency domains. Through matched filtering and the fractional Fourier transform (FrFT), time and frequency synchronization (in Fig. 3b) have been achieved in a 20 Gbit/s wireless link with a minimal synchronization overhead of only 0.5% [10-11]. Additionally, this concurrent sensing signal can support multipath channel estimation using a frequency-domain",41,41,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **1. Introduction** > **2. Photonic THz ISAC Waveform Design** > 4. Photonic THz Sensing enhanced Communications,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_002,4B,vlc,light,lexical,NONE,The concept 'vlc' is not mentioned in the given context.,"This paper presents advancements in photonic THz-ISAC systems, emphasizing integrated waveform design, coherent fusion processing, and communication enhancements through sensing. The demonstrations highlight the exceptional performance achievable with THz photonics, underscoring its potential for ISAC applications.",53,53,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **1. Introduction** > **5. Conclusions**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_002,4B,vlc,light,lexical,NONE,The concept 'vlc' is not mentioned in the given context.,"- [5] M. Lei et al., ""Integration of sensing and communication in a W-band fiber-wireless link enabled by electromagnetic polarization multiplexing,"" J. Lightw. Technol. **41**, 7128-7138 (2023).",65,65,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_002,4B,vlc,light,lexical,NONE,The concept 'vlc' is not mentioned in the given context.,"- [6] B. Dong et al., ""Photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms for fiber-wireless network,"" J. Lightw. Technol. **42**, 1281-1295 (2024).",66,66,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_002,4B,vlc,light,lexical,NONE,"The provided snippet does not mention 'vlc' at all, therefore it is not related to the concept.","- [7] L. Li et al., ""THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,"" J. Lightw. Technol. **42**, 176-183 (2024).",67,67,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_002,4B,photonic_thz,photonic terahertz,lexical,DIRECT,"The snippet explicitly mentions 'Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems', directly referencing the concept of photonic_thz.",# **Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems**,5,5,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_002,4B,photonic_thz,photonic terahertz,lexical,DIRECT,"The snippet mentions 'photonic terahertz technologies', which directly relates to the concept of photonic_thz, indicating a clear connection to the subject matter.","**Abstract:** This paper explores the role of photonic terahertz technologies in integrated sensing and communication systems, focusing on integrated waveform design, optical processing, and algorithms to enhance communication capabilities and sensing performance. © 2025 The Author(s)",11,11,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_002,4B,photonic_thz,photonic thz,lexical,DIRECT,"The snippet directly discusses photonic THz technologies, their advantages, and applications in ISAC systems.","Despite the development of various THz-ISAC systems utilizing multi-dimensional multiplexing, challenges remain, including high hardware costs and a lack of additional integration gains [5-6]. These issues limit the synergy between communication and sensing, underscoring the need for new waveform and system design research that optimally aligns time and frequency resources to enhance ISAC system performance [12]. This paper overviews the vital role of photonic THz technologies in ISAC systems, with a focus on key areas such as integrated waveform design, optical coherent fusion processing for THz ISAC systems, and the development of algorithms and system designs that use photonic THz sensing to enhance communication capabilities.",17,17,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **1. Introduction**,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_002,4B,photonic_thz,photonic thz,lexical,DIRECT,"The snippet directly discusses photonic THz ISAC waveform design, optical coherent fusion processing, and algorithms for THz ISAC systems.",### **2. Photonic THz ISAC Waveform Design**,19,19,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **1. Introduction** > **2. Photonic THz ISAC Waveform Design**,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_002,4B,photonic_thz,photonic thz,lexical,DIRECT,"The snippet directly discusses 'photonic THz' in the context of photonic THz-ISAC system waveform design, indicating a direct relationship.","The photonic THz-ISAC system needs to effectively balance target sensing and information transmission, each imposing distinct requirements on waveform modulation, transmission power, and bandwidth. Consequently, waveform design must integrate these considerations. Communication waveforms can be classified into singlecarrier and multi-carrier types. Multi-carrier waveforms, such as orthogonal frequency division multiplexing (OFDM), are prevalent in current wireless communication and sensing systems due to their design flexibility and ability to suppress frequency-selective fading [7]. In high-frequency millimeter-wave and terahertz systems, however, single-carrier waveforms emerge as more promising options [8]. The high directivity of terahertz antennas limits multipath effects, increasing coherent bandwidth and reducing frequency selectivity. Additionally, singlecarrier waveforms offer a lower peak-to-average power ratio compared to their multi-carrier counterparts, which mitigates power backoff effects in amplifiers. This is vital for improving average transmission power and overall efficiency in power-constrained photonic terahertz systems.",21,21,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **1. Introduction** > **2. Photonic THz ISAC Waveform Design**,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_002,4B,hybrid,fiber-wireless,lexical,INDIRECT,"The concept of hybrid is not explicitly mentioned in the given snippet, but the context suggests a combination of different technologies (photonic-wireless communication, terahertz band, fiber-wireless link) which can be inferred as a hybrid approach.","- [5] M. Lei et al., ""Integration of sensing and communication in a W-band fiber-wireless link enabled by electromagnetic polarization multiplexing,"" J. Lightw. Technol. **41**, 7128-7138 (2023).",65,65,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_002,4B,hybrid,fiber-wireless,lexical,INDIRECT,"Similar to the first snippet, the concept of hybrid is not directly mentioned, but the integration of sensing and communication, as well as the use of different multiplexing techniques, implies a hybrid system.","- [6] B. Dong et al., ""Photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms for fiber-wireless network,"" J. Lightw. Technol. **42**, 1281-1295 (2024).",66,66,**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **Acknowledgments** > **References**,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_002,4B,json:oisac_medium_class,,json,DIRECT,Structured classification field,,,,,study_level.classification.oisac_medium_class,hybrid,json,DIRECT,,,False
O_ISAC_003,4B,vlc,visible light,lexical,NONE,"The context does not mention VLC (Visible Light Communication) directly, it seems to be related to authors and institutions.",# Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,5,5,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_003,4B,vlc,visible light,lexical,INDIRECT,"The context mentions 'visible light-based integrated sensing and communication (ISAC) channel characteristics', which is related to VLC, but does not directly mention VLC.","*Abstract*—In this paper, we investigate the visible light-based integrated sensing and communication (ISAC) channel characteristics in a vehicle-to-vehicle (V2V) scenario, focusing on monostatic sensing and bi-static sensing modes. The ISAC channel is divided into a target channel and a background channel. The channel impulse response (CIR) at different distances, as well as the fading characteristics, multipath correlation, and delay spread of the channel within the effective sensing distance in the two sensing modes are investigated by ray tracing simulation. The results show that with the increase of distance, the target channel received power ratio of mono-static sensing decreases by 30%, while the received power ratio of bi-static sensing is stable at about 1.06%, the target channel fading of monostatic sensing is faster than that of bi-static sensing. In addition, the linear fit coefficient of the root mean square (RMS) delay spread (DS) values for mono-static sensing is positive with a mean value of 2.95 which is greater than the mean value of 0.32 for the RMS DS values for bi-static sensing, while the linear fit coefficient of the RMS DS values for bi-static sensing is negative. Overall, the bi-static sensing system outperforms at longer distances, has a more stable target signal received power ratio, better handling target signals and background noise, reducing signal RMS DS, and improving transmission quality and anti-interference capabilities, indicating the advantages of bi-static sensing in V2V scenarios using visible light-based ISAC.",9,9,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_003,4B,vlc,visible light,lexical,INDIRECT,"Similar to the previous context, it mentions 'visible light-based integrated sensing and communication (ISAC) channel characteristics', which is related to VLC, but does not directly mention VLC.","*Index Terms*—V2V, ISAC, visible light communication, channel characteristics, large-scale fading, RMS DS.",11,11,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_003,4B,vlc,visible light,lexical,DIRECT,The snippet explicitly mentions 'visible light communication (VLC)' which is a direct reference to the concept of vlc.,"Rapid development of intelligent transportation systems (ITS) has led to advancements in vehicle-to-vehicle (V2V) communication technology, which is crucial for improving road safety and traffic efficiency. V2V communication enables vehicles to exchange real-time information about their status and surroundings for better decision-making on the road. Integrated Sensing and Communication (ISAC) technology is considered as a potential technology of the sixth generation (6G) [1]. The application of ISAC technology in V2V systems improves the intelligence of vehicular networks, allowing them not only to communicate but also to collect and analyze data about their environment. In various communication technologies such as sub-6 GHz [2], ultra-wideband (UWB), millimeter wave, terahertz (THz), infrared (IR), and visible light, visible light communication (VLC) is particularly promising, as it uses LED lights for high-speed data transmission and precise detection. VLC offers high bandwidth, low latency, and strong resistance to electromagnetic interference, making it ideal for vehicle environments [3]. In addition, its easy deployment is facilitated by the widespread availability of visible-light illumination. Thus, the visible light spectrum is a valuable resource for ISAC system applications [4].",15,15,I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_003,4B,vlc,visible light,lexical,DIRECT,The concept 'vlc' is directly mentioned in the snippet as 'visible light communication (VLC)' and its characteristics and applications are discussed in detail.,"In recent years, visible light has found extensive applications in sensing fields, particularly in visible light positioning (VLP) and scatterer sensing. In particular, Ma et al. in [5] explored the backshot VLC and retroreflective visible light communication and positioning (R-VLCP) systems, while Shao et al. in [6] developed a return channel model for return visible light communication and positioning. Zhang et al. in [7] explored the NLoS (Non-Line-of-Sight) optical channels formed by reflections from the ground or objects to establish an integrated channel model for simultaneous communication and sensing. Most of the above are characterization and modeling of ISAC channels in indoor VLC, and the studies focus on characterizing ISAC channels using echo patterns. While the research on sensing integrated channel for outdoor visible light communication is still at an early stage, the research on VLC channel in V2V scenarios has been very extensive, but the research on sensing channel is relatively limited, especially the different sensing modes with different positions of transmitter (TX) and sensing receiver (RXS), and the sensing channel involves the TX-Target-RXS link, which is very different from the communication channel in terms of characterization. Therefore, when analyzing the visible-based ISAC channel characteristics according to some of the existing channel study methods [8], key factors such as large-scale fading, Doppler effects, multipath effects such as LoS (lineof-sight) and NLoS composition, scattering, and reflection must be considered. By comprehensively considering these factors, the signal propagation characteristics under different environmental conditions can be better understood, and the reliability, accuracy, and energy efficiency of ISAC system in complex scenes can be improved.",17,17,I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_003,4B,json:oisac_medium_class,,json,DIRECT,Structured classification field,,,,,study_level.classification.oisac_medium_class,wireless_vlc,json,DIRECT,,,False
O_ISAC_004,4B,fiber,fiber,lexical,DIRECT,"The term 'fiber' is explicitly mentioned in the context as 'few-mode-fiber-based system' and 'optical fiber sensing' and 'optical fiber system', which directly relates to the concept of fiber.",# Adiabatic-tapered few-mode-fiber-based system for integrating optical fiber sensing and telecommunication,5,5,Adiabatic-tapered few-mode-fiber-based system for integrating optical fiber sensing and telecommunication,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_004,4B,fiber,fiber,lexical,DIRECT,"The snippet directly mentions 'few-mode-fiber-based system' and 'Adiabatic-tapered fiber', which are directly related to the concept of 'fiber'.","*Abstract*—**We demonstrated an adiabatic-tapered fewmode-fiber-based system for integrating sensing and telecommunication, where the system shows a salinity sensitivity of 0.1 nm/**‰ **and transmission rate of 128 Gbit/s via QPSK, 16QAM, 32QAM and 64QAM modulation.**",11,11,Adiabatic-tapered few-mode-fiber-based system for integrating optical fiber sensing and telecommunication,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_004,4B,fiber,fiber,lexical,DIRECT,"The snippet directly mentions 'few-mode-fiber-based system' and 'Adiabatic-tapered fiber', which are directly related to the concept of 'fiber'.",Keywords—*Optical fiber sensor; Telecommunication; Adiabatic-tapered fiber*,13,13,Adiabatic-tapered few-mode-fiber-based system for integrating optical fiber sensing and telecommunication,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
