paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_005,4D,intensity_only,intensity,lexical,INDIRECT,"The concept 'intensity_only' is related to 'intensity modulation' in the given context, but it is not explicitly mentioned, hence it is indirect.","In an FSO link using intensity modulation direct detection (IM/DD), the received electrical signal can be denoted as",43,43,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL > A. FSO Backhaul Communication,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_005,4D,intensity_only,intensity,lexical,DIRECT,"This snippet explicitly mentions 'transmitted intensity' and excludes 'turbulence-induced intensity fading' to focus on fog effects, directly implying a consideration of intensity only.","where  $\rho$  is the photodetector's responsivity,  $g_0$  is the average optical power gain,  $x_0$  is the transmitted intensity,  $s_0$  is the received signal, and  $z_0$  is zero-mean Gaussian noise with variance  $\sigma_0^2$ . An advanced pointing, acquisition, and tracking (PAT) method is assumed to correct pointing errors [8]. Given the inverse correlation between fog and atmospheric turbulence [9], and some studies that disregard these factors [10], this analysis focuses fog effects, but excludes turbulence-induced intensity fading  $q_0$  to assess the backhaul capacity.",47,47,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL > A. FSO Backhaul Communication,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_005,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,direct,json,DIRECT,,,False
O_ISAC_006,4D,imdd,im/dd,lexical,DIRECT,The concept 'imdd' is directly mentioned in the context as 'intensity modulation direct detection(IM/DD) systems'.,"In ISAC-OF schemes based on WDM and SDM, dedicating spectrum or fiber resources exclusively to sensing can lead to inefficient resource utilization. To enhance the overall resource efficiency of the ISAC-OF systems, reference [28] demonstrated a scheme for synchronous data transmission and DAS within the same wavelength channel of optical fiber. This approach utilized Pulse Amplitude Modulation with 4 levels (PAM4) signals for data transmission, employing periodic linear frequency modulation (LFM) light as both a sensing probe and an optical carrier, with LFM modulated onto the phase of the optical signal. The schematic of the experimental structure is shown in figure 6. This method not only extends the intelligence of optical fiber communication systems but also enhances their transmission performance. However, this scheme is only applicable to intensity modulation direct detection(IM/DD) systems and introduces a complex structure, leading to increased costs.",97,97,*B. Solution using the same wavelength*,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_006,4D,imdd,im/dd,lexical,DIRECT,The concept 'imdd' is directly mentioned in the context as 'IM/DD systems'.,"sensing distance of the system. If the system needs to operate on an amplified link with isolators, sensing systems based on backscattering may encounter certain limitations. Currently, the scheme of simultaneously transmitting communication signals and sensing probes using the same wavelength channel can only be applied in IM/DD systems, and this introduces complex structures. Adapting this approach to accommodate more communication modulation formats and the existing fiber network architecture presents a significant challenge.",144,144,TABLE I. SCHEME COMPARISON,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_006,4D,coherent,coherent detection,lexical,DIRECT,"The concept 'coherent' is directly related to the context, as it mentions 'Optical Coherent Detection' and 'Coherent Transceiver Prototype', indicating a clear connection to the concept.","- [14] A. Mecozzi, C. Antonelli, M. Mazur, et al., ""Use of Optical Coherent Detection for Environmental Sensing,"" Journal of Lightwave Technology, 2023, vol. 41, pp. 3350-3357.",173,173,REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_006,4D,coherent,coherent sensing,lexical,DIRECT,"The concept 'coherent' is directly related to the context, as it mentions 'Digital Coherent Sensing System' and 'Self-Homodyne Coherent Detection', indicating a clear connection to the concept.","- [25] S. Guerrier, K. Benyahya, C. Dorize, et al., ""Vibration Detection and Localization in Buried Fiber Cable after 80km of SSMF using Digital Coherent Sensing System with Co-Propagating 600Gb/s WDM Channels."" Optical Fiber Communications Conference and Exhibition (OFC), 2022, pp. 1-3.",186,186,REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_006,4D,coherent,coherent detection,lexical,DIRECT,"The term 'coherent' is used directly in the context of 'Integrated sensing and communication in an optical fibre' and multiple references to coherent detection and sensing systems, providing a direct relation to the concept.","- [26] E. Ip, Y K. Huang, T. Wang, et al., ""Distributed Acoustic Sensing for Datacenter Optical Interconnects using Self-Homodyne Coherent Detection,"" Optical Fiber Communications Conference and Exhibition (OFC), 2022, pp. W1G-4.",187,187,REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_006,4D,intensity_only,intensity,lexical,INDIRECT,"The concept 'intensity_only' is related to 'intensity modulation direct detection (IM/DD) systems', which is mentioned in the snippet, but it's not the main focus of the text. The text discusses a scheme for synchronous data transmission and DAS within the same wavelength channel of optical fiber, and IM/DD systems are only mentioned as a limitation of the proposed scheme.","In ISAC-OF schemes based on WDM and SDM, dedicating spectrum or fiber resources exclusively to sensing can lead to inefficient resource utilization. To enhance the overall resource efficiency of the ISAC-OF systems, reference [28] demonstrated a scheme for synchronous data transmission and DAS within the same wavelength channel of optical fiber. This approach utilized Pulse Amplitude Modulation with 4 levels (PAM4) signals for data transmission, employing periodic linear frequency modulation (LFM) light as both a sensing probe and an optical carrier, with LFM modulated onto the phase of the optical signal. The schematic of the experimental structure is shown in figure 6. This method not only extends the intelligence of optical fiber communication systems but also enhances their transmission performance. However, this scheme is only applicable to intensity modulation direct detection(IM/DD) systems and introduces a complex structure, leading to increased costs.",97,97,*B. Solution using the same wavelength*,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_006,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_007,4D,coherent,coherent measurement,fuzzy:85.0,INDIRECT,"The concept of coherence is related to the properties of light and its application in interferometry, which is mentioned in the context of fiber optic interferometer sensing probes. However, the term 'coherent' is not explicitly mentioned, making the connection indirect.","Fiber optic interferometer sensing probes have been widely studied due to their small size, high measurement accuracy, and ease of embedded measurement[2]. Of the four common fiber optic interferometers, only fiber optic Fabry-Perot interferometer and fiber optic Michelson interferometer can be used for embedded displacement measurement. The light emitted from the fiber diverges and the working distance is usually around 1 mm[3]. Subsequent researchers have collimated lenses and processed tapered fiber tips to reduce beam divergence [4-5]. However most probe research focuses on long-distance measurements and neglects high precision measurement of curved surfaces in narrow spaces.",19,19,I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_007,4D,coherent,coherent measurement,fuzzy:85.0,DIRECT,"The text provides a mathematical expression for fringe contrast, which is a direct reference to the concept of coherence in the context of interferometry. The equations describe the relationship between measurement light, reference light, and optical path length, all of which are relevant to coherent measurement.","where the measurement light  $I_{\rm m}=I_0\eta_{\rm m}\eta_{\rm r}^2$ , reference light  $I_{\rm m}=I_0(1-\eta_{\rm r})$ ,  $L_{\rm fiber}$  is the optical path length from SMF trench surface to SMF output surface. The fringe contrast is expressed as follows:",119,119,I. INTRODUCTION > II. PRINCIPLE,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_007,4D,coherent,coherent measurement,fuzzy:85.0,NONE,The provided context is a list of references and does not contain any information related to the concept of coherence.,"- [2] Y.-C. Wang, L.-H. Shyu, and C.-P. Chang, ""The Comparison of Environmental Effects on Michelson and Fabry-Perot Interferometers Utilized for the Displacement Measurement,"" Sensors (Basel, Switzerland), vol. 10, no. 4, pp. 2577–2586, Mar. 2010.",159,159,REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_007,4D,intensity_only,intensity,lexical,DIRECT,"The concept 'intensity_only' is directly related to the expression for the interference light intensity I, which is explicitly derived and expressed in the snippet.","Therefore, it can be derived the expression for the interference light intensity I, expressed as follows:",114,114,I. INTRODUCTION > II. PRINCIPLE,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_007,4D,complex_field,complicated zone,fuzzy:87.5,INDIRECT,"The concept of complex_field is related to the context of aerospace manufacturing and the measurement of complex shapes in narrow areas, but it is not explicitly mentioned. The text discusses the need for precise measurement of R angles and complex shapes, which implies a complex field, but does not directly state it.","With the continuous development of the aerospace manufacturing industry[1], the technical requirements for engine assembly of the vehicle are getting higher. The internal component may have large shape and position tolerances and R angle after assembly, which affect the flight safety. The internal structure of aircraft engines is compact, and the space is extremely limited and the shape is complicated. Consequently, there is a growing need for precise measurement of R angles and complex shapes in narrow areas.",17,17,I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_007,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_008,4D,coherent,coherent detection,lexical,DIRECT,"The concept of 'coherent' is directly mentioned in the context as 'coherent detection' and 'coherent carrier demodulation', indicating a direct relationship with the concept.","The VPltransmissionMaker is utilized to evaluate the function of proposed ISAC Lidar system utilizing QPSK-FMCW joint waveform in Fig. 1 (a). Considering the actual experiment setups in our previous FMCW Lidar work, the joint waveform is created by encoding a 4Gbps QPSK signal into the LFM signal with an initial frequency of 8GHz and a bandwidth of 4GHz in a period of 8.192µs. Distance and velocity of a moving target are set as 15m and 7.75m/s, respectively. Fig. 2. (a) shows the result of coherent detection to recover the sensing signal in the Lidar RX. From the frequency sum and difference of beat signal, the distance and velocity of moving target can be correctly calculated as 15.005m and 7.772m/s, respectively. Besides Lidar sensing, the QPSK communication is also verified at the same time. In the communication RX, the optical power received by PD is -4.43dBm and the SNR is 14dB. Fig. 2. (b-c) shows the waveform and eye diagram of recovered data. After DSP processing, the BER is calculated as 4.88×10<sup>-4</sup>. It indicates that the coherent carrier demodulation and optical DSP processing can properly recover the data at 4Gbps, which is much higher than that in [4].",77,77,B. Principle of Thinned Ring Antenna Design > III. SIMULATION RESULTS AND DISCUSSION > A. ISAC Joint Waveform Evaluation,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_008,4D,intensity_only,intensity,lexical,INDIRECT,"The concept of intensity_only is related to the far-field intensity distribution of the proposed thinned-ring based OPA, but it is not directly mentioned or measured.","Fig. 1 (b) shows the proposed thinned ring antenna array design based on Genetic Algorithm (GA) method, which consists of M rings with N elements distributed in each ring. The white and blue units in ring array represent the antenna elements before and after the thinning method, respectively. Different from the conventional sparse ring antenna with fixed grid [8], the central angle  $d_{m,n}$  of (m, n)-th elements in proposed antenna array can eliminate the design limit of a fixed  $2\pi(n-1/2)/N_m$  angle, thereby achieving an improved freedom for adopted GA-based element position optimization. The corresponding far-field intensity distribution of proposed thinned-ring based OPA is described as:",62,62,B. Principle of Thinned Ring Antenna Design,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4D,intensity_only,intensity,lexical,INDIRECT,"The intensity of main lobe and side lobe is mentioned, but it is used to calculate the SMSR, not directly measured or discussed as a standalone concept.","where  $\theta$  is the azimuthal angle and  $\psi$  is the elevation angle.  $f(\theta, \psi)$  denotes the emission envelope of single antenna,  $A_{m,n}$  denotes the amplitude of (m, n)-th element and  $R_m$  is the radius of m-th ring. The GA-based antenna design method used in our previous linear thinned antenna in [6] has been extended and adopted into the proposed ring antenna design. Different from the linear thinned antenna, a set of randomly-generated angles  $d_{m,n}$  instead of the element pitches is set as both the initial population and FoM calculation in proposed ring antenna. The FoM function is set to the SMSR of  $20\log_{10}(E_{main}/E_{side})$ , where  $E_{main}$  and  $E_{side}$  are the intensity of main lobe and the maximum side lobe, respectively. During the optimization, the GA iteration process including selection, crossover and mutation is repeated for the population update, until an optimum element position distribution of each ring is reached for a targeted improved SMSR.",67,67,B. Principle of Thinned Ring Antenna Design,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4D,intensity_only,intensity,lexical,INDIRECT,"Similar to the previous snippet, the intensity of steering angle is mentioned, but it is modulated by the antenna element design, not directly measured or discussed as a standalone concept.","In addition to the array-level antenna, the antenna element design is another key to improve the steering range of OPA, because the intensity of steering angle is modulated by the envelope  $f(\theta, \psi)$  [9], as described in (4). Fig. 1 (c) shows the proposed SOI-based antenna element design, which consists of an input waveguide and a group of periodic etched gratings. The emission width W is reduced to generate a large envelope, while the shallow and full etches are designed on grating teeth to exploit blazing effect to strengthen the upward emission power. Thus, both wide envelope and high emission efficiency can be achieved simultaneously. As a result, the steering range of OPA-based sensing and communication can be effectively improved by the array-level and element-level antenna design techniques.",69,69,B. Principle of Thinned Ring Antenna Design,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4D,intensity_only,intensity,lexical,DIRECT,"The snippet shows '2D far-field intensity distribution on the u-v plane' and '1D far-field intensity distribution', directly focusing on intensity distribution.",Fig. 3. (a) 2D far-field intensity distribution on the u-v plane. (b-c) 1D far-field intensity distribution in  $\theta$  and in  $\psi$  axis dimension.,89,89,B. Principle of Thinned Ring Antenna Design > B. Thinned Ring Antenna Evaluation,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_008,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_009,4D,imdd,im/dd,lexical,NONE,The concept 'imdd' is not mentioned in the given context.,"<span id=""page-1-30""></span><span id=""page-1-26""></span><span id=""page-1-25""></span><span id=""page-1-14""></span>The detrimental frequency selectivity induced by the multipath effect can be effectively mitigated by the multi-carrier waveform of Orthogonal Frequency-Division Multiplexing (OFDM). In contrast to RF systems, the practical intensity modulation with direct detection (IM/DD) used for Visible Light Communication (VLC) requires real- and positivevalued signals in the time-domain (TD). In order to facilitate this for Optical OFDM (O-OFDM), Direct Current (DC) biased O-OFDM (DCO-OFDM) [\[42\]](#page-15-40) was proposed to rely on the Hermitian symmetry, where half of the modulated symbols in the frequency-domain (FD) are the conjugates of the other half, so that the TD signals become real-valued after Inverse Fast Fourier Transform (IFFT). In order to eliminate the DC power dissipation, the Asymmetrically Clipped O-OFDM (ACO-OFDM) scheme [\[43\],](#page-15-41) [\[44\]](#page-15-42) arranges odd-indexed subcarriers to obey Hermitian symmetry, while all even-indexed subcarriers are set to zeros. Moreover, in order to attain the DCO-OFDM throughput, the Layered ACO-OFDM (LACO-OFDM) [\[45\]](#page-15-43) modulates all subcarriers layer by layer. It was demonstrated in [\[45\],](#page-15-43) [\[46\],](#page-15-44) and [\[47\]](#page-16-0) that the family of O-OFDM schemes is capable of outperforming the single-carrier optical waveforms of On-Off Keying (OOK) and Pulse-Position Modulation (PPM) in the face of frequency selectivity. Moreover, channel estimation (CE) can be performed for O-OFDM in the TD, FD or Delay-Doppler (DD)-domain [\[48\],](#page-16-1) [\[49\],](#page-16-2) [\[50\],](#page-16-3) [\[51\]. S](#page-16-4)pecifically, by invoking the Symplectic Finite Fourier Transform (SFFT), the DD-domain pilot symbols are",37,37,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4D,imdd,im/dd,lexical,NONE,The concept 'imdd' is not mentioned in the given context.,"- <span id=""page-1-29""></span><span id=""page-1-28""></span><span id=""page-1-27""></span>• We propose a new VLPC scheme using DCO-OFDM (VLPC-DCO-OFDM), where OFDM radar[1](#page-1-1) is applied for the sake of improving the resolution and quality of estimated Channel Impulse Response (CIRs). In the absence of Doppler detection in IM/DD, only a single OFDM pilot symbol is required for facilitating OFDM radar sensing in the delay domain, which is capable of improving both the VLP accuracies and the CSI for VLC data detection, hence realizing ISAC in the optical band.",61,61,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4D,imdd,im/dd,lexical,INDIRECT,"The concept 'imdd' is mentioned as 'IM/DD' in the context, which refers to Intensity Modulation/Direct Detection, a technique used in optical communication systems.","Nonetheless, we must report that compared to singlecarrier LoS-based VLP [\[29\],](#page-15-27) [\[30\],](#page-15-28) [\[31\],](#page-15-29) [\[32\],](#page-15-30) [\[34\], t](#page-15-32)he extra complexities of FFT/IFFT are required by the proposed VLPC-DCO-OFDM, which is inevitable for facilitating OFDM-based VLC in the face of optical channel dispersion. Moreover, we note that the IM/DD based VLP schemes cannot directly facilitate velocity estimation for ISAC applications, because all signal powers across all frequencies are combined by direct detection, where the velocity-dependent Doppler frequencies cannot be directly estimated. Nonetheless, it has been recently demonstrated in [\[58\]](#page-16-9) that the Doppler frequency estimation for a single target becomes feasible for IM/DD, when an additional reference RF carrier is added to modulate the optical signal. However, this issue deserves a paper in its own right in our future research.",73,73,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_009,4D,imdd,im/dd,lexical,DIRECT,The context explicitly mentions 'IM/DD' which matches 'imdd'.,| IM/DD | Impulse modulation with direct detection              |,105,105,"<span id=""page-2-0""></span>*A. Scenarios and System Description*",,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_009,4D,imdd,im/dd,lexical,INDIRECT,"The concept 'imdd' is related to the context through the mention of 'IM/DD-based optical OFDM systems', which implies a connection to the topic, but it is not the primary focus of the snippet.","We note that (6) is also valid for fractional delay indices  $l_p = \frac{\tau_p}{T}$  encountered in RF systems [48], [68], [69]. However, unlike RF systems that rely on pulse shaping based waveforms, IM/DD-based optical OFDM systems [42], [43], [44], [45], [46], [47], [51] utilizes optical intensity, where the PD collects all signal powers across all frequencies over each sampling duration. Therefore, the channel model of (6) only registers integer-spaced delay indices  $l_p = \lfloor \frac{\tau_p}{T} \rfloor$  for optical OFDM systems. In order to better demonstrate this, we further extend the TD received signal of (6) based on (5) as follows:",274,274,"<span id=""page-4-3""></span>B. PD Signal Reception",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_009,4D,intensity_only,intensity,lexical,NONE,"The text does not directly discuss intensity-only concepts, but rather provides an overview of various Visible Light Positioning (VLP) technologies and their limitations.","<span id=""page-1-30""></span><span id=""page-1-26""></span><span id=""page-1-25""></span><span id=""page-1-14""></span>The detrimental frequency selectivity induced by the multipath effect can be effectively mitigated by the multi-carrier waveform of Orthogonal Frequency-Division Multiplexing (OFDM). In contrast to RF systems, the practical intensity modulation with direct detection (IM/DD) used for Visible Light Communication (VLC) requires real- and positivevalued signals in the time-domain (TD). In order to facilitate this for Optical OFDM (O-OFDM), Direct Current (DC) biased O-OFDM (DCO-OFDM) [\[42\]](#page-15-40) was proposed to rely on the Hermitian symmetry, where half of the modulated symbols in the frequency-domain (FD) are the conjugates of the other half, so that the TD signals become real-valued after Inverse Fast Fourier Transform (IFFT). In order to eliminate the DC power dissipation, the Asymmetrically Clipped O-OFDM (ACO-OFDM) scheme [\[43\],](#page-15-41) [\[44\]](#page-15-42) arranges odd-indexed subcarriers to obey Hermitian symmetry, while all even-indexed subcarriers are set to zeros. Moreover, in order to attain the DCO-OFDM throughput, the Layered ACO-OFDM (LACO-OFDM) [\[45\]](#page-15-43) modulates all subcarriers layer by layer. It was demonstrated in [\[45\],](#page-15-43) [\[46\],](#page-15-44) and [\[47\]](#page-16-0) that the family of O-OFDM schemes is capable of outperforming the single-carrier optical waveforms of On-Off Keying (OOK) and Pulse-Position Modulation (PPM) in the face of frequency selectivity. Moreover, channel estimation (CE) can be performed for O-OFDM in the TD, FD or Delay-Doppler (DD)-domain [\[48\],](#page-16-1) [\[49\],](#page-16-2) [\[50\],](#page-16-3) [\[51\]. S](#page-16-4)pecifically, by invoking the Symplectic Finite Fourier Transform (SFFT), the DD-domain pilot symbols are",37,37,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
