paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_008,4C,shared_waveform,joint waveform,lexical,INDIRECT,"The snippet discusses the importance of waveform design in ISAC Lidar systems and mentions 'joint waveform', which is related to the concept of shared waveform, but does not directly discuss shared waveform.","Silicon-based Optical Phased Array (OPA) is a very promising integrated solid-state solution for both Light detection and ranging (Lidar) and optical wireless communication (OWC) systems [1-9]. Recently, Lidar systems with Integrated Sensing and Communication (ISAC) capability have attracted extensive attention in 5/6G era [3]. In ISAC Lidar systems, waveform design plays an essential role that determines the ISAC performance. Y. Li et al. [4] design a joint waveform utilizing Dual Pulse Interval Modulation (DPIM) to implement an ISAC ToF OPA-based Lidar for automobile. However, the communication rate is severely restricted by the ToF pulse at kbps, because the pulse period should be larger than the round-trip time for a detection range up to 200m. C. Poulton et al. [5] adopts two different waveforms of Frequency Modulated Continuous Wave (FMCW) and OOK to achieve ISAC function, but has to use one transmitter OPA chip to alternately implement sensing and communication. Therefore, it is very challenging to design an efficient joint waveform to implement simultaneous sensing and communication without sacrificing any performance.",19,19,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna** > **I. INTRODUCTION**,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4C,shared_waveform,joint waveform,lexical,NONE,"The provided snippet does not mention the concept of 'shared_waveform' directly or indirectly. It discusses the design and optimization of optical antenna in 2D plane OPAs, sparse antenna designs, and a QPSK-FMCW joint waveform design for an ISAC OPA-based Lidar system, but does not relate to the concept of shared waveform.","This paper presents an ISAC OPA-based Lidar system design. A QPSK-FMCW joint waveform design is proposed to implement simultaneous Lidar sensing and data communication. In addition, a thinned ring antenna array with blazed grating element structure is adopted in the OPA to effectively suppress the side lobes and enlarge the emission envelope, thereby improving the SMSR and steering range of ISAC Lidar system.",23,23,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna** > **I. INTRODUCTION**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_008,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_008,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_009,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_009,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_010,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_010,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_011,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_011,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_012,4C,shared_waveform,joint waveform,lexical,NONE,"The provided snippet does not mention the concept of 'shared_waveform' directly or indirectly, focusing instead on the integration of optical communication and sensing, and discussing various research schemes and methods.","Current research schemes on integrated optical sensing and communication include: Pseudo-random code modulation [4], where ranging is achieved through autocorrelation of pseudorandom code and communication codes are loaded onto pseudo-random code through direct spread spectrum method. Pulse sequence sensing and pulse position modulation [5], where the autocorrelation property of pseudo-random codes is used on the sensing side and the Pulse Position Modulation (PPM) principle is used on the communication side. Phase-coded phase-shift LiDAR [6], where spread spectrum communication is combined with DPSK subcarrier intensity modulation for joint waveform design, this allows a single detection signal to perform both ranging and communication functions and effectively extends the unambiguous range of phase-based ranging. The above schemes generally use direct detection, which requires high signal power, easily interfered by environmental light and cannot measure velocity directly. For coherent schemes, Amplitude modulated FMCW (AM-FMCW) scheme is proposed to achieve LiDAR with communication capability [7] [8], where FMCW is used for sensing, and digital baseband signals are carried on the amplitude via intensity modulation.",25,25,I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_012,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_012,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_013,4C,shared_waveform,joint waveform,fuzzy:85.71428571428572,NONE,"The concept 'shared_waveform' is not mentioned or implied in the given snippet, which discusses vibration events, calibration curves, and the Pearson-CC method in the context of an OFDR system.","Using a simple OFDR system, we successfully measure a weak vibration event >100 km and calibrate its amplitude. It also has the potential to be used for multiple simultaneous vibration events. However, it should be noted that the measurable range of vibration amplitude depends on the dynamic range of the Pearson-CC and the maximum additional phase term induced by vibration events. The detectable number of vibration events is related to the length and the SNR of FUT and the intensity of the previous vibration events. If the transmission loss over long distances or a previous vibration event causes the Pearson-CC to decrease to 0, it will no longer have the ability to measure the next vibration event. Besides, compared with distributed acoustic sensing (DAS) [47] which can recover the time-domain waveform of the vibration events, the proposed method can only detect the position and amplitude of vibration events, which belongs to DVS. Since the sweep frequency of the TLS in the proposed OFDR system is about 4 Hz, the measurement rate is 4 Hz, which will result in that the proposed OFDR system cannot recover the time-domain waveform of the vibration events with high frequency. As a result, the unit of strain resolution calculated by (12) is pε rather than pε/ √ Hz as calculated in DAS [38]. In the future, if we apply a higher sweep rate of the TLS and compressive sensing algorithm [48], the proposed OFDR system can recover the time-domain waveform of the vibration events. Whereas, the proposed OFDR system is a simpler single-ended structure, requiring no modulation techniques, amplifier, and specialty optical fiber. Using this simple system, we successfully locate weak vibration events over 100 km, demodulate the amplitude of vibration events, and detect multiple vibration events. Those make it more suitable for distributed monitoring of weak vibrations in existing optical networks.",296,296,*C. Vibration Amplitude Calibration* > *D. Discussion on Strain Resolution* > *F. Comparison With Previous CCSA Methods*,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_013,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_013,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_014,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_014,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_015,4C,shared_resources,resource allocation,lexical,INDIRECT,"The concept of shared_resources is indirectly related to the context, which discusses the challenges and potential solutions for visible light communication (VLC) systems, including the use of reconfigurable intelligent surfaces (RIS) and mobility-aware resource allocation. While the term 'shared_resources' is not explicitly mentioned, the discussion implies the sharing of resources such as bandwidth and transceivers.","Few studies have been carried out to tackle some of the above-mentioned challenges. Specifically, the design of reconfigurable intelligent surface (RIS)-based VLC systems to overcome LOS link blockages, the limited FOV issue, and the random device orientation has been investigated in [2], [3], [4], [5]. Mobility-aware resource allocation in VLC systems has been explored in [6], [7]. However, most studies on RIS-aided VLC systems typically use the RIS to reflect incident waves from the transmitter to the receiver to",17,17,"<span id=""page-0-0""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_015,4C,shared_resources,resource allocation,lexical,NONE,"The concept of shared_resources is not related to the context, which provides a list of references to research papers on visible light communication (VLC) systems, without discussing the sharing of resources.","- <span id=""page-4-5""></span>[6] M. A. Dastgheib, H. Beyranvand, J. A. Salehi, and M. Maier, ""Mobility-aware resource allocation in VLC networks using T-step look-ahead policy,"" J. Lightw. Technol., vol. 36, no. 23, pp. 5358–5370, Dec. 1, 2018.",222,222,IV. SIMULATION RESULTS > V. CONCLUSION > REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_015,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_015,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,tdm,json,DIRECT,,,False
O_ISAC_016,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_016,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_017,4C,shared_processing,cooperation processing,fuzzy:86.36363636363636,NONE,"The concept of shared_processing is not mentioned or implied in the given snippet, which discusses a double-effect DNN-based DBP scheme for ISAC and its structural similarities to DNN, without referencing shared processing.","Due to DBP is similar to DNN in structure, a Neural Network can be used to build the mathematical structure of DBP [7]. However, it is difficult to update the DNN-based DBP module at the beginning of DSP, since the update processing will go through all the compensation processing which leads to high complexity, low time efficiency and low stability. In order to overcome this obstacle and achieve an effective ISAC, a doubleeffect DNN-based DBP scheme is proposed as shown in Fig.1.",23,23,**2. Double-effect DNN-based DBP scheme for ISAC**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_017,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_017,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_018,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_018,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_019,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_019,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_020,4C,shared_hardware,shared hardware,lexical,NONE,"The concept of shared_hardware is not explicitly mentioned or implied in the given snippet, which primarily discusses submarine fiber optic cable systems and their role in international telecommunication.","More than two-thirds of Earth's surface is covered by oceans, so nowadays people from different countries communicate through the submarine fiber optic cable system. As the most important medium of international telecommunication traffic, the submarine fiber optic cable system carries more than 95 percent of the world's international data traffic. In the last decade, global international Internet traffic has been growing continuously, which has accelerated the construction of global submarine optical fiber infrastructures. By the end of 2021, there were more than 400 submarine optical cables in use worldwide, with a total length of more than 1.4 million km, as shown in Fig. 1. This developed submarine optical cable network not only improves the bandwidth performance of the international telecommunication system, but also provides a potential approach for the research (of earth science and ocean related studies [1]. More recently, an emerging technology called integrated sensing and communication (ISAC) has attracted people's attention. Originating from the wireless application scenario, the ISAC system efficiently utilizes hardware and signal resources, which can be shared for both sensing and communication functionalities [2, 3]. A similar concept can also be transferred to the fiber optic system. Based on the developed submarine fiber network, both the photonic data communication and sensing functions can be simultaneously realized with the shared hardware and fiber network infrastructure, which would help monitor various marine activities.",17,17,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_020,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_020,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_021,4C,shared_waveform,joint waveform,lexical,INDIRECT,"The concept of shared_waveform is related to the discussion of waveform design for O-ISAC and RF-ISAC, but it is not explicitly mentioned as a shared waveform.","Waveform design is recognized as the foundation of ISAC, which focuses on designing an individual waveform that provides communication and sensing abilities simultaneously. Extensive research has been conducted on the waveform design for RF-ISAC, ranging from non-overlapped resource allocation to fully joint waveform design. However, an O-ISAC waveform based on the IM/DD scheme is restricted to being real and non-negative, and therefore most of the existing RF-ISAC waveforms are not readily applicable to O-ISAC, as they are complex in nature. To address this issue, several modifications have been proposed to make RF-ISAC waveform compatible with O-ISAC, like pulsed waveform, constant-modulus waveform, and multi-carrier waveform. Subsequently, waveform optimization and resource allocation can be further conducted for the prototype waveform to achieve the global optimal waveform design.",125,125,Enhancing Sensing Precision > Waveform Design for O-ISAC,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_021,4C,shared_waveform,shared waveform,fuzzy:88.88888888888889,INDIRECT,"Similar to the first snippet, the concept of shared_waveform is implied through the discussion of modifications to make RF-ISAC waveforms compatible with O-ISAC, but it is not directly stated.",#### Pulsed Waveform,127,127,Enhancing Sensing Precision > Waveform Design for O-ISAC > Pulsed Waveform,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_021,4C,shared_resources,resource allocation,lexical,NONE,The text does not mention shared resources explicitly or implicitly.,"Integrated sensing and communication (ISAC) is viewed as a crucial component of future mobile networks and has gained much interest in both academia and industry. Similar to the emergence of radio-frequency (RF) ISAC, the integration of free space optical communication and optical sensing yields optical ISAC (O-ISAC), which is regarded as a powerful complement to its RF counterpart. In this article, we first introduce the generalized system structure of O-ISAC, and then elaborate on three advantages of O-ISAC, i.e., increasing communication rate, enhancing sensing precision, and reducing interference. Next, waveform design and resource allocation of O-ISAC are discussed based on pulsed waveform, constant-modulus waveform, and multi-carrier waveform. Furthermore, we put forward future trends and challenges of O-ISAC, which are expected to provide some valuable directions for future research.",11,11,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges > **ABSTRACT**",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_021,4C,shared_resources,resource allocation,lexical,INDIRECT,"The text mentions 'resource allocation' which is related to shared resources, but it does not directly discuss the concept of shared resources.","Up to now, numerous research has been conducted on the radio-frequency (RF) ISAC, spanning several areas like waveform design, networking, resource allocation, and information theory. Among these areas, waveform design has gained much interest as a fundamental aspect of ISAC. The ISAC waveform can be designed in a communication-centric or sensing-centric approach and can also be conceived from the ground up [2]. Towards this end, an enormous amount of RF-ISAC waveforms have been designed based on index modulation, linear frequency modulation (LFM), and orthogonal frequency division multiplexing (OFDM).",21,21,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges > **ABSTRACT** > INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_021,4C,shared_resources,resource allocation,lexical,INDIRECT,"The text mentions 'resource allocation' which is related to shared resources, but it does not directly discuss the concept of shared resources.","three competitive advantages of O-ISAC. Second, waveform design and resource allocation aspects of O-ISAC are elaborated comprehensively based on widely adopted schemes such as pulsed waveform, constant-modulus waveform, and multi-carrier waveform. Third, we discuss the future trends of O-ISAC in conjunction with other emerging technologies, while also introducing the challenges to be addressed. We expect this article to provide valuable directions for future research in the field of O-ISAC.",43,43,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges > **ABSTRACT** > INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_021,4C,shared_resources,resource allocation,lexical,DIRECT,The text explicitly discusses 'waveform design and resource allocation' which directly relates to shared resources in the context of O-ISAC.,"Waveform design is recognized as the foundation of ISAC, which focuses on designing an individual waveform that provides communication and sensing abilities simultaneously. Extensive research has been conducted on the waveform design for RF-ISAC, ranging from non-overlapped resource allocation to fully joint waveform design. However, an O-ISAC waveform based on the IM/DD scheme is restricted to being real and non-negative, and therefore most of the existing RF-ISAC waveforms are not readily applicable to O-ISAC, as they are complex in nature. To address this issue, several modifications have been proposed to make RF-ISAC waveform compatible with O-ISAC, like pulsed waveform, constant-modulus waveform, and multi-carrier waveform. Subsequently, waveform optimization and resource allocation can be further conducted for the prototype waveform to achieve the global optimal waveform design.",125,125,Enhancing Sensing Precision > Waveform Design for O-ISAC,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_021,4C,shared_resources,resource allocation,lexical,NONE,"The text discusses the optimization of waveform parameters for communication and sensing performances, but does not directly mention shared resources.",#### RESOURCE ALLOCATION AND WAVEFORM OPTIMIZATION,159,159,Enhancing Sensing Precision > CONSTANT-MODULUS WAVEFORM > Multi-Carrier Waveform > RESOURCE ALLOCATION AND WAVEFORM OPTIMIZATION,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_021,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_021,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_022,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_022,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level.integration.duplexing_mode,half_duplex,json,DIRECT,,,False
O_ISAC_023,4C,shared_waveform,joint waveform,fuzzy:85.71428571428572,INDIRECT,"The concept of shared_waveform is related to the integration of sensing and communication signals, which is discussed in the provided snippets. However, the term 'shared_waveform' itself is not explicitly mentioned, indicating an indirect relationship.","- <span id=""page-14-3""></span>[\[9\]](#page-0-6) Y. Ma, Z. Yuan, S. Xia, G. Yu, and L. Hu, ""Highly efficient waveform design and hybrid duplex for joint communication and sensing,"" *IEEE Internet Things J.*, vol. 10, no. 19, pp. 17369–17381, Oct. 2023.",950,950,"<span id=""page-13-6""></span>APPENDIX D PROOF OF LEMMA 2 > REFERENCES",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_023,4C,shared_hardware,joint resources,fuzzy:93.33333333333333,NONE,The provided snippet does not mention shared hardware or any related concept directly or indirectly.,"In this section, we consider the joint resource allocation problem for a communication-centric scenario, which optimizes critical parameters of both DC bias b and subcarrier power allocation P(k). The joint optimization problem is first formulated in Section III-A, which is appropriately simplified for a concise result. Then, it is decomposed into a subproblem for DC bias and a subproblem for subcarrier power allocation, which are elaborated in Sections III-B and III-C, respectively. Furthermore, the convergence of proposed algorithms is demonstrated in Section III-D.",262,262,"II. SYSTEM MODEL > <span id=""page-2-1""></span>A. DCO-OFDM Signal Model > <span id=""page-3-0""></span>B. Channel Model > <span id=""page-4-0""></span>III. COMMUNICATION-CENTRIC RESOURCE ALLOCATION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_023,4C,shared_resources,resource allocation,lexical,NONE,The text does not mention shared resources.,# Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation,5,5,Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
