Date,Title,Year,DOI,Decision, Reason
2025-12-28,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,2025,10.1109/LPT.2025.3577173,Duplicate,Already in database
2025-12-28,An X-Band Dual Function Transceiver Utilizing Digital Predistortion for Radar and Communication in 250 nm GaN HEMT,2025,10.1109/ACCESS.2025.3577194,Unscreened,Scopus New (ID: O_ISAC_274)
2025-12-28,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,2025,10.23919/EuCAP63536.2025.10999638,Duplicate,Already in database
2025-12-28,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,2025,10.1109/WCNC61545.2025.10978163,Duplicate,Already in database
2025-12-28,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,2025,10.1109/WCNC61545.2025.10978645,Duplicate,Already in database
2025-12-28,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,2025,10.1109/LPT.2025.3570997,Duplicate,Already in database
2025-12-28,Channel Spreading Function-Inspired Channel Transfer Function Estimation for OFDM Systems With High Mobility,2025,10.1109/LWC.2025.3565286,Unscreened,Scopus New (ID: O_ISAC_275)
2025-12-28,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,2025,10.1109/OJCOMS.2025.3545896,Duplicate,Already in database
2025-12-28,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,2025,10.1109/JLT.2025.3563162,Unscreened,Scopus New (ID: O_ISAC_276)
2025-12-28,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,2025,10.1109/TWC.2025.3559254,Duplicate,Already in database
2025-12-28,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",2025,nan,Duplicate,Already in database
2025-12-28,Dual-function Radar-communication System: Joint Design Method of Transmit Waveform and Receive Weight,2025,10.1117/12.3061651,Unscreened,Scopus New (ID: O_ISAC_277)
2025-12-28,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",2025,nan,Duplicate,Already in database
2025-12-28,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,2025,10.1109/TMTT.2025.3549729,Duplicate,Already in database
2025-12-28,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,2025,10.1109/LPT.2025.3559423,Duplicate,Already in database
2025-12-28,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,2025,10.1109/TWC.2025.3557061,Duplicate,Already in database
2025-12-28,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",2025,nan,Duplicate,Already in database
2025-12-28,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",2025,nan,Duplicate,Already in database
2025-12-28,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",2025,nan,Duplicate,Already in database
2025-12-28,"14th EAI International Conference on Wireless and Satellite Systems, WiSATS 2024",2025,nan,Duplicate,Already in database
2025-12-28,"14th EAI International Conference on Wireless and Satellite Systems, WiSATS 2024",2025,nan,Duplicate,Already in database
2025-12-28,Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient,2025,10.1109/JSEN.2025.3554542,Duplicate,Already in database
2025-12-28,Coexistence of Distributed Sensing and Ultra-Simple Coherent RoF Based Front-Haul for Radio Access Network,2025,10.1109/JLT.2025.3555486,Duplicate,Already in database
2025-12-28,Movable Antenna-Assisted Integrated Sensing and Communication Systems,2025,10.1109/TWC.2025.3552843,Unscreened,Scopus New (ID: O_ISAC_278)
2025-12-28,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",2025,nan,Duplicate,Already in database
2025-12-28,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,2025,10.1109/JLT.2024.3510371,Duplicate,Already in database
2025-12-28,Joint sensing and communication on fiber system with integrated waveform designing,2025,10.1117/12.3056081,Unscreened,Scopus New (ID: O_ISAC_279)
2025-12-28,Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm,2024,10.1364/OE.533917,Unscreened,Scopus New (ID: O_ISAC_280)
2025-12-28,Super-resolution diffractive neural network for all-optical direction of arrival estimation beyond diffraction limits,2024,10.1038/s41377-024-01511-4,Unscreened,Scopus New (ID: O_ISAC_281)
2025-12-28,Deep learning and time series signal processing for bending detection in mining environment using optical fiber sensor,2024,10.1016/j.yofte.2024.103819,Unscreened,Scopus New (ID: O_ISAC_282)
2025-12-28,Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver,2024,10.1364/OE.541229,Unscreened,Scopus New (ID: O_ISAC_283)
2025-12-28,Ultrasonic phase extraction method for co-cable identification in coherent optical transmission systems,2024,10.3788/COL202422.100601,Unscreened,Scopus New (ID: O_ISAC_284)
2025-12-28,A low-complexity ISAC method for LFM-PSK signals using de-chirping and ISAC phase unwrapping techniques,2024,10.1016/j.dsp.2024.104588,Unscreened,Scopus New (ID: O_ISAC_285)
2025-12-28,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,2024,10.1364/OE.525854,Unscreened,Scopus New (ID: O_ISAC_286)
2025-12-28,W-band photonic-aided mm-wave ISAC system enabled by a shared OFDM signal waveform and a two-stage carrier frequency recovery algorithm,2024,10.1364/OL.537847,Unscreened,Scopus New (ID: O_ISAC_287)
2025-12-28,Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies,2024,10.3390/photonics11090861,Unscreened,Scopus New (ID: O_ISAC_288)
2025-12-28,Photonic-assisted W-band flexible integrated sensing and communication system for fiber-wireless network based on CE-LFM-OFDM,2024,10.1364/OL.528335,Unscreened,Scopus New (ID: O_ISAC_289)
2025-12-28,Dual-chirp-based photonic THz-ISAC system with adaptive frequency synchronization,2024,10.1364/OL.530911,Unscreened,Scopus New (ID: O_ISAC_290)
2025-12-28,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection,2024,10.1145/3672202.3673726,Unscreened,Scopus New (ID: O_ISAC_291)
2025-12-28,Integrated Two-way Radar Backscatter Communication and Sensing with Low-power IoT Tags,2024,10.1145/3651890.3672226,Unscreened,Scopus New (ID: O_ISAC_292)
2025-12-28,Retroreflective optical ISAC using OFDM: channel modeling and performance analysis,2024,10.1364/OL.528029,Unscreened,Scopus New (ID: O_ISAC_293)
2025-12-28,Fading suppression and noise reduction of a DAS system integrated multi-core fiber,2024,10.1364/OE.528514,Unscreened,Scopus New (ID: O_ISAC_294)
2025-12-28,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges",2024,10.1109/IOTM.001.2300196,Duplicate,Already in database
2025-12-28,Channel modeling for NLoS visible light networks with integrated sensing and communication,2024,10.1364/OL.520129,Unscreened,Scopus New (ID: O_ISAC_295)
2025-12-28,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,2024,10.1109/JLT.2024.3392282,Duplicate,Already in database
2025-12-28,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,2024,10.1109/JIOT.2024.3373447,Duplicate,Already in database
2025-12-28,Quasi-Deterministic Channel Propagation Model for Human Sensing: Gesture Recognition Use Case,2024,10.1109/OJAP.2024.3371834,Unscreened,Scopus New (ID: O_ISAC_296)
2025-12-28,Demonstration of photonics-based D-band integrated localization and communication,2024,10.1364/AO.516852,Unscreened,Scopus New (ID: O_ISAC_297)
2025-12-28,Millimeter-wave over fiber integrated sensing and communication system using self-coherent OFDM,2024,10.1364/OE.513686,Unscreened,Scopus New (ID: O_ISAC_298)
2025-12-28,Modulated-symbol domain matched filtering scheme for photonic-assisted integrated sensing and communication system based on a single OFDM waveform,2024,10.1364/OL.518695,Unscreened,Scopus New (ID: O_ISAC_299)
2025-12-28,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,2024,10.1109/JLT.2023.3344788,Unscreened,Scopus New (ID: O_ISAC_300)
2025-12-28,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,2024,10.3788/COL202422.043901,Unscreened,Scopus New (ID: O_ISAC_301)
2025-12-28,Joint Location Sensing and Demodulation for IRS-Assisted ISAC mmWave MIMO Systems,2024,10.1109/TCOMM.2023.3345007,Unscreened,Scopus New (ID: O_ISAC_302)
2025-12-28,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",2024,10.1109/MCOM.002.2300024,Duplicate,Already in database
2025-12-28,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time- Frequency Division Multiplexed Waveforms for Fiber-Wireless Network,2024,10.1109/JLT.2024.3354070,Duplicate,Already in database
2025-12-28,"Integrated sensing, lighting and communication based on visible light communication: A review",2024,10.1016/j.dsp.2023.104340,Unscreened,Scopus New (ID: O_ISAC_303)
2025-12-28,Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading,2024,10.1109/TITS.2023.3324361,Duplicate,Already in database
2025-12-28,Photonic joint radar and communication system using a chirp-polarity coded LFM waveform,2024,10.1016/j.optcom.2023.130091,Unscreened,Scopus New (ID: O_ISAC_304)
2025-12-28,In-Band Full-Duplex Front-End GaN MMIC for Phased Arrays,2024,10.1109/ARRAY58370.2024.10880349,Unscreened,Scopus New (ID: O_ISAC_305)
2025-12-28,3D Handwriting Trajectory Recovery by Wireless Sensing with Commercial LTE Signals,2024,10.1109/WCSP62071.2024.10827566,Unscreened,Scopus New (ID: O_ISAC_306)
2025-12-28,"16th International Conference on Wireless Communications and Signal Processing, WCSP 2024",2024,nan,Duplicate,Already in database
2025-12-28,Rate-Distortion Tradeoff of Bistatic Integrated Sensing and Communication,2024,10.1109/ITW61385.2024.10806984,Unscreened,Scopus New (ID: O_ISAC_307)
2025-12-28,On Beamforming Design for ISAC Transceiver in Presence of Self-Interference,2024,10.1109/PIMRC59610.2024.10817297,Unscreened,Scopus New (ID: O_ISAC_308)
2025-12-28,"2024 33rd Wireless and Optical Communications Conference, WOCC 2024",2024,nan,Duplicate,Already in database
2025-12-28,Intelligent Waveform Design and Channel Modeling Using Group Theoretic Weyl-Heisenberg Frames,2024,10.1109/LATINCOM62985.2024.10770683,Unscreened,Scopus New (ID: O_ISAC_309)
2025-12-28,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,2024,10.1109/ACP/IPOC63121.2024.10809603,Unscreened,Scopus New (ID: O_ISAC_310)
2025-12-28,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,2024,10.1109/ACP/IPOC63121.2024.10809915,Duplicate,Already in database
2025-12-28,A Photonics-Assisted D-Band ISAC System Based on A Time-Frequency Efficient Waveform,2024,10.1109/ACP/IPOC63121.2024.10809716,Unscreened,Scopus New (ID: O_ISAC_311)
2025-12-28,All-optical computing for super-resolution direction of arrival estimation,2024,10.1109/ACP/IPOC63121.2024.10809945,Duplicate,Already in database
2025-12-28,Photonics-enabled full-duplex millimeter-wave integrated sensing and communication,2024,10.1109/ACP/IPOC63121.2024.10810000,Duplicate,Already in database
2025-12-28,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,2024,10.1109/ACP/IPOC63121.2024.10809573,Duplicate,Already in database
2025-12-28,Phase-Coded FMCW for Optical Integrated Sensing and Communication,2024,10.1109/ACP/IPOC63121.2024.10809937,Duplicate,Already in database
2025-12-28,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,2024,10.1109/ICICN62625.2024.10761294,Duplicate,Already in database
2025-12-28,Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication,2024,10.1109/ISSE63315.2024.10741118,Duplicate,Already in database
2025-12-28,IR-UWB polar transceiver for joint communication and sensing system in millimeter wave band,2024,10.23919/EuRAD61604.2024.10734931,Unscreened,Scopus New (ID: O_ISAC_312)
2025-12-28,Mobile Terahertz Communication and Sensing Systems: A Future Look,2024,10.1109/MVT.2024.3485258,Unscreened,Scopus New (ID: O_ISAC_313)
2025-12-28,A Computational Signal Algebra Framework for Microwave Photonics Radar Integrated Sensing and Communications,2024,10.1109/ICACCS60874.2024.10716942,Unscreened,Scopus New (ID: O_ISAC_314)
2025-12-28,Continuous Event Recording Technology For Integrated Sensing And Communications In Space,2024,10.1109/IGARSS53475.2024.10642111,Duplicate,Already in database
2025-12-28,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,2024,10.1109/TWC.2024.3484569,Duplicate,Already in database
2025-12-28,Hardware-Efficient Integration of Communication and Vibration Sensing in DSCM System Using Commercial 100 kHz ECL,2024,10.1117/12.3032283,Unscreened,Scopus New (ID: O_ISAC_315)
2025-12-28,Photonics-based Terahertz Integrated Communication and Localization for D-band,2024,10.1109/IRMMW-THz60956.2024.10697696,Unscreened,Scopus New (ID: O_ISAC_316)
2025-12-28,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,2024,10.1109/JSEN.2024.3470995,Duplicate,Already in database
2025-12-28,Non-Uniform Planar MIMO Array Optimization Criterion in Wavenumber Domain for Aliasing-Free Wideband Near-Field 3D Imaging,2024,10.1109/AP-S/INC-USNC-URSI52054.2024.10687261,Unscreened,Scopus New (ID: O_ISAC_317)
2025-12-28,GaN System-on-Chip: Pushing the Limits of Integration and Functionality,2024,10.1109/JMW.2024.3429615,Unscreened,Scopus New (ID: O_ISAC_318)
2025-12-28,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,2024,10.1109/ICCC62479.2024.10681813,Duplicate,Already in database
2025-12-28,"2024 IEEE 99th Vehicular Technology Conference, VTC2024-Spring 2024 - Proceedings",2024,nan,Duplicate,Already in database
2025-12-28,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,2024,10.1109/VTC2024-Spring62846.2024.10683127,Duplicate,Already in database
2025-12-28,A 3D Continuous-Space Electromagnetic Channel Model for 6G Tri-Polarized Multi-User Communications,2024,10.1109/TWC.2024.3453378,Unscreened,Scopus New (ID: O_ISAC_319)
2025-12-28,Bi-Static Sensing with 5G NR Physical Uplink Shared Channel Transmission,2024,10.1109/JCS61227.2024.10646307,Unscreened,Scopus New (ID: O_ISAC_320)
2025-12-28,Demonstration of Photonic Sub-THz ISAC System with Real-Time 251.03-Gbps Communication Rate and Offline 2.5-cm Sensing Resolution,2024,10.1109/ICOCN63276.2024.10648485,Duplicate,Already in database
2025-12-28,Meta-Backscatter: A New ISAC Paradigm for Battery-Free Internet of Things,2024,10.1109/MCOM.001.2300624,Unscreened,Scopus New (ID: O_ISAC_321)
2025-12-28,Simultaneous Near-Field THz Communications and Sensing with Full Duplex Metasurface Transceivers,2024,10.1109/SPAWC60668.2024.10694467,Unscreened,Scopus New (ID: O_ISAC_322)
2025-12-28,Joint Communication and Sensing Prospects: Potential Through Visible Light,2024,10.1109/CoBCom62281.2024.10631227,Duplicate,Already in database
2025-12-28,Optical Integrated Sensing and Communication with Light-Emitting Diode,2024,10.1109/ICCWorkshops59551.2024.10615407,Duplicate,Already in database
2025-12-28,Near-Space Communications: The Last Piece of 6G Space-Air-Ground-Sea Integrated Network Puzzle,2024,10.34133/space.0176,Unscreened,Scopus New (ID: O_ISAC_323)
2025-12-28,Integrated Distributed Sensing and Quantum Communication Networks,2024,10.34133/research.0416,Unscreened,Scopus New (ID: O_ISAC_324)
2025-12-28,Digital twins for resilient and reliable 6G networks,2024,10.1049/pbte109e_ch1,Unscreened,Scopus New (ID: O_ISAC_325)
2025-12-28,Cost-Effective Vector THz Signal Generation Technique Enabled by Photonic Frequency Multiplication and Probabilistic Shaping,2024,10.1007/978-981-97-3913-4_6,Unscreened,Scopus New (ID: O_ISAC_326)
2025-12-28,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,2024,10.1109/TMBMC.2024.3434545,Duplicate,Already in database
2025-12-28,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,2024,10.1109/LAWP.2024.3436914,Duplicate,Already in database
2025-12-28,Towards Efficient Confluent Edge Networks,2024,10.1109/EuCNC/6GSummit60053.2024.10597093,Duplicate,Already in database
2025-12-28,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,2024,10.46620/URSIATRASC24/MKTB3572,Duplicate,Already in database
2025-12-28,Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey,2024,10.1109/JIOT.2024.3430326,Unscreened,Scopus New (ID: O_ISAC_327)
2025-12-28,IRS-Assisted Integrated Localization and Communication for Multiuser mmWave Massive MIMO Systems,2024,10.1109/WCNC57260.2024.10571190,Unscreened,Scopus New (ID: O_ISAC_328)
2025-12-28,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,2024,10.1109/IPSN61024.2024.00053,Duplicate,Already in database
2025-12-28,A Subspace-Based Azimuth-Range-Doppler Estimator with Super-Resolution for OFDM Radar,2024,10.1109/RadarConf2458775.2024.10549590,Unscreened,Scopus New (ID: O_ISAC_329)
2025-12-28,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,2024,10.1109/JLT.2024.3415417,Duplicate,Already in database
2025-12-28,Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks,2024,10.1109/JIOT.2024.3414863,Duplicate,Already in database
2025-12-28,A Dual Linear-polarized Gap Waveguide Antenna Element for Radar and Communications at 77 GHz,2024,10.23919/EuCAP60739.2024.10501068,Unscreened,Scopus New (ID: O_ISAC_330)
2025-12-28,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,2024,10.1109/TIM.2024.3391338,Duplicate,Already in database
2025-12-28,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,2024,10.1109/TSP.2024.3383285,Duplicate,Already in database
2025-12-28,"Joint Sensing, Communication, and AI: A Trifecta for Resilient THz User Experiences",2024,10.1109/TWC.2024.3382192,Unscreened,Scopus New (ID: O_ISAC_331)
2025-12-28,Integrated Localization and Communication for IRS-Assisted Multi-User mmWave MIMO Systems,2024,10.1109/TCOMM.2024.3379399,Unscreened,Scopus New (ID: O_ISAC_332)
2025-12-28,ISAC-NET: Model-Driven Deep Learning for Integrated Passive Sensing and Communication,2024,10.1109/TCOMM.2024.3375818,Unscreened,Scopus New (ID: O_ISAC_333)
2025-12-28,UAV Detection Based on the Variance of Higher-Order Cumulants,2024,10.1109/TVT.2024.3370590,Unscreened,Scopus New (ID: O_ISAC_334)
2025-12-28,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network,2024,10.1109/TMTT.2024.3355936,Duplicate,Already in database
2025-12-28,Precision Agriculture: Ultra-Compact Sensor and Reconfigurable Antenna for Joint Sensing and Communication,2024,10.1109/TIM.2024.3350126,Unscreened,Scopus New (ID: O_ISAC_335)
2025-12-28,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication,2024,10.1109/ICC51166.2024.10622583,Duplicate,Already in database
2025-12-28,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,2024,10.1109/LCOMM.2023.3332658,Duplicate,Already in database
2025-12-28,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",2024,10.1109/COMST.2023.3327327,Duplicate,Already in database
2025-12-28,Resource Optimization for Delay Estimation in Perceptive Mobile Networks,2024,10.1109/LWC.2023.3325961,Unscreened,Scopus New (ID: O_ISAC_336)
2025-12-28,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,2024,10.1109/JLT.2023.3311645,Duplicate,Already in database
2025-12-28,Integrated Communication and Radar Detection Based-on Single Modulator at W-Band,2024,10.1109/ICICSP62589.2024.10809149,Unscreened,Scopus New (ID: O_ISAC_337)
2025-12-28,Collaborative Low-Altitude Air Traffic Control Under Communication Constraints in Integrated Sensing and Communication Networks,2024,10.1109/RADAR58436.2024.10993624,Unscreened,Scopus New (ID: O_ISAC_338)
2025-12-28,Recent Advancements and Challenges in Integrated Sensing and Communication in Optical Fiber,2024,10.1109/ICCT62411.2024.10946617,Duplicate,Already in database
2025-12-28,Enhancing Doppler Resilience for Integrated Sensing and Communication Systems through Low Ambiguity Zone Complementary Sequences,2024,10.1109/ICCT62411.2024.10946432,Unscreened,Scopus New (ID: O_ISAC_339)
2025-12-28,6G-EWOC: AI-Enhanced Fiber-Wireless Optical 6G Network in Support of Connected Mobility,2024,10.1109/CAMAD62243.2024.10942755,Unscreened,Scopus New (ID: O_ISAC_340)
2025-12-28,Generative AI Empowered LiDAR Point Cloud Generation with Multimodal Transformer,2024,10.1109/GLOBECOM52923.2024.10901692,Unscreened,Scopus New (ID: O_ISAC_341)
2025-12-28,Measurement-based Characterization of ISAC Channels with Distributed Beamforming at Dual mmWave Bands and with Human Body Scattering and Blockage,2024,10.1109/GLOBECOM52923.2024.10901219,Unscreened,Scopus New (ID: O_ISAC_342)
2025-12-28,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,2024,10.1109/GLOBECOM52923.2024.10901628,Duplicate,Already in database
2025-12-28,Transmit Beamforming and Array Steering Optimization for UAV-Aided Bistatic ISAC,2024,10.1109/GLOBECOM52923.2024.10900991,Unscreened,Scopus New (ID: O_ISAC_343)
2025-12-28,Joint Communication and Eavesdropper Detection on the Lossy Bosonic Channel,2024,10.1109/GLOBECOM52923.2024.10901161,Unscreened,Scopus New (ID: O_ISAC_344)
2025-12-28,LiDAR-Enabled Spatial Awareness for Beamforming in IRS-Assisted Wireless Communication System,2024,10.1109/ANTS63515.2024.10898544,Unscreened,Scopus New (ID: O_ISAC_345)
2025-12-28,Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems,2023,10.1109/JIOT.2023.3303137,Duplicate,Already in database
2025-12-28,Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,2023,10.1145/3638782.3638830,Unscreened,Scopus New (ID: O_ISAC_346)
2025-12-28,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,2023,10.1109/JLT.2023.3280388,Duplicate,Already in database
2025-12-28,Spectral-Efficient Frequency-Division Photonic Millimeter-Wave Integrated Sensing and Communication System Using Improved Sparse LFM Sub-Bands Fusion,2023,10.1109/JLT.2023.3265799,Unscreened,Scopus New (ID: O_ISAC_347)
2025-12-28,Integrated sensing and communication in an optical fibre,2023,10.1038/s41377-022-01067-1,Unscreened,Scopus New (ID: O_ISAC_348)
2025-12-28,Visible Light Integrated Positioning and Communication: A Multi-Task Federated Learning Framework,2023,10.1109/TMC.2022.3207164,Duplicate,Already in database
2025-12-28,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,2023,10.1109/JSTQE.2023.3276903,Duplicate,Already in database
2025-12-28,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,2023,10.1109/TMTT.2023.3267546,Unscreened,Scopus New (ID: O_ISAC_349)
2025-12-28,Integrated Nitride optoelectronic chip for motion detection and visible light communication; 运动探测及可见光通信一体化氮化物光电子芯片,2023,10.37188/CO.2023-0028,Unscreened,Scopus New (ID: O_ISAC_350)
2025-12-28,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,2023,10.1016/j.optcom.2023.129484,Unscreened,Scopus New (ID: O_ISAC_351)
2025-12-28,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,2023,10.1109/JLT.2023.3273268,Duplicate,Already in database
2025-12-28,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,2023,10.1109/JSSC.2023.3237462,Duplicate,Already in database
2025-12-28,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,2023,10.1109/LCOMM.2023.3270184,Duplicate,Already in database
2025-12-28,Broadband Photon-Assisted Terahertz Communication and Sensing,2023,10.1109/JLT.2023.3252821,Duplicate,Already in database
2025-12-28,Integrated Sensing and Communications With Joint Beam-Squint and Beam-Split for mmWave/THz Massive MIMO,2023,10.1109/TCOMM.2023.3252584,Unscreened,Scopus New (ID: O_ISAC_352)
2025-12-28,"A Primer on Rate-Splitting Multiple Access: Tutorial, Myths, and Frequently Asked Questions",2023,10.1109/JSAC.2023.3242718,Unscreened,Scopus New (ID: O_ISAC_353)
2025-12-28,Integrated Sensing and Communication Chip Based on III-Nitride for Motion Detection,2023,10.1021/acsomega.3c00521,Unscreened,Scopus New (ID: O_ISAC_354)
2025-12-28,Signal Processing Techniques for 6G,2023,10.1007/s11265-022-01827-7,Unscreened,Scopus New (ID: O_ISAC_355)
2025-12-28,Joint Visible Light Sensing and Communication Using m-CAP Modulation,2023,10.1109/TBC.2022.3201649,Duplicate,Already in database
2025-12-28,Remote Phase-Shift LiDAR With Communication,2023,10.1109/TCOMM.2023.3233962,Duplicate,Already in database
2025-12-28,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,2023,10.1049/icp.2023.2658,Unscreened,Scopus New (ID: O_ISAC_356)
2025-12-28,A Super-resolution Algorithm Based on Beam Improvement for Angle Estimation in Multipath Environments,2023,10.1109/APCAP59480.2023.10470154,Unscreened,Scopus New (ID: O_ISAC_357)
2025-12-28,GLOBECOM 2023 - 2023 IEEE Global Communications Conference,2023,nan,Duplicate,Already in database
2025-12-28,Exploiting IRS for Location Sensing and Signal Demodulation in mmWave MIMO Systems,2023,10.1109/WCSP58612.2023.10405322,Unscreened,Scopus New (ID: O_ISAC_358)
2025-12-28,Photonic integrated wireless communication and sensing with OFDM modulation,2023,10.1117/12.3021938,Unscreened,Scopus New (ID: O_ISAC_359)
2025-12-28,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,2023,10.23919/WiOpt58741.2023.10349823,Duplicate,Already in database
2025-12-28,Monolithic III-Nitride Photonic Circuit for Integrated Sensing and Communication System,2023,10.1109/SSLChinaIFWS60785.2023.10399712,Unscreened,Scopus New (ID: O_ISAC_360)
2025-12-28,Integrated Super-Resolution Sensing and Communication with 5G NR Waveform: Signal Processing with Uneven CPs and Experiments,2023,10.23919/WiOpt58741.2023.10349843,Unscreened,Scopus New (ID: O_ISAC_361)
2025-12-28,A Beam-Scannable Photonic THz-ISAC System Based on Risley Prisms,2023,10.1109/ACP/POEM59049.2023.10368958,Unscreened,Scopus New (ID: O_ISAC_362)
2025-12-28,Terahertz Photonics in Radar and ISAC Applications,2023,10.1109/ACP/POEM59049.2023.10368967,Unscreened,Scopus New (ID: O_ISAC_363)
2025-12-28,Simultaneous Demodulation and Channel Sensing Using IR-UWB Signals,2023,10.1109/GLOBECOM54140.2023.10437359,Unscreened,Scopus New (ID: O_ISAC_364)
2025-12-28,Integrating Passive Bistatic Sensing into mmWave B5G/6G Networks: Design and Experiment Measurement,2023,10.1109/ICC45041.2023.10279065,Unscreened,Scopus New (ID: O_ISAC_365)
2025-12-28,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,2023,10.1109/PIMRC56721.2023.10294057,Duplicate,Already in database
2025-12-28,AmBC-Aided Integrated Sensing and Communication Systems for V2X Networks,2023,10.1109/ICCWorkshops57953.2023.10283525,Unscreened,Scopus New (ID: O_ISAC_366)
