study_id,study_citation_key,report_id,screening_record_id,report_citation_key,report_citation_command,report_evidence_role,report_relation_code,report_role,title,authors,year,venue,doi,source_url,document_type,extracted_evidence_row_count,extracted_metric_row_count,governed_tradeoff_row_count,report_specific_guardrail_metric_count,pending_human_token_count_all_statuses,pending_human_token_resolved_or_approved_count,unresolved_pending_human_row_count,unresolved_pending_human_row_count_companion_lineage_gate,synthesis_use_gate,provenance_status,provenance_note
STC-FRDM-POLARIZATION-SENSING-2025-2026,OISAC_SCR00220,RPT-SCR-00592-01,SCR-00592,OISAC_SCR00592,\cite{OISAC_SCR00592},supplementary_source,RPT02,conference_companion_report,Integration of In-band Polarization-Based Sensing and Communication via Fraction Domain Multiplexing,Wang Y.; Wang L.; Li Y.; Yu C.; Tang M.; Wei Z.,2025,"Asia Communications and Photonics Conference, ACP",10.1109/acp66871.2025.11350917,https://doi.org/10.1109/acp66871.2025.11350917,Conference paper,2,4,1,2,3,0,2,0,report_specific_guardrail,complete,"Source SCR-00592 supplies 2 evidence, 4 metric, and 1 governed tradeoff rows; use gate: report_specific_guardrail."
STC-ICP-RL-HLLB-3650KM-2024-2025,OISAC_SCR01100,RPT-SCR-01100-01,SCR-01100,OISAC_SCR01100,\cite{OISAC_SCR01100},primary_source,RPT02,companion_report,Simultaneous Transmission and Sensing Emulation Using Interconnected Counter-Propagating Recirculating Loops,J. Wu; Z. Liu; L. Liu; H. Ji; W. Shieh,2025,2025 European Conference on Optical Communications (ECOC),10.1109/ecoc66593.2025.11262977,https://doi.org/10.1109/ecoc66593.2025.11262977,IEEE Conferences,12,24,3,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01100 supplies 12 evidence, 24 metric, and 3 governed tradeoff rows; use gate: eligible_with_study_context."
STC-III-NITRIDE-MOTION-VLC-2023,OISAC_SCR00763,RPT-SCR-00763-01,SCR-00763,OISAC_SCR00763,\cite{OISAC_SCR00763},primary_source,RPT02,primary_report,Integrated Sensing and Communication Chip Based on III-Nitride for Motion Detection,Li X.; Han M.; Chen M.; Li Y.; Qin F.; Zhu G.; Wang L.; Wang Y.,2023,ACS Omega,10.1021/acsomega.3c00521,https://doi.org/10.1021/acsomega.3c00521,Article,9,13,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00763 supplies 9 evidence, 13 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-III-NITRIDE-MOTION-VLC-2023,OISAC_SCR00763,RPT-SCR-00619-01,SCR-00619,OISAC_SCR00619,\cite{OISAC_SCR00619},supplementary_source,RPT02,companion_report,Integrated Nitride optoelectronic chip for motion detection and visible light communication; [运动探测及可见光通信一体化氮化物光电子芯片],Feng X.-X.; Han M.-Y.; Chen M.-P.; Fang Q.; Wang Y.-J.; Li X.,2023,Chinese Optics,10.37188/co.2023-0028,https://doi.org/10.37188/co.2023-0028,Article,10,16,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00619 supplies 10 evidence, 16 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-LED-OISAC-2024-2025,OISAC_SCR00901,RPT-SCR-00901-01,SCR-00901,OISAC_SCR00901,\cite{OISAC_SCR00901},primary_source,RPT02,journal_version,Optical Integrated Sensing and Communication With Light-Emitting Diode,R. Zhang; Y. Shao; M. Li; L. Lu; Y. C. Eldar,2025,IEEE Internet of Things Journal,10.1109/jiot.2024.3523045,https://doi.org/10.1109/jiot.2024.3523045,IEEE Journals,13,30,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00901 supplies 13 evidence, 30 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-MMW-OFDM-PENG-2023-2024,OISAC_SCR00889,RPT-SCR-00889-01,SCR-00889,OISAC_SCR00889,\cite{OISAC_SCR00889},primary_source,RPT02,journal_version,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,Peng L.; Yin M.; Zou D.; Yang N.; Xiao Y.; Li F.,2024,Optics Express,10.1364/oe.525854,https://doi.org/10.1364/oe.525854,Article,11,25,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00889 supplies 11 evidence, 25 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-MMW-OFDM-PENG-2023-2024,OISAC_SCR00889,RPT-SCR-00900-01,SCR-00900,OISAC_SCR00900,\cite{OISAC_SCR00900},supplementary_source,RPT02,conference_version,A Photonics-aided MMW OFDM Joint Radar and Communication System with Velocity Accuracy Improvement,Peng L.; Luo D.; Xiao Y.; Li F.,2023,"APSCON 2023 - IEEE Applied Sensing Conference, Symposium Proceedings",10.1109/apscon56343.2023.10101228,https://doi.org/10.1109/apscon56343.2023.10101228,Conference paper,4,12,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00900 supplies 4 evidence, 12 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,OISAC_SCR00988,RPT-SCR-00988-01,SCR-00988,OISAC_SCR00988,\cite{OISAC_SCR00988},primary_source,RPT02,journal_version,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,Z. Lyu; L. Zhang; H. Zhang; Z. Yang; C. Zhang; H. Yang; N. Li; V. Bobrovs; O. Ozolins; X. Pang; G. Liu; X. Yu,2024,Journal of Lightwave Technology,10.1109/jlt.2024.3392282,https://doi.org/10.1109/jlt.2024.3392282,IEEE Journals,14,25,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00988 supplies 14 evidence, 25 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,OISAC_SCR00988,RPT-SCR-00440-01,SCR-00440,OISAC_SCR00440,\cite{OISAC_SCR00440},supplementary_source,RPT02,conference_version,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,Lyu Z.; Lu Z.; Yang Z.; Zhang H.; Zhang C.; Yang H.; Li N.; Bobrovs V.; Ozolins O.; Pang X.; Yu X.,2023,IET Conference Proceedings,10.1049/icp.2023.2658,https://doi.org/10.1049/icp.2023.2658,Conference paper,2,1,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00440 supplies 2 evidence, 1 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-OCDM-THZ-OVER-FIBER-2024-2025,OISAC_SCR00993,RPT-SCR-00993-01,SCR-00993,OISAC_SCR00993,\cite{OISAC_SCR00993},primary_source,RPT02,journal_version,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,L. Li; L. Zhang; H. Zhang; Z. Lyu; Z. Yang; X. Pang; V. Bobrovs; O. Ozolins; H. Zhao; F. Li; C. Zhang; X. Yu,2024,Journal of Lightwave Technology,10.1109/jlt.2023.3311645,https://doi.org/10.1109/jlt.2023.3311645,IEEE Journals,12,25,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00993 supplies 12 evidence, 25 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-OCDM-THZ-OVER-FIBER-2024-2025,OISAC_SCR00993,RPT-SCR-01149-01,SCR-01149,OISAC_SCR01149,\cite{OISAC_SCR01149},supplementary_source,RPT02,conference_version,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,L. Li; L. Zhang; H. Zhang; Z. Lyu; Z. Yang; C. Zhang; X. Yu,2023,2023 Opto-Electronics and Communications Conference (OECC),10.1109/oecc56963.2023.10209717,https://doi.org/10.1109/oecc56963.2023.10209717,IEEE Conferences,3,1,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01149 supplies 3 evidence, 1 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-ODDM-PHOTONIC-MMW-2024-2025,OISAC_SCR00973,RPT-SCR-00973-01,SCR-00973,OISAC_SCR00973,\cite{OISAC_SCR00973},primary_source,RPT02,journal_version,Photonics-Assisted mmWave Integrated Sensing and Communication System Enabled by ODDM Waveform,Y. Wang; W. Lu; Y. Song; J. Yu,2026,IEEE Transactions on Microwave Theory and Techniques,10.1109/tmtt.2025.3648450,https://doi.org/10.1109/tmtt.2025.3648450,IEEE Journals,15,34,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00973 supplies 15 evidence, 34 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-ODDM-PHOTONIC-MMW-2024-2025,OISAC_SCR00973,RPT-SCR-01005-01,SCR-01005,OISAC_SCR01005,\cite{OISAC_SCR01005},supplementary_source,RPT02,conference_version,Experimental Demonstration of a Photonics-Assisted mmWave ISAC System Using ODDM Waveform,Y. Wang; W. Lu; Y. Song,2026,2026 Optical Fiber Communications Conference and Exhibition (OFC),,https://ieeexplore.ieee.org/document/11524336,IEEE Conferences,2,2,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01005 supplies 2 evidence, 2 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-OPA-OWISAC-BEAMFORMING-2024-2025,OISAC_SCR00940,RPT-SCR-00940-01,SCR-00940,OISAC_SCR00940,\cite{OISAC_SCR00940},primary_source,RPT02,journal_version,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,Y. Wen; F. Yang; J. Song; Z. Han,2025,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3559254,https://doi.org/10.1109/twc.2025.3559254,IEEE Journals,13,25,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00940 supplies 13 evidence, 25 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-OPA-OWISAC-BEAMFORMING-2024-2025,OISAC_SCR00940,RPT-SCR-00945-01,SCR-00945,OISAC_SCR00945,\cite{OISAC_SCR00945},supplementary_source,RPT02,conference_version,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array,Y. Wen; F. Yang; J. Song; Z. Han,2025,ICC 2025 - IEEE International Conference on Communications,10.1109/icc52391.2025.11160979,https://doi.org/10.1109/icc52391.2025.11160979,IEEE Conferences,4,5,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00945 supplies 4 evidence, 5 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-REALTIME-BIDIR-DMT-THZ-2024-2026,OISAC_SCR01054,RPT-SCR-01054-01,SCR-01054,OISAC_SCR01054,\cite{OISAC_SCR01054},primary_source,RPT02,journal_version,Real-Time Integrated Sensing with 5.08 mm Range Resolution and 15.5 Gbps Bidirectional Wireless Communication Over a 270-Meter Outdoor Photonic-Assisted Terahertz Link,Q. Wang; W. Zhou; S. Xu; S. Wang; J. Zhang; X. Lu; J. Chen; C. Bian; J. Lin; J. Ge; Z. Ou; T. Wang; Y. Ma; T. Zhang; W. Li; K. Wang; J. Yu,2026,IEEE Photonics Journal,10.1109/jphot.2026.3695349,https://doi.org/10.1109/jphot.2026.3695349,IEEE Journals,12,20,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01054 supplies 12 evidence, 20 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-REALTIME-BIDIR-DMT-THZ-2024-2026,OISAC_SCR01054,RPT-SCR-01065-01,SCR-01065,OISAC_SCR01065,\cite{OISAC_SCR01065},supplementary_source,RPT02,conference_version,Real-time Integrated 1.37 Centimetres Range Resolution and 15.5 Gbps Communication in Long-rang Bidirectional Photonic-assisted Terahertz Band System,Q. Wang; W. Zhou; J. Zhang; J. Ge; S. Xu; S. Wang; X. Lu; J. Chen; C. Bian; X. Yang; W. Li; K. Wang; J. Yu,2025,2025 European Conference on Optical Communications (ECOC),10.1109/ecoc66593.2025.11263106,https://doi.org/10.1109/ecoc66593.2025.11263106,IEEE Conferences,4,1,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01065 supplies 4 evidence, 1 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-REALTIME-BIDIR-DMT-THZ-2024-2026,OISAC_SCR01054,RPT-SCR-01184-01,SCR-01184,OISAC_SCR01184,\cite{OISAC_SCR01184},supplementary_source,RPT02,companion_report,Real-time integrated 2.04 cm range resolution and 16.14-Gbps bidirectional wireless communication in photonic-assisted millimeter wave band system over 100 m,Qihang WangWen ZhouJie ZhangJingtao GeSicong XuSiqi WangXin LuJiali ChenChengzhen BianXiongwei YangWeiping LiKaihui WangJianjun Yu,2026,Science China Information Sciences,10.1007/s11432-025-4704-9,https://doi.org/10.1007/s11432-025-4704-9,Article,4,1,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01184 supplies 4 evidence, 1 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SELF-HOMODYNE-MCF-OFDR-2024-2025,OISAC_SCR01015,RPT-SCR-01015-01,SCR-01015,OISAC_SCR01015,\cite{OISAC_SCR01015},primary_source,RPT02,journal_version,Integrated Sensing and Communication in Self-Homodyne MCF Transmission Systems With Linear Frequency Modulation,B. Yin; S. Chen; H. He; Y. Li; M. Zhang; Y. Shi; Z. Zhao; M. Tang,2026,Journal of Lightwave Technology,10.1109/jlt.2026.3669555,https://doi.org/10.1109/jlt.2026.3669555,IEEE Journals,13,21,4,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01015 supplies 13 evidence, 21 metric, and 4 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SELF-HOMODYNE-MCF-OFDR-2024-2025,OISAC_SCR01015,RPT-SCR-00984-01,SCR-00984,OISAC_SCR00984,\cite{OISAC_SCR00984},supplementary_source,RPT02,conference_version,LFM Carrier Enabled Integrated Sensing and Communication in Self-homodyne Coherent Detection Transmission System,S. Chen; B. Yin; H. He; Y. Shi; M. Zhang; Z. Zhao; M. Tang,2025,2025 European Conference on Optical Communications (ECOC),10.1109/ecoc66593.2025.11262927,https://doi.org/10.1109/ecoc66593.2025.11262927,IEEE Conferences,4,2,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00984 supplies 4 evidence, 2 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SEVENCORE-COMB-SH-DAS-2024-2025,OISAC_SCR00346,RPT-SCR-00346-01,SCR-00346,OISAC_SCR00346,\cite{OISAC_SCR00346},primary_source,RPT02,journal_version,Integrating High-Capacity Self-Homodyne Transmission and High-Sensitivity Dual-Pulse ϕ-OTDR with an EO Comb over a 7-Core Fiber,Liu X.; Zhang C.; Zou Y.; Chen Z.; Hu W.; He X.; Xie X.,2026,Photonics,10.3390/photonics13030261,https://doi.org/10.3390/photonics13030261,Article,13,11,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00346 supplies 13 evidence, 11 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SEVENCORE-COMB-SH-DAS-2024-2025,OISAC_SCR00346,RPT-SCR-01031-01,SCR-01031,OISAC_SCR01031,\cite{OISAC_SCR01031},supplementary_source,RPT02,conference_version,EO comb Enabled 10.56 Tbit/s Self-Homodyne Transmission and Enhanced ϕ-OTDR for ISAC with a 7-Core Fiber,X. Liu; C. Zhang; Y. Zou; Z. Chen; W. Hu; X. He; X. Xie,2025,2025 Asia Communications and Photonics Conference (ACP),10.1109/acp66871.2025.11349820,https://doi.org/10.1109/acp66871.2025.11349820,IEEE Conferences,3,0,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01031 supplies 3 evidence, 0 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SF-LFM-OFDM-THZ-2025-2026,OISAC_SCR00978,RPT-SCR-00978-01,SCR-00978,OISAC_SCR00978,\cite{OISAC_SCR00978},primary_source,RPT02,journal_version,Photonics-Aided THz Integrated Sensing and Communication System Based on a Time-Frequency Efficient SF-LFM-OFDM Waveform,J. Zhang; M. Lei; M. Zhu; J. Ding; H. Liu; Q. Zhong; L. Zhang; B. Hua; Y. Cai; J. Zhang; X. Chen; S. Zhu; J. Yu,2026,IEEE Transactions on Microwave Theory and Techniques,10.1109/tmtt.2026.3696308,https://doi.org/10.1109/tmtt.2026.3696308,IEEE Early Access Articles,12,22,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00978 supplies 12 evidence, 22 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SF-LFM-OFDM-THZ-2025-2026,OISAC_SCR00978,RPT-SCR-01019-01,SCR-01019,OISAC_SCR01019,\cite{OISAC_SCR01019},supplementary_source,RPT02,conference_version,Photonics-assisted THz ISAC System Based on A Time-Frequency Efficient SF-LFM-OFDM Waveform,M. Lei; J. Zhang; J. Ding; M. Zhu; H. Liu; Q. Zhong; L. Zhang; B. Hua; Y. Cai; J. Zhang; X. Chen; S. Zhu; J. Yu,2026,2026 Optical Fiber Communications Conference and Exhibition (OFC),,https://ieeexplore.ieee.org/document/11525205,IEEE Conferences,5,14,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-01019 supplies 5 evidence, 14 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00001,OISAC_SCR00001,RPT-SCR-00001-01,SCR-00001,OISAC_SCR00001,\cite{OISAC_SCR00001},primary_source,none,standalone_primary_report,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,Xia Y.; Zhang J.; Guo T.; Wang H.; Geng C.; Zhu Y.; Han R.; Yang Y.; Song G.; Wan X.; Li G.; Chen Y.,2025,Advanced Functional Materials,10.1002/adfm.202412813,https://doi.org/10.1002/adfm.202412813,Article,15,8,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00001 supplies 15 evidence, 8 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00002,OISAC_SCR00002,RPT-SCR-00002-01,SCR-00002,OISAC_SCR00002,\cite{OISAC_SCR00002},primary_source,none,standalone_primary_report,Integrated Optical Sensing and Communication (IOSAC) System Based on Hybrid-Waveguide Structures,Ou X.; Qiu Y.; Luo M.; Li J.; He X.; Gao J.; Sun F.; Zhang P.; Yang G.; Du A.; Li B.; Liu Z.; Li Z.; Xie L.; Xiao X.; Luo J.; Wang W.; Tao J.; Yang Y.,2024,Advanced Materials Technologies,10.1002/admt.202300998,https://doi.org/10.1002/admt.202300998,Article,13,6,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00002 supplies 13 evidence, 6 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00007,OISAC_SCR00007,RPT-SCR-00007-01,SCR-00007,OISAC_SCR00007,\cite{OISAC_SCR00007},primary_source,none,standalone_primary_report,OFDM-based optical integrated sensing and communication framework using embedded pilot subcarriers,Ahmed M.F.; Mondal R.U.; Kabir M.; Rahman A.M.A.,2026,Optics Continuum,10.1364/optcon.595843,https://doi.org/10.1364/optcon.595843,Article,66,6,2,2,0,0,0,0,report_specific_guardrail,complete,"Source SCR-00007 supplies 66 evidence, 6 metric, and 2 governed tradeoff rows; use gate: report_specific_guardrail."
STC-SINGLETON-SCR-00008,OISAC_SCR00008,RPT-SCR-00008-01,SCR-00008,OISAC_SCR00008,\cite{OISAC_SCR00008},primary_source,none,standalone_primary_report,Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited],Liu F.; Zhu G.; Zhou X.,2026,Chinese Optics Letters,10.3788/col202624.030006,https://doi.org/10.3788/col202624.030006,Article,50,32,3,10,0,0,0,0,report_specific_guardrail,complete,"Source SCR-00008 supplies 50 evidence, 32 metric, and 3 governed tradeoff rows; use gate: report_specific_guardrail."
STC-SINGLETON-SCR-00009,OISAC_SCR00009,RPT-SCR-00009-01,SCR-00009,OISAC_SCR00009,\cite{OISAC_SCR00009},primary_source,none,standalone_primary_report,Optical integrated sensing and communication (O-ISAC): A unified framework for 6G and AI-Powered intelligent networks,Bansal A.; Bhatnagar A.; Sharma V.; Sharma N.,2026,Journal of Optical Communications,10.1515/joc-2026-0007,https://doi.org/10.1515/joc-2026-0007,Article,11,4,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00009 supplies 11 evidence, 4 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
