Title,Authors,DOI,DOI link,Venue,Citation count,Year,Filename
Active RIS-Assisted Integrated Sensing and Communication Systems: Joint Receive-Transmit Beamforming and Reflection Design,"Yuantong Zhang, Junzhe Lin, Yifeng Zhao, Lianfen Huang, Zhibin Gao, Guozhen Xu",10.1109/VTC2024-Fall63153.2024.10758062,https://doi.org/10.1109/VTC2024-Fall63153.2024.10758062,2024 IEEE 100th Vehicular Technology Conference (VTC2024-Fall),1,2024,-
Cross-Domain Learning Framework for Tracking Users in RIS-Aided Multi-Band ISAC Systems With Sparse Labeled Data,"Jingzhi Hu, Dusist Niyato, Jun Luo",10.1109/JSAC.2024.3414600,https://doi.org/10.1109/JSAC.2024.3414600,IEEE Journal on Selected Areas in Communications,2,2024,-
RIS-Assisted ISAC Systems for Robust Secure Transmission With Imperfect Sense Estimation,"Chengjun Jiang, Chensi Zhang, Chongwen Huang, Jianhua Ge, D. Niyato, Chau Yuen",10.1109/TWC.2025.3534439,https://doi.org/10.1109/TWC.2025.3534439,IEEE Transactions on Wireless Communications,3,2025,-
"Reconfigurable Intelligent Surface Assisted Integrated Sensing, Communication and Computation Systems","Jiahua Wan, Hong Ren, Cunhua Pan, Zhiyuan Yu, Zhenkun Zhang, Yang Zhang",10.1109/ICASSPW62465.2024.10626004,https://doi.org/10.1109/ICASSPW62465.2024.10626004,"2024 IEEE International Conference on Acoustics, Speech, and Signal Processing Workshops (ICASSPW)",9,2024,-
A Hierarchical Deep Reinforcement Learning Approach for Throughput Maximization in Reconfigurable Intelligent Surface-Aided Unmanned Aerial Vehicle–Integrated Sensing and Communication Network,"Haitao Chen, Jiansong Miao, Ruisong Wang, Hao Li, Xiaodan Zhang",10.3390/drones8120717,https://doi.org/10.3390/drones8120717,Drones,2,2024,-
Beamforming Design for RIS-aided ISAC: Maximizing Weighted Sum of SCNR and SINR,"Jinming Zhang, Chenhao Qi",10.1109/GLOBECOM52923.2024.10901716,https://doi.org/10.1109/GLOBECOM52923.2024.10901716,Global Communications Conference,0,2024,-
Deep Reinforcement Learning for Active RIS-Assisted Full-Duplex Integrated Sensing and Communication Systems,"Bingxin Zhang, Kang Zheng, Chao Tong, Kun Yang, Kang Yan",10.1109/TrustCom63139.2024.00373,https://doi.org/10.1109/TrustCom63139.2024.00373,"International Conference on Trust, Security and Privacy in Computing and Communications",0,2024,-
Research on the Development of 6G Intelligent Reconfigurable Surface Technology Oriented Based on Patent Analysis,Yufang Ma,10.63385/spij.v1.i1.71,https://doi.org/10.63385/spij.v1.i1.71,国际科技促进 International Science &amp; Technology Advancement,0,2025,-
RIS-Aided Integrated Sensing and Communication Systems: STAR-RIS Versus Passive RIS?,"Prajwalita Saikia, Anand Jee, Keshav Singh, Cunhua Pan, Wan-Jen Huang, Theodoros A. Tsiftsis",10.1109/OJCOMS.2024.3515933,https://doi.org/10.1109/OJCOMS.2024.3515933,IEEE Open Journal of the Communications Society,5,2024,-
Joint Beamforming Design and Sensing in Satellite and RIS-Enhanced Terrestrial Networks: A Federated Learning Approach,"S. Pala, Keshav Singh, Chih-Peng Li, O. Dobre, T. Duong",10.1109/tccn.2025.3526781,https://doi.org/10.1109/tccn.2025.3526781,IEEE Transactions on Cognitive Communications and Networking,5,2025,-
Sensing for Communication: RIS-Assisted ISAC Coordination Gain Enhancement With Imperfect CSI,"Xiaohui Li, Qi Zhu, Yunpei Chen, Chadi Assi, Yifei Yuan",10.1109/twc.2025.3564632,https://doi.org/10.1109/twc.2025.3564632,IEEE Transactions on Wireless Communications,0,2025,-
Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey,"Pan Tang, Yue Yin, Yu Tong, Shuo Liu, Linchao Li, Tao Jiang, Qixing Wang, Mingzhe Chen",10.1109/JIOT.2024.3430326,https://doi.org/10.1109/JIOT.2024.3430326,IEEE Internet of Things Journal,8,2024,-
Active RIS-Aided ISAC Systems: Beamforming Design and Performance Analysis,"Zhiyuan Yu, Hong Ren, Cunhua Pan, Gui Zhou, Boshi Wang, M. Dong, Jiangzhou Wang",10.1109/TCOMM.2023.3332856,https://doi.org/10.1109/TCOMM.2023.3332856,IEEE Transactions on Communications,0,2023,-
RIS-Assisted Integrated Sensing and Communication System With Physical Layer Security Enhancement by DRL Approach,"Peng Jiang, Xiaowen Cao, Yejun He, Xianxin Song, Zhonghao Lyu",10.1109/VTC2024-Spring62846.2024.10683048,https://doi.org/10.1109/VTC2024-Spring62846.2024.10683048,IEEE Vehicular Technology Conference,3,2024,-
Low Dynamic Range for RIS-Aided Bistatic Integrated Sensing and Communication,"Ahmad Bazzi, Marwa Chafii",10.1109/JSAC.2025.3531533,https://doi.org/10.1109/JSAC.2025.3531533,IEEE Journal on Selected Areas in Communications,16,2024,-
Joint Location and Beamforming Design for Energy Efficient STAR-RIS-Aided ISAC Systems,"Qin Zhang, Han Wu, Hai Li, Zhengyu Song, Shujuan Hou",10.1109/LCOMM.2024.3503754,https://doi.org/10.1109/LCOMM.2024.3503754,IEEE Communications Letters,1,2025,-
"Integrated 6G TN and NTN Localization: Challenges, Opportunities, and Advancements","Sharief Saleh, Pinjun Zheng, Xingyong Liu, Hui Chen, M. F. Keskin, Basuki Priyanto, Martin Beale, Yasaman Ettefagh, Gonzalo Seco-Granados, Tareq Y. Al-Naffouri, Henk Wymeersch",10.1109/MCOMSTD.2025.3569014,https://doi.org/10.1109/MCOMSTD.2025.3569014,IEEE Communications Standards Magazine,3,2025,-
Reconfigurable Planar Huygens' Metasurface for Wide Beamforming,"Sangmin Lee, Sangjo Choi",10.1002/admt.202402131,https://doi.org/10.1002/admt.202402131,Advanced Materials & Technologies,0,2025,-
Backscatter-Enabled RIS-Assisted NOMA ISAC,"Faraz Nassar, Keshav Singh, S. Prakriya, S. Singh, Chih-Peng Li, Zhiguo Ding",10.1109/ICCWorkshops59551.2024.10615833,https://doi.org/10.1109/ICCWorkshops59551.2024.10615833,2024 IEEE International Conference on Communications Workshops (ICC Workshops),1,2024,-
RIS-Assisted Communication Radar Coexistence: Joint Beamforming Design and Analysis,"Yinghui He, Yunlong Cai, Hao Mao, Guanding Yu",10.1109/jsac.2022.3155507,https://doi.org/10.1109/jsac.2022.3155507,IEEE Journal on Selected Areas in Communications,143,2022,-
CsiNet-Former Network for Bilateral User 3D Localization in STAR-RIS-Assisted MISO Systems,"Jianzheng Li, Weijiang Wang, Rongkun Jiang, Shihan Huang",10.1109/GCWkshps58843.2023.10464850,https://doi.org/10.1109/GCWkshps58843.2023.10464850,2023 IEEE Globecom Workshops (GC Wkshps),1,2023,-
Uplink Sensing and Localization in RIS-Assisted MISO-OFDM Systems via Newton-Refined MLE,"Ural Mutlu, Y. Kabalcı",10.1109/GPECOM65896.2025.11061852,https://doi.org/10.1109/GPECOM65896.2025.11061852,"Global Power, Energy and Communication Conference",0,2025,-
Joint Active and Passive Beamforming Design for Secure RIS-Aided ISAC System,"Jianglin Ye, Jianxin Dai, Cunhua Pan, Kezhi Wang, Jingjing Li",10.1109/LWC.2025.3528080,https://doi.org/10.1109/LWC.2025.3528080,IEEE Wireless Communications Letters,3,2025,-
The Interplay of DMA and RIS for Near-Field Integrated Sensing and Symbiotic Radio Systems,"Zhengyu Zhu, Mengke Ning, Gangcan Sun, Zheng Chu, Peijia Liu, Bo Ai, Inkyu Lee",10.1109/JIOT.2025.3570012,https://doi.org/10.1109/JIOT.2025.3570012,IEEE Internet of Things Journal,0,2025,-
Reconfigurable Intelligent Surface Assisted NOMA Empowered Integrated Sensing and Communication,"Jia-kuo Zuo, Yuanwei Liu",10.1109/GCWkshps56602.2022.10008704,https://doi.org/10.1109/GCWkshps56602.2022.10008704,2022 IEEE Globecom Workshops (GC Wkshps),10,2022,-
STAR-RIS Enabled ISAC Systems: Joint Rate Splitting and Beamforming Optimization,"Yuan Liu, Ruichen Zhang, Ruihong Jiang, Yongdong Zhu, Huimin Hu, Qiang Ni, Zesong Fei, D. Niyato",10.48550/arXiv.2411.09154,https://doi.org/10.48550/arXiv.2411.09154,arXiv.org,0,2024,-
RIS-Assisted Joint Waveform Design for PAPR-Aware AAV-Enabled Integrated Sensing and Communication,"Meng Gu, Yaxi Liu, Boxin He, Huangfu Wei, Keping Long",10.1109/TVT.2025.3543634,https://doi.org/10.1109/TVT.2025.3543634,IEEE Transactions on Vehicular Technology,1,2025,-
Sionna RT: Differentiable Ray Tracing for Radio Propagation Modeling,"J. Hoydis, Fayccal Ait Aoudia, Sebastian Cammerer, Merlin Nimier-David, Nikolaus Binder, Guillermo Marcus, Alexander Keller",10.1109/GCWkshps58843.2023.10465179,https://doi.org/10.1109/GCWkshps58843.2023.10465179,2023 IEEE Globecom Workshops (GC Wkshps),92,2023,-
Covert Beamforming Design for Active RIS-Assisted NOMA-ISAC Systems,"Peng Chen, Fengcheng Xiao, Liang Yang, Theodoros A. Tsiftsis, Hongwu Liu",10.1109/GCWkshps58843.2023.10464669,https://doi.org/10.1109/GCWkshps58843.2023.10464669,2023 IEEE Globecom Workshops (GC Wkshps),5,2023,-
An Integrated Sensing and Communication Architecture using Reconfigurable Intelligent Surfaces for 6G Wireless Networks,"Baiyang Liu, Jinyu Wu, Qingfeng Zhang, Hang Wong",10.1109/GSMM61775.2024.10553124,https://doi.org/10.1109/GSMM61775.2024.10553124,2024 15th Global Symposium on Millimeter-Waves & Terahertz (GSMM),0,2024,-
Optimizing Hybrid RIS-Aided ISAC Systems in V2X Networks: A Deep Reinforcement Learning Method for Anti-Eavesdropping Techniques,"Yu Yao, Zhixing Zhu, Pu Miao, Xu Cheng, Feng Shu, Jiangzhou Wang",10.1109/TVT.2025.3538471,https://doi.org/10.1109/TVT.2025.3538471,IEEE Transactions on Vehicular Technology,3,2025,-
Reconfigurable Intelligent Surface Enabled Cognitive Radio Networks,"Vishwas Srivastava, Binod Prasad",10.1109/SPICES62143.2024.10779647,https://doi.org/10.1109/SPICES62143.2024.10779647,"2024 IEEE International Conference on Signal Processing, Informatics, Communication and Energy Systems (SPICES)",1,2024,-
All-Optical Computing for Super-Resolution Direction of Arrival Estimation,"Sheng Gao, Hang Chen, Haiou Zhang, Zhi Sun, Yuan Shen, Xing Lin",10.1109/ACP/IPOC63121.2024.10809945,https://doi.org/10.1109/ACP/IPOC63121.2024.10809945,Asia Communications and Photonics conference and Exhibition,0,2024,-
STAR-RIS Aided Integrated Sensing and Communication Over High Mobility Scenario,"Muye Li, Shunde Zhang, Yao Ge, Zan Li, Feifei Gao, Pingzhi Fan",10.1109/TCOMM.2024.3381725,https://doi.org/10.1109/TCOMM.2024.3381725,IEEE Transactions on Communications,21,2024,-
On the Performance Analysis of RSMA Based Transmission in STAR-RIS-Aided ISAC Systems,"Sutanu Ghosh, Keshav Singh, Cunhua Pan, Qingqing Wu, Chih-Peng Li",10.1109/ICC51166.2024.10623034,https://doi.org/10.1109/ICC51166.2024.10623034,ICC 2024 - IEEE International Conference on Communications,2,2024,-
Joint Beamforming Design for Double Active RIS-Assisted Radar-Communication Coexistence Systems,"Mengyu Liu, Hong Ren, Cunhua Pan, Boshi Wang, Zhiyuan Yu, Ruisong Weng, Kangda Zhi, Yongchao He",10.1109/TCCN.2024.3438350,https://doi.org/10.1109/TCCN.2024.3438350,IEEE Transactions on Cognitive Communications and Networking,11,2024,-
RIS-Enhanced Cognitive Integrated Sensing and Communication: Joint Beamforming and Spectrum Sensing,"Yongqing Xu, Yong Li, Tony Q. S. Quek",10.1109/JSAC.2025.3531531,https://doi.org/10.1109/JSAC.2025.3531531,IEEE Journal on Selected Areas in Communications,7,2024,-
Cramér-Rao Bound Optimization for STAR-RIS Enabled ISAC System,"Yichao Peng, Tingting Zhang, Rongkun Jiang, Liming Wang",10.1109/ICSIDP62679.2024.10868648,https://doi.org/10.1109/ICSIDP62679.2024.10868648,"2024 IEEE International Conference on Signal, Information and Data Processing (ICSIDP)",0,2024,-
DRL Beamforming in RIS-Aided IoV for Integrated-Sensing-Communication-Computation,"Ruixing Ren, Junhui Zhao, Qingmiao Zhang, Dongmin Wang, Jiamin Li",10.1109/JIOT.2025.3566380,https://doi.org/10.1109/JIOT.2025.3566380,IEEE Internet of Things Journal,0,2025,-
Hybrid-RIS-Aided Vehicular Wireless Sensing and Communication: Transmission Protocol and Performance Enhancement,"Jun Cui, Xueyan Cao, Shubin Wang, Xiaolong Wu, Gerile Ge",10.1109/TVT.2025.3549448,https://doi.org/10.1109/TVT.2025.3549448,IEEE Transactions on Vehicular Technology,1,2025,-
Low Complexity Joint Detection and Estimation for MIMO RIS-ISAC Systems,"Nathanael Danso-Ntiamoah, Aseni Jayarathne, Ibrahim Al-Nahhal, O. Dobre, Hyundong Shin",10.1109/LWC.2024.3524883,https://doi.org/10.1109/LWC.2024.3524883,IEEE Wireless Communications Letters,1,2025,-
Joint Design of Trajectory and Near-Field Beamforming for STAR-RIS-Enabled ISAC,"Qiulei Huang, Zhaohui Song, Zehui Xiong, Guanjun Xu, Nan Zhao, D. Niyato",10.1109/WCSP62071.2024.10827463,https://doi.org/10.1109/WCSP62071.2024.10827463,International Conference on Wireless Communications and Signal Processing,0,2024,-
Joint Beamforming Design for Active RIS-Aided THz ISAC Systems With Delay Alignment Modulation,"Wanming Hao, Hao Shi, Gangcan Sun, Chongwen Huang",10.1109/LWC.2023.3295912,https://doi.org/10.1109/LWC.2023.3295912,IEEE Wireless Communications Letters,26,2023,-
Hybrid Deep Reinforcement Learning for Enhancing Localization and Communication Efficiency in RIS-Aided Cooperative ISAC Systems,"Prajwalita Saikia, Keshav Singh, Wan-Jen Huang, T. Duong",10.1109/JIOT.2024.3411158,https://doi.org/10.1109/JIOT.2024.3411158,IEEE Internet of Things Journal,10,2024,-
Rendezvous of ISAC and NOMA: Progress and Prospects of Next-Generation Multiple Access,"Ahmed Nasser, A. Abdallah, A. Çelik, Ahmed M. Eltawil",10.1109/MCOMSTD.0006.2300040,https://doi.org/10.1109/MCOMSTD.0006.2300040,IEEE Communications Standards Magazine,5,2024,-
DRL-Based Joint Trajectory Planning and Beamforming Optimization in Aerial RIS-Assisted ISAC System,"Xipeng Chen, Xiaowen Cao, Lifeng Xie, Yejun He",10.1109/iWRFAT61200.2024.10594249,https://doi.org/10.1109/iWRFAT61200.2024.10594249,2024 IEEE International Workshop on Radio Frequency and Antenna Technologies (iWRF&AT),2,2024,-
DOL-net: a decoupled online learning network method for RIS-assisted ISAC waveform design,"Kai Zhong, Jinfeng Hu, Yaya Pei, Cunhua Pan",10.1145/3556562.3558574,https://doi.org/10.1145/3556562.3558574,ISACom@MobiCom,3,2022,-
Signal Enhancement and Suppression Schemes for Bi-Static ISAC With IRS-Mounted Target,"Lingqin Kong, Xiaowei Pang, Jie Tang, Nan Zhao, Xianbin Wang, N. Al-Dhahir",10.1109/TCOMM.2024.3492057,https://doi.org/10.1109/TCOMM.2024.3492057,IEEE Transactions on Communications,1,2025,-
Research and experimental validation for 3GPP ISAC channel modeling standardization,"Yuxiang Zhang, Jianhua Zhang, Jiwei Zhang, Yuanpeng Pei, Yameng Liu, Lei Tian, Tao Jiang, Guangyi Liu",10.1016/j.dcan.2025.06.006,https://doi.org/10.1016/j.dcan.2025.06.006,Digital Communications and Networks,0,2025,-
Joint Beamforming and Reflection Design for Secure RIS-ISAC Systems,"Jinjin Chu, Zhiping Lu, Rang Liu, Ming Li, Qian Liu",10.1109/TVT.2023.3328192,https://doi.org/10.1109/TVT.2023.3328192,IEEE Transactions on Vehicular Technology,28,2024,-
Integrated Sensing and Communications for IoT: Synergies with Key 6G Technology Enablers,"Aryan Kaushik, Rohit Singh, Ming Li, Honghao Luo, Shalanika Dayarathna, R. Senanayake, Xueli An, R. Stirling-Gallacher, W. Shin, M. D. Renzo",10.1109/IOTM.001.2400052,https://doi.org/10.1109/IOTM.001.2400052,IEEE Internet of Things Magazine,15,2023,-
RIS-Enabled Transmitter Design for Joint Radar and Communication,"E. Grossi, M. Lops, L. Venturino",-,-,-,0,2025,-
Joint Waveform and Passive Beamforming Design for IRS-Aided ISAC via Deep Unfolding,"Jifa Zhang, Mingqian Liu, Jie Tang, Nan Zhao, D. Niyato, Xianbin Wang",10.1109/WCSP62071.2024.10827035,https://doi.org/10.1109/WCSP62071.2024.10827035,International Conference on Wireless Communications and Signal Processing,1,2024,-
ISAC system assisted by RIS with sparse active elements,"Mirza Asif Haider, Yimin D. Zhang, E. Aboutanios",10.1186/s13634-023-00977-5,https://doi.org/10.1186/s13634-023-00977-5,EURASIP Journal on Advances in Signal Processing,16,2023,-
Nested Tensor-Based Framework for ISAC Assisted by Reconfigurable Intelligent Surface,"Yuan Cheng, Jianhe Du, Jianbo Liu, Libiao Jin, Xingwang Li, D. B. da Costa",10.1109/TVT.2023.3324448,https://doi.org/10.1109/TVT.2023.3324448,IEEE Transactions on Vehicular Technology,13,2024,-
STAR-RIS Transceivers: Integrated Sensing and Communication with Pulsed Signals,"Hedieh Taremizadeh, E. Grossi, L. Venturino",-,-,-,0,2025,-
RIS-Assisted Near-Field Integrated Sensing and Wireless Power Transfer Systems,"Yongsheng Ma, Qianyu Yang, Baoyun Wang",10.1109/ICCWorkshops59551.2024.10615333,https://doi.org/10.1109/ICCWorkshops59551.2024.10615333,2024 IEEE International Conference on Communications Workshops (ICC Workshops),0,2024,-
Beamforming Design for Hybrid Active-Passive RIS Assisted Integrated Sensing and Communications,"Chikun Liao, Feng Wang, Guojun Han, Yongwei Huang, Vincent K. N. Lau",10.1109/LCOMM.2023.3314609,https://doi.org/10.1109/LCOMM.2023.3314609,IEEE Communications Letters,12,2023,-
6G Networks: Is This an Evolution or a Revolution? [From the Guest Editors],"Klaus David, A. Al-Dulaimi, Harald Haas, Rose Qingyang Hu",10.1109/mvt.2021.3116995,https://doi.org/10.1109/mvt.2021.3116995,IEEE Vehicular Technology Magazine,2,2021,-
User Localization and Environment Mapping With the Assistance of RIS,"Jiadi Zhang, Jun Wu, Rui Wang",10.1109/TVT.2024.3361475,https://doi.org/10.1109/TVT.2024.3361475,IEEE Transactions on Vehicular Technology,7,2024,-
DRL-Based Secrecy Rate Optimization for RIS-Assisted Secure ISAC Systems,"Li-Yu Daisy Liu, Yuqian Zhu, Ming Li, Rang Liu, Yang Liu, Zhiping Lu",10.1109/TVT.2023.3297602,https://doi.org/10.1109/TVT.2023.3297602,IEEE Transactions on Vehicular Technology,39,2023,-
A Survey on Reconfigurable Intelligent Surface-Assisted Orthogonal Time Frequency Space Systems,"Qin Tao, Zhongjie Li, Kangda Zhi, Shuangyang Li, Weijie Yuan, Lorenzo Zaniboni, Slawomir Stanczak, Emanuele Viterbo, Xianbin Wang",10.1109/OJVT.2025.3573208,https://doi.org/10.1109/OJVT.2025.3573208,IEEE Open Journal of Vehicular Technology,0,2025,-
Power Control and Active RIS Design for Energy-Efficient Integrated Sensing and Communications,"Mohamed Rihan, Alessio Zappone, Stefano Buzzi, Emanuele Grossi",10.1109/IEEECONF59524.2023.10476742,https://doi.org/10.1109/IEEECONF59524.2023.10476742,"Asilomar Conference on Signals, Systems and Computers",0,2023,-
A Deep Reinforcement Learning Framework for Joint Bs and Beyond Diagonal Ris Beamforming Design in Isac Systems,"M. Rahimi, S. Sobhi-Givi, M. Nouri, H. Behroozi, M. Uysal",10.1109/IWCIT67595.2025.11073027,https://doi.org/10.1109/IWCIT67595.2025.11073027,Iran Workshop on Communication and Information Theory,0,2025,-
Radio Tomographic Imaging With Reconfigurable Intelligent Surfaces,"Zan Li, Amartansh Dubey, Shanpu Shen, Neel Kanth Kundu, Junhui Rao, Ross D. Murch",10.1109/TWC.2024.3433011,https://doi.org/10.1109/TWC.2024.3433011,IEEE Transactions on Wireless Communications,2,2024,-
Review of UAV based on Reconfigurable Intelligent Surface and ISAC,"Xiangxin Liu, Jianxin Guo",10.54691/75483137,https://doi.org/10.54691/75483137,Scientific Journal of Intelligent Systems Research,0,2025,-
Recent advances in integrated sensing and communication: a synergistic perspective,"Yufeng Zhang, Minglun Zhang",10.1109/NNICE61279.2024.10498998,https://doi.org/10.1109/NNICE61279.2024.10498998,"2024 4th International Conference on Neural Networks, Information and Communication (NNICE)",0,2024,-
RIS-Aided Integrated Sensing and Computing Communication: Frontier Advances and Prospects,"Xuejie Hu, Yue Tian, Jin Huang, Xianling Wang, Haijun Zhang",10.1109/IOTM.001.2400168,https://doi.org/10.1109/IOTM.001.2400168,IEEE Internet of Things Magazine,0,2025,-
Sum Rate Enhancement using Machine Learning for Semi-Self Sensing Hybrid RIS-Enabled ISAC in THz Bands,"Sara Farrag Mobarak, Tingnan Bao, Melike Erol-Kantarci",-,-,-,1,2025,-
Spectral-Efficient Waveform Design for RIS-Assisted ISAC,"Jinsong Chen, Kai Wu, Jinping Niu, Yanyan Li",10.1109/iscit57293.2023.10376126,https://doi.org/10.1109/iscit57293.2023.10376126,International Symposium on Communications and Information Technologies,0,2023,-
Active-RIS-Aided Covert Communications in NOMA-Inspired ISAC Systems,"Miaomiao Zhu, Feng Lu, Xueyu Kang, Peng Chen, Gaofeng Pan, Hongwu Liu",10.1109/ICCCWorkshops62562.2024.10693815,https://doi.org/10.1109/ICCCWorkshops62562.2024.10693815,2024 IEEE/CIC International Conference on Communications in China (ICCC Workshops),2,2024,-
Wireless Channel-adaptive Sensor-integrated Reconfigurable Intelligent Surface based on Deep Neural Network,"Myeonggin Hwang, Youngno Youn, Cheonga Lee, Daehyeon Kim, Donggeun An, W. Hong",10.1109/iWAT57058.2023.10171783,https://doi.org/10.1109/iWAT57058.2023.10171783,International workshop on Antenna Technology: Small and Smart Antennas Metamaterials and Applications,0,2023,-
Spectral and Energy Efficient Waveform Design for RIS-Assisted ISAC,"Jinsong Chen, Kai Wu, Jinping Niu, Yanyan Li, Pengfei Xu, J. Andrew Zhang",10.1109/TCOMM.2024.3435030,https://doi.org/10.1109/TCOMM.2024.3435030,IEEE Transactions on Communications,5,2025,-
Intelligent Waveform Design for Integrated Sensing and Communication,"Jifa Zhang, Shaoyong Guo, Shiqi Gong, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, D. Niyato",10.1109/MWC.003.2400044,https://doi.org/10.1109/MWC.003.2400044,IEEE wireless communications,8,2025,-
"A Primer on Rate-Splitting Multiple Access: Tutorial, Myths, and Frequently Asked Questions","B. Clerckx, Yijie Mao, Eduard Axel Jorswieck, Jinhong Yuan, D. Love, E. Erkip, D. Niyato",10.1109/JSAC.2023.3242718,https://doi.org/10.1109/JSAC.2023.3242718,IEEE Journal on Selected Areas in Communications,230,2022,-
"Active RIS-aided Integrated Sensing, Communication and Computation Systems","Pu Chen, Zhiyuan Yu, Cunhua Pan, Hong Ren, Ruisong Weng, Jiahua Wan",10.1109/ICCC62479.2024.10681829,https://doi.org/10.1109/ICCC62479.2024.10681829,International Conference on Innovative Computing and Cloud Computing,0,2024,-
"Multi-Antenna Array-Based Massive MIMO for B5G/6G: State of the Art, Challenges, and Future Research Directions","Faizan Qamar, Syed Hussain Ali Kazmi, Khairul Akram Zainol Ariffin, Muhammad Tayyab, Quang Ngoc Nguyen",10.3390/info15080442,https://doi.org/10.3390/info15080442,Inf.,2,2024,-
Beamforming Design for Secure RIS-Enabled ISAC: Passive RIS vs. Active RIS,"Vaibhav Kumar, Marwa Chafii",10.1109/twc.2025.3562782,https://doi.org/10.1109/twc.2025.3562782,IEEE Transactions on Wireless Communications,4,2025,-
R-SACE: RIS-Enabled Sensing-Aided Communication Enhancement in ISAC Systems,"Xiaohui Li, Yunpei Chen, Hong Wang, Shuran Sheng",10.1109/TrustCom60117.2023.00378,https://doi.org/10.1109/TrustCom60117.2023.00378,"International Conference on Trust, Security and Privacy in Computing and Communications",1,2023,-
RIS-Aided Positioning Under Adverse Conditions: Interference from Unauthorized RIS,"Mengting Li, Hui Chen, Alireza Pourafzal, Henk Wymeersch",-,-,-,0,2025,-
Experimental Demonstration of Sensing Using Hybrid Reconfigurable Intelligent Surfaces,"Idban Alamzadeh, Mohammadreza F. Imani",10.3390/s25061811,https://doi.org/10.3390/s25061811,Italian National Conference on Sensors,1,2025,-
Cross-layer Integrated Sensing and Communication: A Joint Industrial and Academic Perspective,"Henk Wymeersch, N. Tervo, Stefan Wänstedt, Sharief Saleh, Joerg Ahlendorf, Özgür Umut Akgül, Vasileios Tsekenis, S. Barmpounakis, Liping Bai, Martin Beale, Rafael Berkvens, Nabeel Nisar Bhat, Hui Chen, Shrayan Das, Claude Desset, Antonio de la Oliva, P. Dass, Jeroen Famaey, Hamed Farhadi, G. Fettweis, Yu Ge, Hao Guo, Rreze Halili, Katsuyuki Haneda, Abdur Rahman Mohamed Ismail, Akshay Jain, S. Kerboeuf, M. F. Keskin, Emad Ibrahim, B. Khan, Siddhartha Kumar, Stefan Köpsell, A. Kousaridas, P. Kyösti, Simon Lindberg, Mohammad H. Moghaddam, Ahmad Nimr, Victor Pettersson, A. Pärssinen, Basuki Priyanto, Athanasios Stavridis, Tommy Svensson, S. Ujjwal",10.48550/arXiv.2505.10933,https://doi.org/10.48550/arXiv.2505.10933,IEEE Open Journal of the Communications Society,0,2025,-
Fast Network Recovery from Large-Scale Disasters: A Resilient and Self-Organizing RAN Framework,"M. Y. Yagan, Sefa Kayraklik, Samed Keşir, Gizem Sumen, Ibrahim Hokelek, Mehmet Basaran, G. C. Alexandropoulos, E. Başar, C. Cavdar, Huseyin Arslan, Ali Gorcin",-,-,-,4,2024,-
Difference Imaging-Based Parking Lot Surveillance in Multi-RIS-Aided Collaborative ISAC System,"Zhengze Ji, Yixuan Huang, Zhixin Chen, Jie Yang, Shi Jin",10.48550/arXiv.2507.03851,https://doi.org/10.48550/arXiv.2507.03851,arXiv.org,0,2025,-
Unsupervised Learning for Joint Beamforming Design in RIS-Aided ISAC Systems,"Jun-qing Ye, Lei Huang, Zhen Chen, Peichan Zhang, Mohamed Rihan",10.1109/LWC.2024.3402235,https://doi.org/10.1109/LWC.2024.3402235,IEEE Wireless Communications Letters,9,2024,-
Simultaneous Perfect Anomalous Reflection and Angle of Arrival Sensing in Reconfigurable Intelligent Surfaces,"M. Movahediqomi, Yongming Li, G. Ptitcyn, V. Asadchy, Sergei A. Tretyakov",10.1002/adom.202403033,https://doi.org/10.1002/adom.202403033,Advanced Optical Materials,1,2024,-
Optimal Beamforming Design for ISAC with Sensor-Aided Active RIS,"Ahmed Magbool, Vaibhav Kumar, M. Flanagan",10.1109/WCNC61545.2025.10978434,https://doi.org/10.1109/WCNC61545.2025.10978434,IEEE Wireless Communications and Networking Conference,0,2024,-
Resource and Trajectory Optimization in RIS-Assisted Cognitive UAV Networks with Multiple Users Under Malicious Eavesdropping,"Juan Li, Gang Wang, Hengzhou Jin, Jing Zhou, Wei Li, Hang Hu",10.3390/electronics14030541,https://doi.org/10.3390/electronics14030541,Electronics,0,2025,-
Cramér-Rao Lower Bound and Fairness Optimization in STAR-RIS Assisted ISAC Systems,"Ruidong Wang, Yuwen Cao, Tomoaki Ohtsuki, Jiguang He",10.1109/VTC2024-Fall63153.2024.10757612,https://doi.org/10.1109/VTC2024-Fall63153.2024.10757612,2024 IEEE 100th Vehicular Technology Conference (VTC2024-Fall),0,2024,-
Two Birds with One Stone: Enhancing Communication and Sensing via Multi-Functional RIS,"Wanli Ni, Wen Wang, Ailing Zheng, Peng Wang, Changsheng You, Y. Eldar, D. Niyato, Robert Schober",10.1109/MWC.001.2400471,https://doi.org/10.1109/MWC.001.2400471,IEEE wireless communications,0,2024,-
New Characteristics and Modeling of 6G Channels: Toward a Unified Channel Model for Standardization,"Huiwen Gong, Jianhua Zhang, Yuxiang Zhang, Guangyi Liu",10.1109/mvt.2025.3581160,https://doi.org/10.1109/mvt.2025.3581160,IEEE Vehicular Technology Magazine,0,2024,-
