paper_id,title,doi,section_type,word_count,sentence_count,paragraph_count,mean_sentence_words,median_sentence_words,p75_sentence_words,max_sentence_words,long_sentence_ratio_35,very_long_sentence_ratio_45,mean_paragraph_words,median_paragraph_words,p75_paragraph_words,max_paragraph_words,citations_per_100_words,numbers_per_100_words,transitions_per_100_words,first_person_per_100_words,method_terms_per_100_words,hype_terms_per_100_words,acronyms_per_100_words,parentheticals_per_100_words,commas_per_sentence,semicolons_per_100_words,list_heavy_sentence_ratio,questions,has_related_surveys,has_contributions,has_organization,has_scope_statement
COMST_004,A Survey and Comparison of Post-Quantum and Quantum Blockchains,10.1109/COMST.2023.3325761,abstract,166,9,1,18.444,18,21.0,25,0.0,0.0,166,166,166.0,166,0.0,0.0,1.807,0.0,0.0,0.0,0.0,0.0,1.222,0.0,0.1111,0,False,False,False,True
COMST_004,A Survey and Comparison of Post-Quantum and Quantum Blockchains,10.1109/COMST.2023.3325761,introduction,1070,51,15,20.98,18,25.5,73,0.0392,0.0196,71.333,52,93.5,201,2.056,2.897,0.28,0.0,0.093,0.0,1.308,1.215,1.333,0.467,0.2157,0,False,True,True,True
COMST_004,A Survey and Comparison of Post-Quantum and Quantum Blockchains,10.1109/COMST.2023.3325761,main_body,21452,985,195,21.773,19,26.0,140,0.0883,0.0294,110.01,91,146.5,447,1.851,4.205,0.55,0.308,0.392,0.0,1.221,1.837,1.229,0.135,0.1401,0,True,False,False,True
COMST_004,A Survey and Comparison of Post-Quantum and Quantum Blockchains,10.1109/COMST.2023.3325761,conclusion,249,11,1,22.636,19,26.5,41,0.0909,0.0,249,249,249.0,249,0.0,0.0,1.205,2.41,0.0,0.0,0.0,0.803,0.909,0.0,0.0909,0,False,False,False,True
COMST_005,A Survey of Beam Management for mmWave and THz Communications Towards 6G,10.1109/COMST.2024.3361991,abstract,164,7,1,23.429,23,27.0,33,0.0,0.0,164,164,164.0,164,0.0,0.61,0.61,1.829,0.0,0.0,1.829,3.049,1.857,0.0,0.4286,0,False,False,False,True
COMST_005,A Survey of Beam Management for mmWave and THz Communications Towards 6G,10.1109/COMST.2024.3361991,introduction,2266,81,21,27.963,24,32.0,150,0.2222,0.0988,107.905,87,121.0,464,1.147,4.987,0.221,0.618,0.044,0.132,2.913,2.074,1.802,0.0,0.2963,0,False,True,True,True
COMST_005,A Survey of Beam Management for mmWave and THz Communications Towards 6G,10.1109/COMST.2024.3361991,main_body,23865,859,145,27.769,25,34.0,153,0.227,0.1024,164.586,137,248.0,505,1.731,3.57,0.306,0.084,0.138,0.021,4.458,1.911,1.682,0.004,0.2177,3,True,True,False,True
COMST_005,A Survey of Beam Management for mmWave and THz Communications Towards 6G,10.1109/COMST.2024.3361991,conclusion,328,11,6,29.818,34,38.5,47,0.4545,0.0909,54.667,11.0,78.5,187,0.0,1.524,0.305,0.915,0.0,0.0,7.927,1.524,1.818,0.0,0.4545,0,False,True,False,True
COMST_006,A Survey of Important Issues in Quantum Computing and Communications,10.1109/COMST.2023.3254481,abstract,159,8,1,19.875,20.5,24.75,35,0.0,0.0,159,159,159.0,159,0.0,0.0,0.629,0.0,0.0,0.0,0.0,0.629,1.375,0.0,0.25,0,False,False,False,True
COMST_006,A Survey of Important Issues in Quantum Computing and Communications,10.1109/COMST.2023.3254481,introduction,1041,48,15,21.646,20.0,25.25,46,0.0625,0.0208,69.4,72,85.5,153,3.362,4.227,0.48,0.961,0.192,0.0,0.961,2.978,1.542,0.48,0.2292,0,False,True,False,True
COMST_006,A Survey of Important Issues in Quantum Computing and Communications,10.1109/COMST.2023.3254481,main_body,21422,1128,248,18.977,17.0,24.0,159,0.0594,0.0257,86.379,72.5,123.0,532,2.726,6.885,0.612,0.71,0.121,0.0,0.962,3.445,1.136,0.07,0.1268,2,False,False,True,True
COMST_006,A Survey of Important Issues in Quantum Computing and Communications,10.1109/COMST.2023.3254481,conclusion,115,6,1,19.167,20.5,22.5,24,0.0,0.0,115,115,115.0,115,0.0,0.0,0.0,3.478,0.0,0.0,0.0,0.87,1.333,0.0,0.3333,0,False,False,False,True
COMST_007,"A Survey of mmWave-Based Human Sensing: Technology, Platforms and Applications",10.1109/COMST.2023.3298300,abstract,163,7,1,23.286,19,26.0,49,0.1429,0.1429,163,163,163.0,163,0.0,0.613,0.613,3.681,0.0,0.0,0.0,1.84,1.714,0.0,0.2857,0,False,False,False,True
COMST_007,"A Survey of mmWave-Based Human Sensing: Technology, Platforms and Applications",10.1109/COMST.2023.3298300,introduction,1462,69,20,21.188,18,25.0,52,0.1159,0.058,73.1,62.5,124.25,195,0.958,3.215,0.547,1.094,0.0,0.0,1.094,1.163,1.71,0.274,0.2899,0,True,True,True,True
COMST_007,"A Survey of mmWave-Based Human Sensing: Technology, Platforms and Applications",10.1109/COMST.2023.3298300,main_body,21662,953,222,22.72,20,27.0,81,0.1081,0.043,97.577,86.0,123.75,460,1.934,4.649,0.517,0.337,0.069,0.0,2.179,2.184,1.19,0.0,0.1333,0,True,True,False,True
COMST_007,"A Survey of mmWave-Based Human Sensing: Technology, Platforms and Applications",10.1109/COMST.2023.3298300,conclusion,88,4,1,22,21.0,26.0,35,0.0,0.0,88,88,88.0,88,0.0,1.136,0.0,1.136,0.0,0.0,0.0,0.0,2.25,0.0,0.5,0,False,False,False,True
COMST_008,A Survey of Quantum Internet Protocols From a Layered Perspective,10.1109/COMST.2024.3361662,abstract,150,7,1,21.429,20,23.0,36,0.1429,0.0,150,150,150.0,150,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.571,0.0,0.0,0,False,False,False,False
COMST_008,A Survey of Quantum Internet Protocols From a Layered Perspective,10.1109/COMST.2024.3361662,introduction,1041,46,10,22.609,19.0,26.0,66,0.1522,0.0652,104.1,89.5,132.0,226,3.939,1.249,0.961,0.961,0.961,0.096,0.672,0.48,1.848,0.192,0.2391,0,False,True,True,True
COMST_008,A Survey of Quantum Internet Protocols From a Layered Perspective,10.1109/COMST.2024.3361662,conclusion,14367,634,143,22.631,20.0,28.0,135,0.1088,0.0457,100.469,94,142.0,308,3.571,6.014,0.807,0.174,0.348,0.0,1.677,2.701,1.585,0.077,0.1625,0,False,False,False,True
COMST_009,"A Survey of Security in UAVs and FANETs: Issues, Threats, Analysis of Attacks, and Solutions",10.1109/COMST.2024.3515051,abstract,244,11,1,22.182,21,24.5,41,0.0909,0.0,244,244,244.0,244,0.0,0.0,0.41,2.049,0.0,0.0,0.41,0.82,1.182,0.41,0.0909,0,False,False,False,True
COMST_009,"A Survey of Security in UAVs and FANETs: Issues, Threats, Analysis of Attacks, and Solutions",10.1109/COMST.2024.3515051,introduction,1055,43,14,24.535,21,27.0,118,0.0698,0.0465,75.357,81.0,94.25,132,1.896,2.37,0.19,0.0,0.19,0.0,1.801,0.853,1.302,0.474,0.1163,0,True,True,True,True
COMST_009,"A Survey of Security in UAVs and FANETs: Issues, Threats, Analysis of Attacks, and Solutions",10.1109/COMST.2024.3515051,main_body,22626,1029,247,21.986,21,27.0,66,0.0661,0.0136,91.603,91,115.5,384,2.082,3.195,0.716,0.141,0.146,0.004,2.594,1.777,1.447,0.018,0.173,0,True,True,False,True
COMST_009,"A Survey of Security in UAVs and FANETs: Issues, Threats, Analysis of Attacks, and Solutions",10.1109/COMST.2024.3515051,conclusion,336,16,4,21,20.0,22.5,34,0.0,0.0,84,79.0,89.25,108,0.0,0.0,0.0,1.786,0.0,0.0,0.298,0.0,1.25,0.0,0.1875,0,False,True,False,True
COMST_010,A Survey on Approximate Edge AI for Energy Efficient Autonomous Driving Services,10.1109/COMST.2023.3302474,abstract,239,12,1,19.917,18.5,23.25,35,0.0,0.0,239,239,239.0,239,0.0,0.418,0.418,0.418,0.0,0.0,1.674,0.0,1.333,0.0,0.1667,0,False,False,False,True
COMST_010,A Survey on Approximate Edge AI for Energy Efficient Autonomous Driving Services,10.1109/COMST.2023.3302474,introduction,745,26,11,28.654,24.5,38.0,67,0.2692,0.1154,67.727,34,105.5,235,2.685,9.396,0.268,0.134,0.0,0.0,2.416,3.49,2.538,0.671,0.4615,0,False,False,False,True
COMST_010,A Survey on Approximate Edge AI for Energy Efficient Autonomous Driving Services,10.1109/COMST.2023.3302474,main_body,23224,820,159,28.317,26.0,35.0,128,0.2354,0.1012,146.063,129,198.0,500,2.773,5.507,0.422,0.0,0.06,0.004,2.149,2.622,1.639,0.022,0.2134,4,False,False,False,True
COMST_010,A Survey on Approximate Edge AI for Energy Efficient Autonomous Driving Services,10.1109/COMST.2023.3302474,conclusion,181,7,1,25.857,27,29.5,39,0.1429,0.0,181,181,181.0,181,0.0,0.552,0.0,3.315,0.0,0.0,2.21,0.0,2.429,0.0,0.4286,0,False,False,False,True
COMST_011,A Survey on Beyond 5G Network Slicing for Smart Cities Applications,10.1109/COMST.2024.3410295,abstract,296,10,1,29.6,30.0,35.25,47,0.3,0.1,296,296,296.0,296,0.0,4.392,1.014,0.0,0.0,0.0,2.703,0.676,2.2,0.0,0.3,0,False,False,False,False
COMST_011,A Survey on Beyond 5G Network Slicing for Smart Cities Applications,10.1109/COMST.2024.3410295,introduction,2669,100,15,26.68,24.0,31.25,150,0.14,0.06,177.933,142,232.5,521,2.323,6.594,0.337,0.075,0.0,0.0,2.96,2.81,1.76,0.187,0.29,0,True,True,False,True
COMST_011,A Survey on Beyond 5G Network Slicing for Smart Cities Applications,10.1109/COMST.2024.3410295,main_body,18848,726,144,25.933,23.0,30.0,197,0.1377,0.0565,130.889,106.0,166.0,453,1.348,4.764,0.541,0.08,0.021,0.032,3.343,1.353,1.645,0.027,0.2369,0,False,True,False,True
COMST_011,A Survey on Beyond 5G Network Slicing for Smart Cities Applications,10.1109/COMST.2024.3410295,conclusion,284,8,1,35.5,32.0,45.25,51,0.375,0.25,284,284,284.0,284,0.0,2.465,0.704,1.761,0.0,0.0,2.817,0.0,3.875,0.0,0.75,0,False,False,False,True
COMST_012,A Survey on Controller Area Network Reverse Engineering,10.1109/COMST.2023.3264928,abstract,245,12,1,20.417,22.0,25.75,30,0.0,0.0,245,245,245.0,245,0.0,0.0,0.0,2.449,0.0,0.0,2.857,1.224,1.083,0.0,0.0833,0,False,False,False,True
COMST_012,A Survey on Controller Area Network Reverse Engineering,10.1109/COMST.2023.3264928,introduction,2379,92,31,25.848,21.5,30.0,166,0.1522,0.0435,76.742,68,91.0,155,2.27,4.75,0.336,0.252,0.042,0.042,3.699,2.564,1.957,0.336,0.2717,0,True,False,True,True
COMST_012,A Survey on Controller Area Network Reverse Engineering,10.1109/COMST.2023.3264928,main_body,20045,791,262,25.341,23,31.0,143,0.1568,0.0455,76.508,66.0,102.0,287,1.611,3.632,0.534,0.264,0.1,0.005,2.948,1.956,1.454,0.02,0.1909,2,False,False,False,True
COMST_012,A Survey on Controller Area Network Reverse Engineering,10.1109/COMST.2023.3264928,conclusion,702,33,11,21.273,19,26.0,38,0.1212,0.0,63.818,63,70.0,108,0.0,0.142,0.285,2.849,0.142,0.0,2.991,0.0,1.242,0.0,0.1515,0,False,False,False,True
COMST_013,A Survey on IEEE 802.11bn Wi-Fi 8: Advantages of Ultra High Reliability for Next Generation Wireless LANs,,abstract,179,5,1,35.8,31,39.0,66,0.4,0.2,179,179,179.0,179,0.0,3.911,0.559,0.0,0.0,0.0,8.939,6.704,4.6,0.0,0.8,0,False,False,False,False
COMST_013,A Survey on IEEE 802.11bn Wi-Fi 8: Advantages of Ultra High Reliability for Next Generation Wireless LANs,,introduction,1801,56,15,32.143,27.5,37.25,87,0.2679,0.1786,120.067,97,147.0,257,2.332,3.665,0.611,0.389,0.111,0.0,4.275,1.277,2.268,0.167,0.3571,0,False,True,True,True
COMST_013,A Survey on IEEE 802.11bn Wi-Fi 8: Advantages of Ultra High Reliability for Next Generation Wireless LANs,,main_body,18281,645,154,28.336,25,33.0,129,0.2202,0.1318,118.708,87.5,140.0,438,1.078,2.877,0.815,0.159,0.071,0.0,9.053,1.05,1.837,0.038,0.2388,0,True,True,False,True
COMST_013,A Survey on IEEE 802.11bn Wi-Fi 8: Advantages of Ultra High Reliability for Next Generation Wireless LANs,,conclusion,175,7,1,25,27,31.0,33,0.0,0.0,175,175,175.0,175,0.0,1.143,0.571,2.286,0.571,0.0,6.857,0.0,1.571,0.0,0.1429,0,False,True,False,False
COMST_014,"A Survey on Indoor Visible Light Positioning Systems: Fundamentals, Applications, and Challenges",10.1109/COMST.2024.3471950,abstract,169,10,1,16.9,19.0,21.75,25,0.0,0.0,169,169,169.0,169,0.0,0.0,0.0,1.183,0.0,0.0,6.509,1.775,1.8,0.0,0.2,0,False,False,False,True
COMST_014,"A Survey on Indoor Visible Light Positioning Systems: Fundamentals, Applications, and Challenges",10.1109/COMST.2024.3471950,introduction,2580,120,25,21.492,20.5,26.0,46,0.0667,0.0083,103.2,98,121.0,221,2.326,4.845,0.504,0.659,0.0,0.078,5.543,2.674,1.592,0.039,0.2,0,True,True,True,True
COMST_014,"A Survey on Indoor Visible Light Positioning Systems: Fundamentals, Applications, and Challenges",10.1109/COMST.2024.3471950,main_body,16510,706,178,23.368,20.0,27.0,207,0.0977,0.0524,92.753,73.5,131.0,421,2.271,4.652,0.418,0.121,0.073,0.0,5.082,2.386,1.448,0.0,0.1544,0,False,False,False,True
COMST_014,"A Survey on Indoor Visible Light Positioning Systems: Fundamentals, Applications, and Challenges",10.1109/COMST.2024.3471950,conclusion,133,8,2,16.625,13.5,18.0,33,0.0,0.0,66.5,66.5,88.75,111,0.0,0.0,0.752,2.256,0.0,0.0,6.767,0.0,0.875,0.0,0.0,0,False,False,False,True
COMST_015,"A Survey on Integrated Sensing, Communication, and Computation",10.1109/COMST.2024.3521498,abstract,167,9,1,18.556,17,19.0,37,0.1111,0.0,167,167,167.0,167,0.0,0.599,0.599,0.0,0.0,0.599,2.395,2.395,2.222,0.0,0.4444,0,False,False,False,False
COMST_015,"A Survey on Integrated Sensing, Communication, and Computation",10.1109/COMST.2024.3521498,introduction,3133,106,17,29.538,26.5,35.0,91,0.2358,0.1226,184.294,120,255.0,408,2.426,4.692,0.606,0.128,0.0,0.0,3.703,3.032,3.396,0.0,0.5566,0,True,True,True,True
COMST_015,"A Survey on Integrated Sensing, Communication, and Computation",10.1109/COMST.2024.3521498,main_body,21539,825,155,26.095,23,33.0,242,0.1988,0.0703,138.961,112,178.5,510,1.908,3.914,0.511,0.042,0.056,0.005,1.941,2.173,1.998,0.019,0.3067,0,False,True,False,True
COMST_015,"A Survey on Integrated Sensing, Communication, and Computation",10.1109/COMST.2024.3521498,conclusion,252,10,2,25.2,22.0,27.75,42,0.2,0.0,126,126.0,169.5,213,0.0,0.794,0.397,0.397,0.0,0.0,4.762,0.397,2.7,0.0,0.4,0,False,False,False,True
COMST_016,A Survey on Integration of Network Communication into Vehicle Real-Time Motion Control,10.1109/COMST.2023.3295384,abstract,184,7,1,26.286,24,27.0,46,0.1429,0.1429,184,184,184.0,184,0.0,0.0,1.087,0.0,0.0,0.543,0.543,1.087,1.857,0.0,0.1429,0,False,False,False,False
COMST_016,A Survey on Integration of Network Communication into Vehicle Real-Time Motion Control,10.1109/COMST.2023.3295384,introduction,1698,58,16,29.276,27.0,37.0,87,0.2931,0.1379,106.125,83.5,115.25,396,5.065,8.539,0.589,0.118,0.0,0.059,1.943,4.299,2.741,0.766,0.3966,0,True,True,True,True
COMST_016,A Survey on Integration of Network Communication into Vehicle Real-Time Motion Control,10.1109/COMST.2023.3295384,main_body,19184,669,157,28.667,26,34.0,186,0.2242,0.1031,122.191,95,157.0,470,1.751,4.394,0.516,0.021,0.047,0.01,2.737,2.247,1.973,0.047,0.287,1,False,True,False,True
COMST_016,A Survey on Integration of Network Communication into Vehicle Real-Time Motion Control,10.1109/COMST.2023.3295384,conclusion,266,8,6,33.25,36.0,39.25,57,0.625,0.125,44.333,18.5,75.0,117,0.0,1.88,0.752,0.0,0.376,0.0,4.135,0.0,2.375,0.376,0.375,0,True,False,False,False
COMST_017,A Survey on IoT-Enabled Home Automation Systems: Attacks and Defenses,10.1109/COMST.2022.3201557,abstract,253,11,1,23,22,24.0,40,0.0909,0.0,253,253,253.0,253,0.0,0.0,0.791,1.976,0.395,0.0,4.743,1.581,1.636,0.0,0.1818,0,False,False,False,True
COMST_017,A Survey on IoT-Enabled Home Automation Systems: Attacks and Defenses,10.1109/COMST.2022.3201557,introduction,1712,73,15,23.438,23,29.0,43,0.0685,0.0,114.133,95,147.0,315,3.505,0.935,0.643,0.759,0.058,0.0,4.264,1.285,2.205,0.0,0.3425,0,True,True,True,True
COMST_017,A Survey on IoT-Enabled Home Automation Systems: Attacks and Defenses,10.1109/COMST.2022.3201557,main_body,24203,1014,185,23.856,22.0,30.0,101,0.1312,0.0355,130.827,118,170.0,428,1.215,2.62,0.752,0.161,0.182,0.004,2.268,2.099,1.521,0.0,0.1755,3,False,False,False,True
COMST_017,A Survey on IoT-Enabled Home Automation Systems: Attacks and Defenses,10.1109/COMST.2022.3201557,conclusion,155,7,1,22.143,21,24.0,32,0.0,0.0,155,155,155.0,155,0.0,0.0,0.645,3.871,0.0,0.0,5.161,0.0,2.143,0.0,0.2857,0,False,False,False,True
COMST_018,"A Survey on Mobility of Edge Computing Networks in IoT: State-of-the-Art, Architectures, and Challenges",10.1109/COMST.2022.3211462,abstract,195,9,1,21.667,18,25.0,48,0.1111,0.1111,195,195,195.0,195,0.0,0.0,0.513,0.513,0.0,0.0,0.0,0.513,1.889,0.0,0.3333,0,False,False,False,True
COMST_018,"A Survey on Mobility of Edge Computing Networks in IoT: State-of-the-Art, Architectures, and Challenges",10.1109/COMST.2022.3211462,introduction,2692,93,25,28.935,26,33.0,97,0.1828,0.086,107.68,106,125.0,324,1.263,2.637,0.632,0.446,0.0,0.0,1.374,2.266,1.86,0.52,0.2473,0,True,True,True,True
COMST_018,"A Survey on Mobility of Edge Computing Networks in IoT: State-of-the-Art, Architectures, and Challenges",10.1109/COMST.2022.3211462,conclusion,25346,951,200,26.645,23,31.0,180,0.1819,0.0789,126.73,90.0,168.25,653,0.978,2.154,0.501,0.134,0.039,0.008,2.908,1.424,1.399,0.138,0.1767,0,True,False,True,True
COMST_019,"A Survey on Model-Based, Heuristic, and Machine Learning Optimization Approaches in RIS-Aided Wireless Networks",10.1109/COMST.2023.3340099,abstract,222,10,1,22.2,22.5,26.75,37,0.1,0.0,222,222,222.0,222,0.0,0.901,0.901,1.802,0.0,0.0,2.703,0.901,3.5,0.0,0.6,0,False,False,False,True
COMST_019,"A Survey on Model-Based, Heuristic, and Machine Learning Optimization Approaches in RIS-Aided Wireless Networks",10.1109/COMST.2023.3340099,introduction,915,37,8,24.73,20,32.0,52,0.1892,0.1351,114.375,81.0,133.0,329,1.421,2.077,0.437,1.53,0.0,0.0,5.683,2.514,2.784,0.109,0.4595,0,True,True,True,True
COMST_019,"A Survey on Model-Based, Heuristic, and Machine Learning Optimization Approaches in RIS-Aided Wireless Networks",10.1109/COMST.2023.3340099,main_body,19785,752,302,26.271,22.0,29.0,764,0.129,0.0745,65.513,47.5,89.75,729,2.896,3.639,0.652,0.136,0.051,0.0,4.766,2.244,2.471,0.101,0.2633,1,True,True,False,True
COMST_019,"A Survey on Model-Based, Heuristic, and Machine Learning Optimization Approaches in RIS-Aided Wireless Networks",10.1109/COMST.2023.3340099,conclusion,167,8,1,20.875,20.5,22.5,27,0.0,0.0,167,167,167.0,167,0.0,1.198,0.0,2.395,0.0,0.0,4.192,0.0,1.625,0.0,0.25,0,False,False,False,True
COMST_020,A Survey on Multi-AP Coordination Approaches Over Emerging WLANs: Future Directions and Open Challenges,10.1109/COMST.2023.3344167,abstract,190,8,1,23.75,22.0,30.25,40,0.125,0.0,190,190,190.0,190,0.0,4.737,1.579,1.053,0.0,0.0,7.368,2.105,2.125,0.0,0.25,0,False,False,False,True
COMST_020,A Survey on Multi-AP Coordination Approaches Over Emerging WLANs: Future Directions and Open Challenges,10.1109/COMST.2023.3344167,introduction,1352,55,13,24.527,22,29.5,67,0.1818,0.0545,104,55,100.0,408,1.331,7.544,0.37,1.109,0.0,0.074,5.178,2.589,1.618,0.592,0.2364,0,True,True,True,True
COMST_020,A Survey on Multi-AP Coordination Approaches Over Emerging WLANs: Future Directions and Open Challenges,10.1109/COMST.2023.3344167,main_body,19095,917,104,20.803,20,25.0,55,0.0284,0.0055,183.606,156.5,244.0,557,1.225,3.325,0.801,0.445,0.068,0.0,7.997,1.445,1.155,0.0,0.0971,1,True,True,True,True
COMST_020,A Survey on Multi-AP Coordination Approaches Over Emerging WLANs: Future Directions and Open Challenges,10.1109/COMST.2023.3344167,conclusion,300,14,1,21.429,19.5,25.75,37,0.0714,0.0,300,300,300.0,300,0.0,0.667,0.333,4.0,0.333,0.0,10.667,0.0,2.143,0.0,0.4286,0,False,False,False,True
COMST_021,A Survey on Nongeostationary Satellite Systems: The Communication Perspective,10.1109/COMST.2022.3197695,abstract,228,7,1,32.571,34,41.5,44,0.4286,0.0,228,228,228.0,228,0.0,0.0,0.439,0.439,0.0,0.439,4.825,0.877,1.857,0.0,0.2857,0,False,False,False,False
COMST_021,A Survey on Nongeostationary Satellite Systems: The Communication Perspective,10.1109/COMST.2022.3197695,introduction,2524,77,24,32.766,31,38.0,135,0.3636,0.1169,105.167,117.0,152.75,187,2.773,4.992,0.594,0.198,0.158,0.0,3.209,2.496,2.208,0.119,0.3766,0,True,True,True,True
COMST_021,A Survey on Nongeostationary Satellite Systems: The Communication Perspective,10.1109/COMST.2022.3197695,main_body,17920,599,125,29.91,28,35.0,174,0.2487,0.0801,143.36,144,181.0,343,1.752,4.336,0.798,0.067,0.033,0.011,3.214,2.377,1.569,0.022,0.2154,0,False,False,True,True
COMST_021,A Survey on Nongeostationary Satellite Systems: The Communication Perspective,10.1109/COMST.2022.3197695,conclusion,347,11,3,31.545,32,33.5,50,0.0909,0.0909,115.667,114,129.5,145,0.0,0.288,0.865,0.288,0.0,0.288,3.17,0.0,1.727,0.0,0.3636,0,False,False,False,True
COMST_022,A Survey on Scheduling Techniques in Computing and Network Convergence,10.1109/COMST.2023.3329027,abstract,155,9,1,17.222,16,18.0,33,0.0,0.0,155,155,155.0,155,0.0,0.0,0.645,1.935,0.0,0.0,1.935,0.645,2.111,0.0,0.2222,0,False,False,False,True
COMST_022,A Survey on Scheduling Techniques in Computing and Network Convergence,10.1109/COMST.2023.3329027,introduction,1441,74,15,19.473,17.0,24.0,58,0.0811,0.0405,96.067,78,148.0,272,1.457,2.29,0.555,0.694,0.0,0.0,3.678,2.498,1.797,0.0,0.2838,0,True,False,True,True
COMST_022,A Survey on Scheduling Techniques in Computing and Network Convergence,10.1109/COMST.2023.3329027,main_body,20497,1080,145,18.978,17.0,23.0,95,0.063,0.0222,141.359,130,192.0,505,2.088,4.059,0.546,0.146,0.073,0.0,3.235,2.493,1.18,0.181,0.1509,0,True,False,False,True
COMST_022,A Survey on Scheduling Techniques in Computing and Network Convergence,10.1109/COMST.2023.3329027,conclusion,178,8,1,22.25,20.5,26.0,31,0.0,0.0,178,178,178.0,178,0.0,0.562,0.562,3.933,0.0,0.0,3.371,0.562,2.5,0.0,0.375,0,False,True,False,True
